elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.000039, 5.000039, 16125, 13062, 98297.1, 55161, 146132, 1067830, 1113105, 1187944, 1384
10.00003, 4.999991, 12094, 14225, 137382.6, 58584, 1038076, 1075448, 1124620, 1177384, 1461
15.001797, 5.001767, 11842, 10765, 132581.4, 53726, 1037160, 1072625, 1117862, 1191941, 1505
20.000278, 4.998481, 11510, 15287, 138398.7, 45307, 1035927, 1065648, 1114507, 1248114, 1291
25.000093, 4.999815, 11914, 13382, 141369.8, 67117, 1039262, 1082544, 1126658, 1170105, 1519
30.00054, 5.000447, 11551, 15685, 145366.1, 60291, 1043474, 1079617, 1122313, 1166459, 1385
35.000181, 4.999641, 11262, 15804, 141683.7, 76250, 1039807, 1085517, 1139610, 1179317, 1633
40.000033, 4.999852, 11435, 14312, 139129.3, 69388, 1040204, 1085412, 1140926, 1209246, 1565
45.000348, 5.000315, 11406, 14193, 141424.0, 53072, 1038690, 1074583, 1118641, 1154878, 1385
50.000546, 5.000198, 10951, 13040, 159323.2, 49886, 1041610, 1071718, 1110394, 1182605, 1363
55.000119, 4.999573, 11114, 11602, 150129.0, 52752, 1042305, 1077360, 1128102, 1175544, 1281
60.000027, 4.999908, 10849, 9345, 156340.7, 52218, 1042189, 1077360, 1116841, 1166820, 1250
65.000096, 5.000069, 10946, 12650, 151916.2, 49191, 1039189, 1072254, 1115734, 1156420, 1283
70.000494, 5.000398, 11202, 12889, 145527.3, 49601, 1039938, 1075861, 1121981, 1156143, 1363
75.000118, 4.999624, 10783, 11656, 150536.7, 52093, 1040719, 1079709, 1128234, 1173345, 1337
80.000078, 4.99996, 10757, 13722, 152511.8, 53622, 1042877, 1084920, 1131827, 1189379, 1348
85.001634, 5.001556, 10752, 13182, 156174.9, 72070, 1046316, 1088385, 1132815, 1232492, 1462
90.000123, 4.998489, 10470, 14931, 155093.3, 69455, 1049901, 1095838, 1142584, 1198248, 1465
95.000095, 4.999972, 10425, 15736, 161755.9, 71983, 1050023, 1092055, 1137362, 1172644, 1494
100.000221, 5.000126, 10620, 15257, 153278.2, 87510, 1049821, 1102730, 1155824, 1201663, 1602
105.000127, 4.999906, 10588, 15054, 156352.0, 64553, 1049153, 1093139, 1146186, 1196952, 1408
110.000009, 4.999882, 10225, 14903, 165314.4, 72548, 1046966, 1092393, 1137066, 1187583, 1453
115.000502, 5.000493, 10134, 16321, 160881.8, 78970, 1051577, 1100643, 1147617, 1180856, 1461
120.000396, 4.999894, 10113, 17595, 157732.2, 89344, 1051313, 1109687, 1161102, 1203192, 1627
125.000195, 4.999799, 10075, 15759, 160108.8, 69074, 1051313, 1097180, 1150026, 1225913, 1429
130.000483, 5.000288, 10266, 15547, 167689.8, 76495, 1053213, 1103498, 1161978, 1232386, 1456
135.00036, 4.999877, 9881, 15476, 173580.1, 71137, 1052219, 1094831, 1151335, 1201096, 1406
140.000099, 4.999739, 10309, 15499, 169075.9, 75203, 1052243, 1097166, 1164167, 1235295, 1370
145.000014, 4.999915, 10380, 15998, 164932.0, 82709, 1053177, 1103094, 1161263, 1268828, 1505
150.000138, 5.000124, 10244, 15605, 169799.1, 76881, 1056210, 1100669, 1160241, 1201804, 1427
155.000114, 4.999976, 10055, 16758, 165325.6, 85163, 1056254, 1105785, 1157771, 1260956, 1455
160.000146, 5.000032, 9630, 15059, 170815.2, 73262, 1056688, 1102083, 1170884, 1208133, 1323
165.000257, 5.000111, 9580, 14134, 175969.7, 70796, 1052160, 1096875, 1149275, 1192764, 1315
170.000825, 5.000568, 10027, 15832, 164283.6, 74092, 1053019, 1103710, 1160699, 1192333, 1408
175.000431, 4.999606, 9717, 13103, 168638.5, 70352, 1055080, 1103479, 1151957, 1189281, 1449
180.000961, 5.00053, 9606, 13103, 178008.6, 74098, 1055871, 1099431, 1156113, 1237282, 1395
181.02054, 1.019579, 1887, 15556, 174818.4, 76551, 1057489, 1102469, 1155833, 1237282, 252
