elapsed, window, n, min, mean, max, errors
5.000812, 5.000812,18454, 12644,26741.9, 52331,6901
10.001487, 5.000675,16980, 12644,26919.2, 64769,6264
15.000072, 4.998585,17140, 12831,26744, 55403,6579
20.000497, 5.000425,17246, 12484,26700.7, 54462,6661
25.000097, 4.9996,16741, 12892,26883.7, 54066,6006
30.000314, 5.000217,17458, 12081,26960.8, 50026,6451
35.00024, 4.999926,17472, 10622,26824, 56962,6628
40.001695, 5.001455,17371, 10622,26885, 56757,6517
45.00008, 4.998385,17043, 12543,26880.7, 51225,6576
50.000753, 5.000673,17126, 13443,26884.1, 58005,6134
55.000444, 4.999691,17565, 12664,26819.7, 57511,6468
60.000235, 4.999791,17643, 11095,26781.9, 53581,6503
65.000489, 5.000254,17622, 13225,26947, 54578,6561
70.000039, 4.99955,16831, 13096,26864.6, 53265,5987
75.002167, 5.002128,16921, 13545,26951.1, 54292,6068
80.000019, 4.997852,17605, 11885,26901.9, 62462,6211
85.000051, 5.000032,17296, 12460,26861.5, 54939,6400
90.000087, 5.000036,16814, 13161,26918.2, 57784,6071
95.000075, 4.999988,17060, 12761,26921, 55031,6372
100.00049, 5.000415,17977, 13595,26963, 53192,6798
105.000038, 4.999548,17674, 13059,26684.3, 48615,6683
110.000107, 5.000069,17254, 12888,26797.1, 58739,6576
115.000849, 5.000742,16848, 12225,26930.2, 59029,5791
120.000044, 4.999195,17613, 11526,27066.3, 60978,6296
125.000026, 4.999982,17163, 11969,26857.1, 55781,6117
130.001442, 5.001416,16703, 12728,26880.8, 56806,6097
135.000022, 4.99858,17110, 13141,26819.7, 61751,6236
140.001453, 5.001431,17287, 12856,26813.4, 61751,6475
145.00174, 5.000287,17716, 13224,26728.6, 48988,6621
150.00025, 4.99851,17096, 13038,26852, 52153,6169
155.000445, 5.000195,17583, 13764,26704.2, 56221,6354
160.000176, 4.999731,17071, 12903,26701.4, 58889,6051
165.00045, 5.000274,16828, 13202,26816.3, 55141,6160
170.001596, 5.001146,17496, 12750,26859, 50906,6480
175.000478, 4.998882,17259, 12978,26995.4, 57412,6219
180.000075, 4.999597,17132, 12758,26882.9, 71259,6187
185.000072, 4.999997,16611, 13570,26872.9, 52655,5985
190.001048, 5.000976,17281, 13303,26739.9, 57922,6197
195.000308, 4.99926,17534, 12522,26761.6, 52249,6484
200.00018, 4.999872,17547, 13110,26819.6, 58096,6488
205.000034, 4.999854,17106, 10123,26727.6, 58096,6218
210.001517, 5.001483,16895, 12665,26849.6, 53892,6073
215.000546, 4.999029,17701, 13067,26670.4, 52070,6442
220.000553, 5.000007,17275, 12986,26831.2, 58787,6253
225.000036, 4.999483,17493, 12986,26856, 60774,6167
230.001306, 5.00127,17291, 12758,26846.3, 48550,6522
235.001625, 5.000319,16396, 13309,26890.6, 53225,5870
240.000123, 4.998498,17385, 12923,26876.7, 60917,6339
245.000463, 5.00034,17641, 12080,26699.4, 53692,6547
250.000519, 5.000056,17202, 13467,26721.4, 51991,6376
255.001119, 5.0006,16518, 12757,26784.1, 55896,5773
260.001572, 5.000453,16844, 13999,26758.1, 61963,6222
265.000284, 4.998712,17345, 13601,26799.8, 67805,5958
270.00181, 5.001526,17392, 12371,26877.8, 51329,6221
275.000656, 4.998846,17275, 13879,26881.2, 54778,6326
280.000504, 4.999848,16817, 13149,26725.5, 81159,5929
285.000061, 4.999557,17436, 13834,26756.3, 58320,6433
290.000249, 5.000188,17336, 13014,26777.9, 53836,6286
295.000535, 5.000286,17653, 12746,26798.2, 50435,6688
300.001587, 5.001052,17379, 12932,26774.4, 83731,6537
301.016794, 1.015207,2062, 12932,26744.7, 83731,828

