elapsed, window, n, min, mean, max, errors
5.000006, 5.000006,65799, 9680,61018.4, 270928,107478
10.00011, 5.000104,79176, 10438,59497.6, 152978,109867
15.000026, 4.999916,81556, 9358,59501.6, 142837,108555
20.000035, 5.000009,82514, 10281,59584.1, 171366,107594
25.00002, 4.999985,83566, 10460,59503.9, 153455,106902
30.000015, 4.999995,83507, 10046,59621.2, 148175,105696
35.000019, 5.000004,83529, 9043,59739.6, 149330,104390
40.000048, 5.000029,83064, 8778,59892.7, 149797,105133
45.000034, 4.999986,84275, 8928,60446.8, 150920,105488
50.000027, 4.999993,83379, 10070,60657.5, 144344,105348
55.000092, 5.000065,84839, 8310,60192, 153049,104623
60.000065, 4.999973,83582, 8310,60135.6, 181014,103717
65.000069, 5.000004,84385, 9820,59965, 156445,103226
70.000039, 4.99997,84216, 9048,60125.3, 154916,104460
75.000049, 5.00001,83530, 10413,60544.7, 149889,103475
80.000033, 4.999984,82982, 10163,59996.2, 179499,102371
85.000019, 4.999986,84080, 10134,60261.9, 173253,103178
90.000023, 5.000004,83327, 9281,60232.8, 167451,102101
95.000038, 5.000015,84611, 10571,60498.2, 172879,102412
100.000115, 5.000077,83807, 10553,60878.8, 163719,102523
105.000035, 4.99992,84120, 10317,60574.3, 144613,102901
110.000123, 5.000088,83342, 9710,60248.4, 171512,103297
115.000133, 5.00001,83989, 9897,60433.8, 184253,103590
120.000101, 4.999968,84299, 8538,61047.5, 163945,105027
125.000059, 4.999958,84853, 10087,60932.6, 157337,103152
130.000146, 5.000087,84592, 7982,60931.3, 155210,103295
135.000192, 5.000046,83933, 10373,60395.1, 185708,101586
140.000146, 4.999954,83655, 8545,60802.9, 184221,103427
145.000009, 4.999863,84330, 10185,60978.5, 175094,103039
150.000289, 5.00028,83640, 9899,60921.1, 171929,102624
155.000007, 4.999718,83903, 9623,61048.6, 174129,101878
160.001113, 5.001106,83380, 10350,60944.2, 141026,101827
165.001098, 4.999985,84105, 8863,61037.4, 139032,102434
170.000033, 4.998935,84116, 9484,61120.8, 149307,102807
175.000061, 5.000028,83704, 9309,61215, 148037,103213
180.000085, 5.000024,83778, 9720,61533.8, 144772,103819
185.000026, 4.999941,83088, 9829,61148.7, 138121,102140
190.000244, 5.000218,83460, 8506,61068.4, 181255,102037
195.00001, 4.999766,83335, 10485,60812.6, 165623,101427
200.000247, 5.000237,84122, 10990,61034.6, 165209,100337
205.000021, 4.999774,83071, 9706,61152.1, 158847,102079
210.000008, 4.999987,84621, 10762,61380.3, 158847,101257
215.000036, 5.000028,82925, 10598,61330.7, 169849,101953
220.000083, 5.000047,83051, 10926,61588.8, 169849,100868
225.00001, 4.999927,82908, 10577,61291.4, 169078,101226
230.001101, 5.001091,83340, 11497,61570.9, 158353,102298
235.000085, 4.998984,83916, 10115,61374.3, 152364,101142
240.000028, 4.999943,83387, 9755,61620.2, 155087,100978
245.000017, 4.999989,83283, 9897,61714, 146826,101768
250.00001, 4.999993,83462, 10040,61345.5, 150371,100900
255.000026, 5.000016,83357, 9672,61550.3, 154379,101126
260.000035, 5.000009,82909, 9672,60992.4, 159690,99585
265.000016, 4.999981,83395, 10219,61349, 159690,100075
270.000062, 5.000046,83746, 8318,61654.5, 140587,102116
275.000103, 5.000041,83244, 9999,61728.2, 162278,102083
280.000087, 4.999984,83127, 9051,61516.3, 162278,100806
285.000091, 5.000004,83833, 11084,61627.4, 166075,100960
290.000784, 5.000693,82643, 10785,61760.5, 164170,101283
295.000182, 4.999398,82627, 10247,61376.1, 168766,100416
300.000044, 4.999862,83304, 9326,61616.6, 157885,100252
301.03208, 1.032036,15258, 9326,61791.2, 1071860,18199

