elapsed, window, total, successful, failed
5.000006, 5.000006,579982,160567,419415
10.00011, 5.000104,633837,183081,450756
15.000026, 4.999916,636393,186266,450127
20.000035, 5.000009,632954,187596,445358
25.00002, 4.999985,634520,187128,447392
30.000015, 4.999995,631371,186183,445188
35.000019, 5.000004,627582,187603,439979
40.000048, 5.000029,628642,187670,440972
45.000034, 4.999986,631651,191010,440641
50.000027, 4.999993,626302,192206,434096
55.000092, 5.000065,627999,188715,439284
60.000065, 4.999973,624444,188942,435502
65.000069, 5.000004,622510,187044,435466
70.000039, 4.99997,629668,187883,441785
75.000049, 5.00001,623449,190344,433105
80.000033, 4.999984,618542,186890,431652
85.000019, 4.999986,624855,188013,436842
90.000023, 5.000004,619403,188989,430414
95.000038, 5.000015,623119,188998,434121
100.000115, 5.000077,622299,190242,432057
105.000035, 4.99992,622586,189010,433576
110.000123, 5.000088,618818,187597,431221
115.000133, 5.00001,622166,188201,433965
120.000101, 4.999968,628590,190664,437926
125.000059, 4.999958,625891,189400,436491
130.000146, 5.000087,621506,190530,430976
135.000192, 5.000046,617895,185693,432202
140.000146, 4.999954,624037,188803,435234
145.000009, 4.999863,622569,189249,433320
150.000289, 5.00028,620948,188484,432464
155.000007, 4.999718,618572,189594,428978
160.001113, 5.001106,617954,189058,428896
165.001098, 4.999985,621027,190328,430699
170.000033, 4.998935,622353,189937,432416
175.000061, 5.000028,624511,190581,433930
180.000085, 5.000024,623610,191128,432482
185.000026, 4.999941,619668,191007,428661
190.000244, 5.000218,618844,188145,430699
195.00001, 4.999766,616340,186545,429795
200.000247, 5.000237,617482,188091,429391
205.000021, 4.999774,616289,187244,429045
210.000008, 4.999987,619260,187786,431474
215.000036, 5.000028,617837,190015,427822
220.000083, 5.000047,616020,188521,427499
225.00001, 4.999927,617020,188179,428841
230.001101, 5.001091,619855,188147,431708
235.000085, 4.998984,617788,188955,428833
240.000028, 4.999943,615381,188863,426518
245.000017, 4.999989,617941,189405,428536
250.00001, 4.999993,614467,188388,426079
255.000026, 5.000016,613156,188257,424899
260.000035, 5.000009,608540,187252,421288
265.000016, 4.999981,612603,187820,424783
270.000062, 5.000046,618285,189331,428954
275.000103, 5.000041,617834,189837,427997
280.000087, 4.999984,612526,187868,424658
285.000091, 5.000004,615356,186626,428730
290.000784, 5.000693,614006,189346,424660
295.000182, 4.999398,609972,185630,424342
300.000044, 4.999862,610554,185396,425158
301.03208, 1.032036,111504,34390,77114

