elapsed, window, n, min, mean, max, errors
5.000006, 5.000006,94768, 13440,77325.8, 291554,311937
10.00011, 5.000104,103905, 11975,74088.8, 194741,340889
15.000026, 4.999916,104710, 13934,74143.8, 179149,341572
20.000035, 5.000009,105082, 14448,74273.4, 179848,337764
25.00002, 4.999985,103562, 13252,73970.6, 188897,340490
30.000015, 4.999995,102676, 13183,74055.7, 185002,339492
35.000019, 5.000004,104074, 11688,74492.3, 171513,335589
40.000048, 5.000029,104606, 13259,74587.3, 211667,335839
45.000034, 4.999986,106735, 11216,75279.6, 176904,335153
50.000027, 4.999993,108827, 14164,75829.6, 167279,328748
55.000092, 5.000065,103876, 14371,74831.3, 165242,334661
60.000065, 4.999973,105360, 13818,75181.2, 188952,331785
65.000069, 5.000004,102659, 12964,74681.7, 189248,332240
70.000039, 4.99997,103667, 13587,74749.2, 180497,337325
75.000049, 5.00001,106814, 12888,75376, 175325,329630
80.000033, 4.999984,103908, 13581,74634.9, 193026,329281
85.000019, 4.999986,103933, 14279,74845.8, 193026,333664
90.000023, 5.000004,105662, 12095,75004.2, 183526,328313
95.000038, 5.000015,104387, 12635,75187.1, 178855,331709
100.000115, 5.000077,106435, 11609,75817.5, 182306,329534
105.000035, 4.99992,104890, 12752,75527.9, 162400,330675
110.000123, 5.000088,104255, 12944,74948.7, 188957,327924
115.000133, 5.00001,104212, 12763,75154.9, 186631,330375
120.000101, 4.999968,106365, 13631,75937.2, 183368,332899
125.000059, 4.999958,104547, 14823,75974.8, 168497,333339
130.000146, 5.000087,105938, 13047,75931.1, 181779,327681
135.000192, 5.000046,101760, 15197,75066.7, 193179,330616
140.000146, 4.999954,105148, 12505,75702.9, 195541,331807
145.000009, 4.999863,104919, 13568,76122.9, 190443,330281
150.000289, 5.00028,104844, 15180,75958.1, 189471,329840
155.000007, 4.999718,105691, 12319,76170.2, 177709,327100
160.001113, 5.001106,105678, 14133,75976.7, 179045,327069
165.001098, 4.999985,106223, 14299,76229.6, 174067,328265
170.000033, 4.998935,105821, 13838,76197, 183978,329609
175.000061, 5.000028,106877, 13777,76429.6, 176498,330717
180.000085, 5.000024,107350, 12828,76846.9, 163935,328663
185.000026, 4.999941,107919, 13806,76501.2, 172925,326521
190.000244, 5.000218,104685, 14080,76172.9, 191148,328662
195.00001, 4.999766,103210, 13593,75809.4, 188815,328368
200.000247, 5.000237,103969, 16212,76136.8, 185219,329054
205.000021, 4.999774,104173, 12576,76306.4, 198852,326966
210.000008, 4.999987,103165, 12945,76479.5, 220057,330217
215.000036, 5.000028,107090, 12446,76762.2, 190729,325869
220.000083, 5.000047,105470, 12466,76779.3, 192501,326631
225.00001, 4.999927,105271, 12457,76509.8, 190465,327615
230.001101, 5.001091,104807, 14746,76774.4, 186136,329410
235.000085, 4.998984,105039, 14535,76658.7, 170674,327691
240.000028, 4.999943,105476, 14100,76921.5, 185708,325540
245.000017, 4.999989,106122, 12204,77060.4, 180689,326768
250.00001, 4.999993,104926, 14390,76640, 192439,325179
255.000026, 5.000016,104900, 14181,76820.9, 179646,323773
260.000035, 5.000009,104343, 13261,76215.1, 185594,321703
265.000016, 4.999981,104425, 14363,76377.4, 172304,324708
270.000062, 5.000046,105585, 16133,76859.1, 168062,326838
275.000103, 5.000041,106593, 13814,77017.3, 178335,325914
280.000087, 4.999984,104741, 15022,76844.6, 191568,323852
285.000091, 5.000004,102793, 14949,76588.4, 193385,327770
290.000784, 5.000693,106703, 13661,77053.8, 190595,323377
295.000182, 4.999398,103003, 14382,76456.9, 184649,323926
300.000044, 4.999862,102092, 13043,76890.7, 189306,324906
301.03208, 1.032036,19132, 12461,77044, 1112159,58915

