elapsed, window, total, successful, failed
5.000861, 5.000861, 48517, 48515, 2
10.000035, 4.999174, 48231, 47950, 281
15.0017, 5.001665, 48264, 47859, 405
20.000095, 4.998395, 48626, 48576, 50
25.00008, 4.999985, 48303, 48301, 2
30.000441, 5.000361, 48196, 48196, 0
35.000949, 5.000508, 47995, 47995, 0
40.000011, 4.999062, 48265, 48265, 0
45.000117, 5.000106, 48691, 48689, 2
50.000256, 5.000139, 48488, 48488, 0
55.002003, 5.001747, 48281, 48281, 0
60.000693, 4.99869, 47570, 47569, 1
65.001775, 5.001082, 48186, 48186, 0
70.000013, 4.998238, 47774, 47774, 0
75.000804, 5.000791, 47989, 47989, 0
80.00003, 4.999226, 47762, 47762, 0
85.000013, 4.999983, 48233, 48232, 1
90.000758, 5.000745, 48126, 48125, 1
95.000981, 5.000223, 48369, 48364, 5
100.000748, 4.999767, 48042, 48028, 14
105.000484, 4.999736, 47905, 47888, 17
110.0011, 5.000616, 48457, 48435, 22
115.000111, 4.999011, 48418, 48415, 3
120.000329, 5.000218, 48119, 48119, 0
125.000817, 5.000488, 48523, 48521, 2
130.000144, 4.999327, 48140, 48140, 0
135.000563, 5.000419, 48182, 48176, 6
140.000033, 4.99947, 48140, 48125, 15
145.001796, 5.001763, 48130, 48112, 18
150.000768, 4.998972, 47847, 47836, 11
155.000697, 4.999929, 48348, 48342, 6
160.000746, 5.000049, 48057, 48045, 12
165.000742, 4.999996, 47962, 47950, 12
170.000058, 4.999316, 48134, 48108, 26
175.001747, 5.001689, 48098, 48077, 21
180.000745, 4.998998, 47333, 47311, 22
185.00003, 4.999285, 47968, 47920, 48
190.001954, 5.001924, 48252, 48191, 61
195.000858, 4.998904, 48213, 48176, 37
200.000134, 4.999276, 47903, 47848, 55
205.000084, 4.99995, 48397, 48332, 65
210.001697, 5.001613, 48506, 48481, 25
215.000042, 4.998345, 48376, 48355, 21
220.000201, 5.000159, 48524, 48507, 17
225.001803, 5.001602, 48135, 48113, 22
230.000544, 4.998741, 48878, 48864, 14
235.000018, 4.999474, 48651, 48642, 9
240.001029, 5.001011, 48149, 48124, 25
245.000172, 4.999143, 47925, 47914, 11
250.000469, 5.000297, 48206, 48194, 12
255.001802, 5.001333, 48737, 48726, 11
260.000798, 4.998996, 48450, 48430, 20
265.001754, 5.000956, 48055, 48043, 12
270.000088, 4.998334, 48139, 48117, 22
275.000746, 5.000658, 48025, 48009, 16
280.000084, 4.999338, 48082, 48062, 20
285.001754, 5.00167, 48780, 48768, 12
290.000388, 4.998634, 47428, 47428, 0
295.000834, 5.000446, 48296, 48285, 11
300.001754, 5.00092, 48427, 48414, 13
301.015599, 1.013845, 9127, 9126, 1
