elapsed, window, n, min, mean, max, errors
5.000071, 5.000071,38482, 9074,46067.9, 121419,23723
10.000037, 4.999966,37477, 8976,45986.3, 113416,21091
15.000074, 5.000037,38934, 9196,45985.7, 105502,21727
20.000024, 4.99995,38344, 8208,46055.7, 103683,20752
25.000016, 4.999992,38429, 8208,46025.6, 116790,20929
30.000833, 5.000817,39140, 8081,46030.6, 121624,21252
35.001682, 5.000849,38629, 8607,45960.8, 110069,20911
40.000027, 4.998345,38730, 8366,45632.9, 104314,20570
45.00005, 5.000023,38108, 9859,45819.5, 111127,20330
50.000032, 4.999982,38300, 8630,45817.5, 97322,20614
55.000027, 4.999995,38605, 9646,45997.1, 103041,20466
60.000057, 5.00003,38870, 8380,45998.4, 97820,20937
65.001695, 5.001638,38854, 9530,45987.8, 102111,20710
70.000101, 4.998406,39639, 9907,45915.6, 104243,21281
75.000234, 5.000133,38402, 9955,46371.5, 110398,20352
80.000178, 4.999944,39364, 9358,46119.1, 110466,20849
85.000017, 4.999839,39351, 8614,46197, 102833,20758
90.000168, 5.000151,39269, 8839,46083.9, 97383,20758
95.000012, 4.999844,39385, 9228,45929.7, 113152,20841
100.004229, 5.004217,38711, 9658,46092.3, 117464,20566
105.000752, 4.996523,39635, 8490,46056.6, 104589,20867
110.00008, 4.999328,39647, 9365,46070.6, 97569,21367
115.00003, 4.99995,38702, 9083,46137.9, 112565,20356
120.000088, 5.000058,39178, 9848,46099.5, 103671,20890
125.000126, 5.000038,39246, 8706,46274.9, 97083,20865
130.000207, 5.000081,39318, 9051,46143.8, 95943,20855
135.000013, 4.999806,39087, 9511,46118.7, 98665,20537
140.000012, 4.999999,38853, 7686,46158.6, 92107,20754
145.000134, 5.000122,38973, 9156,46152.8, 97287,20518
150.000005, 4.999871,38585, 9792,46192.5, 114373,20438
155.000236, 5.000231,39387, 9114,46158, 94439,21189
160.000201, 4.999965,39422, 8738,46197.7, 104577,20844
165.000056, 4.999855,38498, 9119,46328.8, 122524,20326
170.000009, 4.999953,38469, 8072,46304.9, 107535,20434
175.000031, 5.000022,38978, 7737,46237.7, 104938,20787
180.000029, 4.999998,37993, 9774,46444.7, 1057377,20254
181.024894, 1.024865,4176, 9715,46517.4, 1083374,2605

