elapsed, window, n, min, mean, max, errors
5.001207, 5.001207,83150, 9980,27243.3, 75196,75700
10.000991, 4.999784,74720, 9263,27129.3, 74223,73938
15.000029, 4.999038,74966, 9005,27118, 61025,74298
20.000219, 5.00019,75016, 8400,26980.8, 60935,75614
25.001032, 5.000813,74149, 8400,27028, 57371,75008
30.000247, 4.999215,74206, 9057,26967.4, 63758,74239
35.000032, 4.999785,73355, 8896,27092.4, 63870,73010
40.000058, 5.000026,73940, 8604,27099.7, 63870,73142
45.00007, 5.000012,74083, 8604,27096.5, 60449,73586
50.000993, 5.000923,74017, 8302,27098.5, 60997,74180
55.000986, 4.999993,74405, 9737,27108.4, 68542,73359
60.001177, 5.000191,73276, 9988,27011.6, 60043,73445
65.000167, 4.99899,72943, 8319,27158.1, 65752,73120
70.000808, 5.000641,72748, 7598,26993.3, 65752,72688
75.001106, 5.000298,73038, 9092,27125.6, 61437,72517
80.000029, 4.998923,73039, 8825,27126.9, 59857,71661
85.000013, 4.999984,72513, 8325,27123.5, 59857,71845
90.001278, 5.001265,72255, 8899,27059.8, 57686,71726
95.00101, 4.999732,72707, 7146,27218.7, 57157,72952
100.001004, 4.999994,72106, 7960,27275.9, 62442,71805
105.000279, 4.999275,71578, 9813,27205, 64307,71647
110.000062, 4.999783,72069, 8570,27142.9, 62478,71593
115.001013, 5.000951,71375, 9156,27100.9, 61974,71923
120.000017, 4.999004,72102, 9786,27274.3, 62462,70930
125.00005, 5.000033,71559, 9072,27330.1, 66508,72876
130.001084, 5.001034,70788, 8719,27182, 61714,70717
135.000102, 4.999018,70747, 8904,27201.9, 56678,70036
140.000099, 4.999997,70951, 8290,27298.8, 60978,70386
145.000071, 4.999972,69552, 8636,27441.3, 61689,70269
150.001039, 5.000968,70918, 8575,27285.3, 61350,70542
155.001061, 5.000022,70438, 8678,27417.1, 61921,69657
160.002075, 5.001014,69686, 9462,27399.8, 61921,70172
165.000084, 4.998009,69678, 8724,27363.8, 58780,70187
170.000035, 4.999951,70000, 10133,27298, 63200,70265
175.000058, 5.000023,69426, 8329,27255.2, 59676,68254
180.001008, 5.00095,68323, 8708,27332.9, 63418,68499
181.022429, 1.021421,10276, 9735,27485.5, 1023547,10868

