elapsed, window, total, successful, failed
5.000033, 5.000033,649098,622392,26706
10.000103, 5.00007,519119,506576,12543
15.000014, 4.999911,512281,502823,9458
20.000022, 5.000008,519174,510731,8443
25.000018, 4.999996,511119,504041,7078
30.000125, 5.000107,515993,509762,6231
35.000048, 4.999923,510675,505201,5474
40.000011, 4.999963,517798,512720,5078
45.000125, 5.000114,528456,523530,4926
50.000067, 4.999942,517445,512799,4646
55.000027, 4.99996,516215,511977,4238
60.000011, 4.999984,518114,513893,4221
65.000015, 5.000004,520722,516601,4121
70.000025, 5.00001,514299,510411,3888
75.000045, 5.00002,510672,507057,3615
80.000171, 5.000126,518960,515177,3783
85.000081, 4.99991,522179,518575,3604
90.000021, 4.99994,516442,513240,3202
95.00003, 5.000009,519155,515887,3268
100.000088, 5.000058,518541,515393,3148
105.000018, 4.99993,508214,505455,2759
110.000048, 5.00003,505659,502893,2766
115.000053, 5.000005,504822,502165,2657
120.000023, 4.99997,521430,518781,2649
125.000031, 5.000008,520636,517997,2639
130.000102, 5.000071,518727,516018,2709
135.000021, 4.999919,517220,514482,2738
140.000128, 5.000107,522298,519699,2599
145.000017, 4.999889,515075,512593,2482
150.000008, 4.999991,514759,512517,2242
155.000016, 5.000008,511566,509259,2307
160.000008, 4.999992,512481,510271,2210
165.00001, 5.000002,516285,514066,2219
170.000016, 5.000006,516518,514364,2154
175.000013, 4.999997,515108,513019,2089
180.00003, 5.000017,520690,518557,2133
185.000018, 4.999988,512619,510600,2019
190.000135, 5.000117,511299,509347,1952
195.000107, 4.999972,508918,507057,1861
200.000012, 4.999905,501510,499808,1702
205.000013, 5.000001,506652,504722,1930
210.000068, 5.000055,507042,505183,1859
215.000021, 4.999953,515836,513872,1964
220.000028, 5.000007,516687,514788,1899
225.000012, 4.999984,518031,516122,1909
230.000011, 4.999999,517809,516011,1798
235.000008, 4.999997,517947,516099,1848
240.000014, 5.000006,517616,515805,1811
245.000021, 5.000007,517370,515578,1792
250.000095, 5.000074,517909,516114,1795
255.000045, 4.99995,513112,511263,1849
260.000025, 4.99998,516568,514858,1710
265.000069, 5.000044,514922,513152,1770
270.000018, 4.999949,510533,508843,1690
275.000182, 5.000164,513215,511567,1648
280.000007, 4.999825,505116,503606,1510
285.000016, 5.000009,506869,505356,1513
290.000045, 5.000029,500497,498952,1545
295.000022, 4.999977,506650,505000,1650
300.000023, 5.000001,507100,505508,1592
301.023825, 1.023802,107998,107651,347

