elapsed, window, total, successful, failed
5.000093, 5.000093, 53956, 51401, 2555
10.000122, 5.000029, 43165, 42056, 1109
15.000023, 4.999901, 42200, 41338, 862
20.000021, 4.999998, 42525, 41798, 727
25.000029, 5.000008, 43574, 42989, 585
30.000007, 4.999978, 42353, 41850, 503
35.000029, 5.000022, 43155, 42730, 425
40.000019, 4.99999, 42716, 42212, 504
45.000033, 5.000014, 43387, 42972, 415
50.000041, 5.000008, 41825, 41496, 329
55.000045, 5.000004, 43011, 42653, 358
60.000017, 4.999972, 42485, 42161, 324
65.000038, 5.000021, 42785, 42487, 298
70.000045, 5.000007, 42875, 42594, 281
75.000022, 4.999977, 42817, 42504, 313
80.000044, 5.000022, 43213, 42982, 231
85.000023, 4.999979, 42932, 42686, 246
90.000031, 5.000008, 42801, 42567, 234
95.000047, 5.000016, 42205, 41963, 242
100.000028, 4.999981, 42028, 41812, 216
105.000027, 4.999999, 43321, 43092, 229
110.000075, 5.000048, 43068, 42840, 228
115.000018, 4.999943, 43331, 43110, 221
120.000016, 4.999998, 43245, 43007, 238
125.000014, 4.999998, 42844, 42649, 195
130.000037, 5.000023, 44315, 44119, 196
135.000087, 5.00005, 42937, 42733, 204
140.000138, 5.000051, 42498, 42357, 141
145.00001, 4.999872, 41326, 41137, 189
150.000071, 5.000061, 42512, 42336, 176
155.000012, 4.999941, 42334, 42127, 207
160.000052, 5.00004, 41771, 41604, 167
165.00001, 4.999958, 43408, 43245, 163
170.000026, 5.000016, 42805, 42633, 172
175.000022, 4.999996, 43202, 43048, 154
180.000013, 4.999991, 43808, 43625, 183
185.000028, 5.000015, 42151, 42010, 141
190.000085, 5.000057, 43097, 42928, 169
195.000026, 4.999941, 43031, 42887, 144
200.000018, 4.999992, 41733, 41556, 177
205.00002, 5.000002, 42454, 42277, 177
210.000026, 5.000006, 43102, 42931, 171
215.000007, 4.999981, 41978, 41809, 169
220.000009, 5.000002, 41771, 41621, 150
225.000044, 5.000035, 42909, 42744, 165
230.000115, 5.000071, 42744, 42584, 160
235.000044, 4.999929, 43223, 43063, 160
240.000029, 4.999985, 42893, 42769, 124
245.000005, 4.999976, 42144, 41974, 170
250.000008, 5.000003, 42616, 42481, 135
255.000011, 5.000003, 42144, 42000, 144
260.000043, 5.000032, 42814, 42687, 127
265.000065, 5.000022, 42355, 42227, 128
270.000027, 4.999962, 42223, 42095, 128
275.00002, 4.999993, 42154, 42020, 134
280.00002, 5.0, 41162, 41035, 127
285.00002, 5.0, 42607, 42470, 137
290.000047, 5.000027, 43285, 43175, 110
295.000041, 4.999994, 41768, 41647, 121
300.000017, 4.999976, 41602, 41462, 140
301.025022, 1.025005, 8330, 8295, 35
