elapsed, window, total, successful, failed
5.000212, 5.000212,5682330,5682330,0
10.000046, 4.999834,5227430,5227430,0
15.000087, 5.000041,5168509,5168509,0
20.000201, 5.000114,5176873,5176873,0
25.000612, 5.000411,5132724,5132724,0
30.000182, 4.99957,5181548,5181548,0
35.00028, 5.000098,5128039,5128039,0
40.000325, 5.000045,5185207,5185207,0
45.000461, 5.000136,5126953,5126953,0
50.000103, 4.999642,5186538,5186538,0
55.000039, 4.999936,5139919,5139919,0
60.000156, 5.000117,5162339,5162339,0
65.000228, 5.000072,5137706,5137706,0
70.000036, 4.999808,5181077,5181077,0
75.000171, 5.000135,5121228,5121228,0
80.000047, 4.999876,5172251,5172251,0
85.000126, 5.000079,5129294,5129294,0
90.000163, 5.000037,5176865,5176865,0
95.000273, 5.00011,5138790,5138790,0
100.000142, 4.999869,5178415,5178415,0
105.000168, 5.000026,5139304,5139304,0
110.000164, 4.999996,5185834,5185834,0
115.000154, 4.99999,5130535,5130535,0
120.000027, 4.999873,5186674,5186674,0
125.000121, 5.000094,5130737,5130737,0
130.000075, 4.999954,5166639,5166639,0
135.000265, 5.00019,5148433,5148433,0
140.00014, 4.999875,5205478,5205478,0
145.000057, 4.999917,5140927,5140927,0
150.000056, 4.999999,5215184,5215184,0
155.000045, 4.999989,5165395,5165395,0
160.000103, 5.000058,5197846,5197846,0
165.000106, 5.000003,5172042,5172042,0
170.000391, 5.000285,5200638,5200638,0
175.000028, 4.999637,5163141,5163141,0
180.000021, 4.999993,5216022,5216022,0
185.000068, 5.000047,5176018,5176018,0
190.000152, 5.000084,5193599,5193599,0
195.000021, 4.999869,5172797,5172797,0
200.001303, 5.001282,5191612,5191612,0
205.000108, 4.998805,5167663,5167663,0
210.00029, 5.000182,5204673,5204673,0
215.000141, 4.999851,5165194,5165194,0
220.000015, 4.999874,5205962,5205962,0
225.000696, 5.000681,5181019,5181019,0
230.000272, 4.999576,5200759,5200759,0
235.000054, 4.999782,5173667,5173667,0
240.000148, 5.000094,5218617,5218617,0
245.000058, 4.99991,5172791,5172791,0
250.000199, 5.000141,5222544,5222544,0
255.000087, 4.999888,5194452,5194452,0
260.000182, 5.000095,5213180,5213180,0
265.000099, 4.999917,5192369,5192369,0
270.000076, 4.999977,5239011,5239011,0
275.000056, 4.99998,5181864,5181864,0
280.000145, 5.000089,5235665,5235665,0
285.000048, 4.999903,5201550,5201550,0
290.000373, 5.000325,5231473,5231473,0
295.00026, 4.999887,5196706,5196706,0
300.000601, 5.000341,5240924,5240924,0
301.114773, 1.114172,266633,266633,0

