elapsed, window, n, min, mean, max, errors
5.000058, 5.000058,20682, 5394,27406.7, 110874,7926
10.000083, 5.000025,24715, 5253,28075.5, 89181,3434
15.000042, 4.999959,26740, 5331,28128.7, 117808,2397
20.0009, 5.000858,27192, 5311,28293.4, 91651,1811
25.00001, 4.99911,27608, 5263,28235.7, 92245,1462
30.000166, 5.000156,27682, 5330,28322.3, 90898,1257
35.000064, 4.999898,27416, 5341,28147.8, 120196,1297
40.000013, 4.999949,27942, 5293,28126.4, 91066,1151
45.000142, 5.000129,27804, 5316,28323.7, 95560,1019
50.00001, 4.999868,27504, 5359,28258.7, 95560,939
55.000039, 5.000029,27189, 5265,28364.4, 95573,974
60.000024, 4.999985,27566, 5356,28171.4, 93117,887
65.000027, 5.000003,27488, 5279,28410.1, 119171,869
70.000107, 5.00008,27957, 5242,28273.4, 119171,818
75.000063, 4.999956,28267, 5323,28144, 92729,865
80.000109, 5.000046,28254, 5270,28228.4, 91892,840
85.000133, 5.000024,27919, 5243,28386.4, 102738,751
90.000725, 5.000592,27847, 5256,28042.9, 102738,682
95.000111, 4.999386,28094, 5309,28262.7, 91333,674
100.000073, 4.999962,27487, 5286,28341.5, 103268,694
105.000044, 4.999971,27873, 5295,28228.6, 92053,677
110.000038, 4.999994,28098, 5253,28093.5, 101677,663
115.000192, 5.000154,27468, 5365,28164.6, 92896,663
120.000005, 4.999813,27608, 5323,28188.7, 105852,636
125.000007, 5.000002,27692, 5288,28223, 115685,631
130.00001, 5.000003,27628, 5350,28183.8, 105337,633
135.000013, 5.000003,27951, 5286,28167.2, 100388,624
140.000165, 5.000152,27938, 5256,28145, 101751,647
145.000085, 4.99992,28473, 5308,28105.6, 94739,625
150.000087, 5.000002,27737, 5299,28117.7, 97145,589
155.000016, 4.999929,27807, 5289,28226.4, 91917,548
160.00002, 5.000004,27702, 5289,28215.9, 109959,566
165.000383, 5.000363,27989, 5273,28313.6, 103001,504
170.000025, 4.999642,27742, 5342,28198.9, 90402,516
175.000058, 5.000033,27243, 5378,28062.4, 91952,528
180.00003, 4.999972,27852, 5256,28084.8, 117550,572
185.000017, 4.999987,27485, 5290,28261, 117550,507
190.000373, 5.000356,27667, 5328,28289.1, 91406,532
195.000452, 5.000079,27754, 5355,28205.9, 94894,469
200.000987, 5.000535,27670, 5324,28322.1, 91665,508
205.00001, 4.999023,27708, 5299,28349.3, 95351,564
210.000011, 5.000001,27689, 5311,28171.7, 95351,531
215.000046, 5.000035,27948, 5219,28169, 92166,504
220.000361, 5.000315,27875, 5351,28165.4, 94039,483
225.000047, 4.999686,27987, 5303,28284.6, 98162,480
230.000095, 5.000048,28013, 5396,28129.7, 124310,503
235.000508, 5.000413,27995, 5369,28408, 93445,489
240.000128, 4.99962,28570, 5270,28340.5, 132365,470
245.000008, 4.99988,28531, 5359,28233.3, 132365,497
250.000301, 5.000293,28839, 5301,28215.6, 107074,495
255.000095, 4.999794,28791, 5350,28175.6, 108901,466
260.000016, 4.999921,28613, 5348,28274.7, 97829,461
265.000008, 4.999992,28310, 5251,28259.5, 91226,499
270.000016, 5.000008,29100, 5251,28177.6, 95206,443
275.000053, 5.000037,28680, 5369,28201.5, 102053,492
280.000322, 5.000269,28482, 5320,28166.7, 94937,486
285.000011, 4.999689,27981, 5305,27935.8, 93004,507
290.000407, 5.000396,28210, 5306,28214, 95633,411
295.000061, 4.999654,28409, 5260,28251.4, 95633,506
300.000325, 5.000264,28519, 5260,28280.3, 108691,464
301.018743, 1.018418,5225, 5361,28328.1, 108691,83

