elapsed, window, n, min, mean, max, errors
5.000016, 5.000016,39398, 11671,36375.8, 222694,115
10.000393, 5.000377,35381, 11700,39163.1, 222694,754
15.001862, 5.001469,34668, 11806,38942.5, 189020,998
20.000211, 4.998349,35170, 12636,39470.5, 158631,924
25.000047, 4.999836,34746, 12293,39267, 191819,700
30.000601, 5.000554,35460, 7917,39166.9, 204974,535
35.000925, 5.000324,35043, 11980,39570.4, 160434,498
40.00006, 4.999135,34818, 11589,39383.9, 160111,407
45.000805, 5.000745,34730, 10935,39308.7, 162324,378
50.002859, 5.002054,34409, 11059,39390.5, 170420,410
55.000049, 4.99719,34684, 11059,39976.9, 241645,438
60.000042, 4.999993,34099, 12027,41064.6, 237189,462
65.00087, 5.000828,34808, 11748,41086.6, 271690,484
70.000637, 4.999767,34157, 10957,40783.7, 250081,501
75.000116, 4.999479,34283, 10241,40773.9, 268642,430
80.000024, 4.999908,34317, 9874,40969.9, 337619,491
85.000162, 5.000138,33666, 11078,40693.7, 210004,497
90.000069, 4.999907,33705, 12512,40603.1, 271471,484
95.000027, 4.999958,33765, 12102,40620.7, 271471,435
100.000281, 5.000254,34043, 10189,40553, 260446,444
105.000055, 4.999774,34032, 12099,41108.1, 224801,469
110.000482, 5.000427,34132, 11427,40618.2, 192990,451
115.001415, 5.000933,33613, 9072,40319.6, 209222,454
120.000353, 4.998938,34217, 11166,41069.8, 235444,454
125.000696, 5.000343,34224, 9215,40485.9, 213919,412
130.000202, 4.999506,33829, 12236,41142.1, 225806,382
135.000452, 5.00025,33659, 6501,40666.4, 216541,387
140.00034, 4.999888,33808, 9230,41359.1, 286113,372
145.000655, 5.000315,33715, 11914,41249.6, 302549,456
150.000169, 4.999514,34245, 12082,40624.7, 226656,497
155.001683, 5.001514,33938, 11384,40795.1, 235556,512
160.001353, 4.99967,34344, 11302,41497.6, 243701,469
165.000087, 4.998734,33709, 11680,40894.1, 196470,394
170.000118, 5.000031,33667, 10433,41311.9, 235165,380
175.000311, 5.000193,33689, 11896,40803.6, 234801,403
180.000069, 4.999758,33726, 11541,40731.3, 294610,361
185.000027, 4.999958,33652, 11585,40748.1, 226157,457
190.000438, 5.000411,33344, 11927,41466.6, 244453,377
195.000365, 4.999927,33725, 9131,41193.8, 217282,356
200.000033, 4.999668,33502, 8738,41853.4, 242183,377
205.000305, 5.000272,33732, 9417,41207.6, 251002,355
210.000395, 5.00009,33686, 11875,41123.2, 259795,310
215.001084, 5.000689,34157, 10746,41648.6, 299158,393
220.000428, 4.999344,34101, 11624,41363.4, 278392,307
225.000286, 4.999858,33936, 10655,41055.7, 332575,334
230.000712, 5.000426,33934, 11690,41115.9, 293560,350
235.00164, 5.000928,33796, 11757,41417, 285962,365
240.001459, 4.999819,33809, 11039,41094, 263932,336
245.001671, 5.000212,33713, 11508,40852.6, 227320,235
250.000468, 4.998797,33309, 11516,40911.2, 185336,271
255.000511, 5.000043,33575, 11970,41035.8, 262359,267
260.000023, 4.999512,34058, 11205,41772.4, 283576,294
265.000008, 4.999985,34006, 11699,41237.3, 223272,248
270.000795, 5.000787,33914, 7878,41317.6, 229238,272
275.001932, 5.001137,33614, 12085,41113, 237278,300
280.000302, 4.99837,33594, 12123,40711.1, 248111,308
285.000251, 4.999949,33727, 12235,40919.7, 236181,303
290.000055, 4.999804,33816, 9720,41184.6, 218629,339
295.000066, 5.000011,33842, 11739,41433.5, 263893,316
300.000025, 4.999959,34197, 11114,40603.5, 231938,292
301.033866, 1.033841,7600, 11114,38983.4, 250875,67

