elapsed, window, n, min, mean, max, errors
5.000071, 5.000071,73796, 11666,57533.4, 178830,96816
10.000037, 4.999966,71943, 11346,56358.4, 115300,103798
15.000061, 5.000024,71622, 11899,56490.1, 115964,104865
20.000011, 4.99995,70856, 12659,56598.4, 122302,103589
25.000022, 5.000011,69768, 10397,56956.5, 119617,101946
30.000848, 5.000826,71060, 11033,56786.6, 125357,104647
35.000024, 4.999176,70102, 11738,56807.8, 114410,103879
40.000036, 5.000012,71422, 11901,56924.1, 119133,106258
45.00001, 4.999974,71037, 12348,57062.8, 117491,105579
50.000251, 5.000241,70983, 12255,57029.9, 115463,105435
55.000174, 4.999923,71256, 11364,57152.6, 122097,106565
60.000033, 4.999859,70690, 12423,57378.1, 112881,105808
65.000053, 5.00002,70477, 11362,57385.2, 128682,105107
70.002716, 5.002663,71313, 12889,57358.7, 111695,107052
75.00023, 4.997514,70634, 12329,57469.2, 120926,105251
80.000073, 4.999843,70716, 12377,57681.6, 112766,106139
85.000044, 4.999971,70551, 10235,57804.6, 115211,105157
90.00017, 5.000126,70264, 12954,58098.5, 119385,106559
95.000014, 4.999844,69619, 12179,58018.4, 117745,104246
100.000938, 5.000924,69868, 13043,58326.3, 118270,104757
105.000069, 4.999131,69874, 11112,58406.1, 122548,104464
110.00002, 4.999951,70478, 12965,58514.9, 113256,105692
115.000104, 5.000084,69760, 11186,58688.8, 127755,104767
120.00007, 4.999966,69617, 12531,58927.8, 115529,104569
125.000011, 4.999941,69242, 13133,58986.7, 149887,103914
130.000163, 5.000152,69325, 12834,59214.3, 116325,104863
135.000708, 5.000545,69156, 12834,59219.3, 124371,103067
140.000098, 4.99939,68873, 13245,59515.6, 129794,102948
145.000028, 4.99993,69003, 12109,59643.1, 131071,104245
150.000053, 5.000025,69010, 11781,59759, 128789,102614
155.00001, 4.999957,67614, 12961,60019.8, 133585,101015
160.000007, 4.999997,68415, 12329,60069.3, 132962,102696
165.00019, 5.000183,67533, 13198,60289, 138107,101027
170.000021, 4.999831,67546, 13137,60437.7, 132901,100199
175.00026, 5.000239,67275, 12346,60530.7, 137486,99239
180.000069, 4.999809,66443, 12449,60432.6, 129828,98689
181.024476, 1.024407,11868, 12449,60485, 1091337,17510

