elapsed, window, total, successful, failed
5.000015, 5.000015,595887,81554,514333
10.000026, 5.000011,611933,94549,517384
15.000114, 5.000088,631902,104879,527023
20.000038, 4.999924,681299,122565,558734
25.000542, 5.000504,659956,117448,542508
30.000009, 4.999467,669978,113837,556141
35.000118, 5.000109,646190,116960,529230
40.000078, 4.99996,662422,111069,551353
45.000013, 4.999935,630821,105777,525044
50.000727, 5.000714,651449,113124,538325
55.00023, 4.999503,699984,120312,579672
60.000101, 4.999871,680128,126178,553950
65.000074, 4.999973,696916,119710,577206
70.000087, 5.000013,683172,126880,556292
75.000293, 5.000206,685357,124199,561158
80.000029, 4.999736,655175,110056,545119
85.000089, 5.00006,675565,121132,554433
90.000036, 4.999947,668791,123952,544839
95.000107, 5.000071,669245,119914,549331
100.000048, 4.999941,693137,123445,569692
105.000183, 5.000135,706414,124741,581673
110.000043, 4.99986,700697,122369,578328
115.000007, 4.999964,680125,127692,552433
120.000396, 5.000389,669748,117286,552462
125.000024, 4.999628,659911,111096,548815
130.000393, 5.000369,683267,117921,565346
135.000069, 4.999676,644049,112515,531534
140.000135, 5.000066,685176,116964,568212
145.000262, 5.000127,678219,118502,559717
150.000706, 5.000444,657163,114076,543087
155.000406, 4.9997,683761,119988,563773
160.000343, 4.999937,658114,115991,542123
165.000023, 4.99968,659537,109880,549657
170.000091, 5.000068,678211,116035,562176
175.000017, 4.999926,688961,113307,575654
180.000008, 4.999991,698707,126998,571709
185.000571, 5.000563,667399,122237,545162
190.000011, 4.99944,664282,114751,549531
195.000331, 5.00032,660192,114179,546013
200.000037, 4.999706,652176,109886,542290
205.000104, 5.000067,667830,115984,551846
210.000111, 5.000007,683063,117269,565794
215.000767, 5.000656,692433,120562,571871
220.000021, 4.999254,641176,109978,531198
225.000194, 5.000173,609855,107049,502806
230.00026, 5.000066,660998,109247,551751
235.000327, 5.000067,642780,102824,539956
240.000067, 4.99974,669964,111330,558634
245.00066, 5.000593,695466,117291,578175
250.00007, 4.99941,655468,119529,535939
255.000021, 4.999951,683348,114111,569237
260.000427, 5.000406,676366,118184,558182
265.00022, 4.999793,672576,118565,554011
270.000065, 4.999845,666174,117595,548579
275.000035, 4.99997,655166,115946,539220
280.000298, 5.000263,671875,122462,549413
285.000116, 4.999818,673867,118838,555029
290.000865, 5.000749,669899,121065,548834
295.000391, 4.999526,655802,109758,546044
300.000759, 5.000368,663392,112083,551309
301.051146, 1.050387,125290,20613,104677

