elapsed, window, n, min, mean, max, errors
5.000011, 5.000011,492365, 2646,39060.9, 205833,0
10.000265, 5.000254,491537, 3761,38871.9, 164442,0
15.000048, 4.999783,484404, 2986,39395.4, 306258,0
20.000064, 5.000016,480604, 3230,39704.9, 289631,0
25.000026, 4.999962,479972, 3992,39598.5, 272637,0
30.000102, 5.000076,479391, 2785,39601.9, 237147,0
35.000011, 4.999909,490901, 3131,38923.7, 136209,0
40.000359, 5.000348,486070, 2878,39148.3, 187412,0
45.000044, 4.999685,475877, 3614,39900.1, 266242,0
50.000108, 5.000064,480967, 2970,39543.6, 209725,0
55.000008, 4.9999,486064, 3217,39055.9, 134691,0
60.000025, 5.000017,483630, 2990,39308.6, 205518,0
65.000134, 5.000109,479146, 2665,39666, 265443,0
70.000086, 4.999952,473233, 3071,40169.3, 209124,0
75.000217, 5.000131,476058, 3150,39804.3, 204677,0
80.00001, 4.999793,473813, 2596,39948.4, 199853,0
85.00002, 5.00001,477337, 3137,39884.8, 234917,0
90.000132, 5.000112,473894, 2692,40241.2, 207400,0
95.000166, 5.000034,478997, 2163,39766.1, 161814,0
100.000008, 4.999842,476637, 2852,39994.5, 210753,0
105.00001, 5.000002,474151, 3302,40127.4, 287253,0
110.000045, 5.000035,470609, 3163,40463.8, 287253,0
115.000183, 5.000138,464080, 2562,40808.3, 235626,0
120.000062, 4.999879,467527, 3570,40638.2, 225872,0
125.00011, 5.000048,463801, 3012,40976.8, 259489,0
130.000025, 4.999915,465358, 2456,40725.6, 230322,0
135.000031, 5.000006,471155, 3004,40427.7, 199485,0
140.000015, 4.999984,459001, 3556,41360.3, 250988,0
145.000344, 5.000329,461196, 3268,41097.4, 250063,0
150.000008, 4.999664,456947, 2200,41471.5, 280576,0
155.000015, 5.000007,459927, 3932,41414.6, 291398,0
160.00002, 5.000005,459576, 3826,41494.4, 350181,0
165.000009, 4.999989,459402, 2564,41338.8, 230181,0
170.000073, 5.000064,445139, 2633,42505.1, 341396,0
175.000012, 4.999939,445685, 2691,42480.4, 282488,0
180.000134, 5.000122,445835, 3603,42592, 288649,0
185.000028, 4.999894,448849, 3764,42439.7, 334620,0
190.000056, 5.000028,453611, 4020,42054.9, 269533,0
195.000018, 4.999962,459565, 3368,41419.6, 203766,0
200.000038, 5.00002,455870, 3255,41767.1, 265084,0
205.000068, 5.00003,455281, 2251,41692.4, 233352,0
210.000333, 5.000265,448306, 2456,42410.5, 276368,0
215.000043, 4.99971,434261, 2615,43839.6, 411762,0
220.000019, 4.999976,442865, 3476,42870.6, 335986,0
225.000008, 4.999989,444530, 3320,42630.8, 380699,0
230.000086, 5.000078,444127, 2801,42554.5, 250600,0
235.000341, 5.000255,439649, 2284,42921.1, 322492,0
240.000142, 4.999801,438313, 2927,43420.9, 338856,0
245.000028, 4.999886,440935, 3443,43058.5, 362578,0
250.000049, 5.000021,443655, 2542,42628.1, 209780,0
255.000051, 5.000002,441055, 3487,42832.5, 231013,0
260.000146, 5.000095,430877, 2956,43797.6, 346858,0
265.000083, 4.999937,425898, 3769,44482.1, 412134,0
270.000092, 5.000009,430215, 3273,44135.5, 320708,0
275.000097, 5.000005,428323, 2610,44350.9, 352798,0
280.000062, 4.999965,431580, 3768,44065.3, 391204,0
285.000032, 4.99997,422794, 3442,44920.8, 378334,0
290.000164, 5.000132,428197, 2844,44367.1, 345151,0
295.000015, 4.999851,425304, 2516,44479.3, 349876,0
300.000029, 5.000014,425937, 2548,44494.9, 384068,0
301.020966, 1.020937,83089, 3852,44434.6, 384068,0

