elapsed, window, n, min, mean, max, errors
5.000025, 5.000025,127354, 14129,77254, 287234,387587
10.000031, 5.000006,143930, 12539,72421.3, 177629,416599
15.000031, 5.0,143373, 14533,72289.6, 166134,426730
20.000178, 5.000147,144593, 13157,72190.4, 161159,424260
25.000019, 4.999841,144356, 13019,72343, 163062,424021
30.00001, 4.999991,143855, 13288,72343.5, 150147,426663
35.000099, 5.000089,145131, 13041,72413.1, 153989,419192
40.000028, 4.999929,143197, 14500,72202.8, 165528,422619
45.000096, 5.000068,143428, 13202,72226.6, 149390,428593
50.000022, 4.999926,142036, 12477,72602, 152135,419810
55.00004, 5.000018,144159, 13003,72453.5, 158839,421092
60.000075, 5.000035,144325, 12807,72546.9, 156406,423045
65.000034, 4.999959,145278, 12550,72132.5, 165091,419254
70.000021, 4.999987,143545, 12490,72335, 148590,420334
75.00005, 5.000029,143379, 14120,72344.9, 148590,421837
80.000092, 5.000042,143070, 11516,72497, 148814,416624
85.000135, 5.000043,142251, 12103,72352.1, 162142,423688
90.000012, 4.999877,144607, 13809,72585.6, 153838,418860
95.00009, 5.000078,141397, 13250,72379.9, 159244,426206
100.000012, 4.999922,144291, 12467,72295.4, 149209,419743
105.000009, 4.999997,142158, 12992,72257, 153397,421422
110.000023, 5.000014,142022, 13868,72477.9, 166286,417201
115.000352, 5.000329,143806, 13868,72398.5, 164940,422732
120.000003, 4.999651,140841, 11511,72540.6, 149826,421419
125.00002, 5.000017,141779, 12862,72336.9, 160939,420304
130.000098, 5.000078,141662, 12479,72415.2, 151897,419503
135.000077, 4.999979,143347, 13489,73047.3, 157131,418537
140.000029, 4.999952,143915, 13122,73586.7, 172647,403235
145.000303, 5.000274,149245, 12309,75335, 185795,399509
150.000042, 4.999739,143754, 13439,73749.6, 185795,409615
155.000063, 5.000021,141553, 13324,72384.7, 160603,420041
160.000422, 5.000359,141847, 14804,72364.1, 149559,419750
165.000028, 4.999606,142977, 13533,72584.6, 153850,423262
170.000213, 5.000185,141756, 13790,72722, 150723,418757
175.000345, 5.000132,141304, 13926,72384.5, 156962,417410
180.000106, 4.999761,144364, 12746,72457.8, 156489,419292
185.000013, 4.999907,143575, 13830,72346.5, 156489,419996
190.000144, 5.000131,141706, 12110,72372.2, 146880,424680
195.000055, 4.999911,147918, 13911,74416.5, 176172,400265
200.000047, 4.999992,145577, 11351,74577.9, 179936,395996
205.000019, 4.999972,149939, 12388,75101.1, 174733,399446
210.000023, 5.000004,148088, 13035,74900.4, 172228,396314
215.000046, 5.000023,148707, 11981,75072.7, 177970,391283
220.000081, 5.000035,143263, 13982,73769.3, 164686,401245
225.000014, 4.999933,149517, 13920,75050.4, 157356,394160
230.000014, 5.0,151112, 13602,75554.6, 165678,394550
235.000204, 5.00019,149173, 12450,75322.6, 165390,397085
240.000154, 4.99995,143183, 12592,73732.1, 164818,402484
245.000053, 4.999899,140065, 12657,72620, 161703,416382
250.000016, 4.999963,140110, 13347,72332.4, 150357,419759
255.000239, 5.000223,141629, 13229,72360.5, 148920,424077
260.000195, 4.999956,140094, 12521,72360.5, 160985,419593
265.000075, 4.99988,140911, 13512,72254.9, 154419,419255
270.000013, 4.999938,140569, 13289,72362.8, 151464,423528
275.000162, 5.000149,141089, 14080,72557.1, 155876,419387
280.000287, 5.000125,140539, 11966,72365.3, 177596,418999
285.000187, 4.9999,140564, 12757,72687.6, 159724,419501
290.000122, 4.999935,141714, 11622,72687.3, 145323,423672
295.000008, 4.999886,143320, 12875,73581.9, 154139,406133
300.000056, 5.000048,147418, 12799,75057.4, 192478,390249
301.032705, 1.032649,26999, 12799,75211.3, 1081771,73470

