elapsed, window, total, successful, failed
5.000254, 5.000254, 52002, 6076, 45926
10.000028, 4.999774, 65168, 9268, 55900
15.00014, 5.000112, 61676, 8441, 53235
20.000033, 4.999893, 62206, 8695, 53511
25.000012, 4.999979, 60242, 8699, 51543
30.00055, 5.000538, 61629, 9062, 52567
35.000037, 4.999487, 63768, 8818, 54950
40.000092, 5.000055, 61037, 9009, 52028
45.000024, 4.999932, 59757, 8633, 51124
50.000135, 5.000111, 60797, 8656, 52141
55.000044, 4.999909, 56360, 7399, 48961
60.000019, 4.999975, 64469, 9660, 54809
65.000048, 5.000029, 64763, 9579, 55184
70.000029, 4.999981, 59543, 9091, 50452
75.000051, 5.000022, 60706, 9051, 51655
80.000234, 5.000183, 58555, 8052, 50503
85.000006, 4.999772, 57179, 8359, 48820
90.000142, 5.000136, 60944, 8572, 52372
95.000058, 4.999916, 59066, 8354, 50712
100.000022, 4.999964, 59287, 7997, 51290
105.000037, 5.000015, 64763, 9449, 55314
110.001844, 5.001807, 65536, 9135, 56401
115.000007, 4.998163, 58905, 8186, 50719
120.000057, 5.00005, 65004, 9370, 55634
125.000142, 5.000085, 63753, 9711, 54042
130.000017, 4.999875, 64560, 9393, 55167
135.000816, 5.000799, 63296, 9392, 53904
140.000075, 4.999259, 60632, 8715, 51917
145.000012, 4.999937, 62845, 9012, 53833
150.0001, 5.000088, 66231, 9492, 56739
155.000016, 4.999916, 61090, 8771, 52319
160.000005, 4.999989, 61218, 9236, 51982
165.00011, 5.000105, 63030, 9086, 53944
170.000934, 5.000824, 64118, 8887, 55231
175.000017, 4.999083, 63517, 9127, 54390
180.000812, 5.000795, 61070, 8372, 52698
185.000055, 4.999243, 58780, 8092, 50688
190.000008, 4.999953, 61955, 9375, 52580
195.00006, 5.000052, 59969, 8465, 51504
200.000009, 4.999949, 66794, 9403, 57391
205.000027, 5.000018, 63105, 9582, 53523
210.000009, 4.999982, 64950, 9401, 55549
215.000052, 5.000043, 63499, 9026, 54473
220.000974, 5.000922, 63352, 9139, 54213
225.000009, 4.999035, 60875, 8897, 51978
230.00002, 5.000011, 62924, 9512, 53412
235.000027, 5.000007, 62944, 9077, 53867
240.000857, 5.00083, 63721, 9025, 54696
245.000072, 4.999215, 60709, 9049, 51660
250.000274, 5.000202, 64600, 9639, 54961
255.000267, 4.999993, 64038, 9132, 54906
260.000108, 4.999841, 62563, 8954, 53609
265.00001, 4.999902, 61721, 9140, 52581
270.000022, 5.000012, 62751, 9130, 53621
275.000979, 5.000957, 62256, 9403, 52853
280.000315, 4.999336, 65052, 9077, 55975
285.00004, 4.999725, 65159, 9489, 55670
290.000064, 5.000024, 62722, 9548, 53174
295.000826, 5.000762, 61039, 8740, 52299
300.00203, 5.001204, 64089, 9209, 54880
301.063902, 1.061872, 12673, 2371, 10302
