elapsed, window, n, min, mean, max, errors
5.000042, 5.000042,13582, 1242,14028.8, 68992,3563
10.000016, 4.999974,15725, 1242,14200.1, 69498,1587
15.00013, 5.000114,16584, 3581,14245.9, 70659,1160
20.000212, 5.000082,16290, 2353,14258.7, 69462,916
25.000011, 4.999799,16505, 3652,14302.7, 70316,799
30.000019, 5.000008,16757, 2043,14308.3, 71964,696
35.000015, 4.999996,16966, 1917,14232.6, 67884,633
40.000134, 5.000119,17046, 4507,14326.4, 71697,589
45.000109, 4.999975,17073, 1586,14333.4, 69367,548
50.000189, 5.00008,16841, 1586,14306.9, 68716,545
55.000025, 4.999836,16707, 1632,14204.7, 72724,535
60.000055, 5.00003,16749, 1632,14336.2, 68021,488
65.000211, 5.000156,17038, 686,14344.8, 72233,467
70.000101, 4.99989,16704, 2945,14189.1, 72682,435
75.000101, 5.0,16914, 2750,14209.9, 68359,419
80.000041, 4.99994,16370, 1613,14351.2, 70207,359
85.000106, 5.000065,16390, 845,14393.6, 68173,361
90.000097, 4.999991,16561, 2644,14337.4, 68036,363
95.000104, 5.000007,16966, 2655,14313.2, 72000,394
100.000454, 5.00035,16898, 1908,14350.3, 70366,351
105.000024, 4.99957,16823, 3713,14368.3, 71892,343
110.000098, 5.000074,16890, 1046,14277.9, 69251,353
115.000011, 4.999913,17138, 1388,14303.9, 71856,362
120.000241, 5.00023,17152, 1563,14455.8, 70381,305
125.000048, 4.999807,16910, 3303,14482.2, 72223,306
130.000095, 5.000047,16979, 2012,14416, 70875,322
135.000162, 5.000067,17040, 1963,14288.2, 70078,347
140.000512, 5.00035,16972, 1396,14371.8, 71211,331
145.000336, 4.999824,16762, 3238,14342.9, 70503,323
150.000066, 4.99973,16638, 2599,14333.5, 68885,294
155.000618, 5.000552,16693, 3750,14360.3, 70693,311
160.000018, 4.9994,16872, 4209,14380.7, 72411,316
165.000026, 5.000008,16826, 2577,14399.1, 71788,294
170.000366, 5.00034,17097, 2495,14306.2, 68044,288
175.000505, 5.000139,17053, 2045,14399.9, 70450,286
180.00013, 4.999625,16795, 3028,14336.8, 71277,300
185.000509, 5.000379,17032, 2355,14510.6, 67956,257
190.000175, 4.999666,17400, 999,14394.3, 71320,254
195.000144, 4.999969,17236, 999,14365.7, 71628,265
200.000165, 5.000021,17490, 2096,14287.8, 71293,277
205.000053, 4.999888,17494, 2100,14332.5, 71580,241
210.000589, 5.000536,17404, 2780,14462.3, 69472,295
215.000471, 4.999882,17043, 1885,14468.1, 68509,272
220.000032, 4.999561,17532, 2683,14389.5, 68641,365
225.000825, 5.000793,17002, 2407,14501.8, 69543,307
230.000007, 4.999182,17220, 2647,14375.7, 69013,300
235.000546, 5.000539,16913, 2295,14320.4, 72323,281
240.000033, 4.999487,17130, 2002,14309.9, 70196,266
245.000146, 5.000113,17059, 2366,14368.3, 68021,261
250.000011, 4.999865,17044, 1882,14482.8, 73898,249
255.000069, 5.000058,16883, 2005,14358.8, 69005,263
260.000071, 5.000002,16879, 1756,14213.9, 69848,235
265.001097, 5.001026,16907, 1756,14374.6, 70457,256
270.000059, 4.998962,16709, 3710,14343.2, 70485,260
275.000162, 5.000103,17072, 1576,14401.6, 69451,239
280.000689, 5.000527,16785, 1576,14363.1, 70379,234
285.000108, 4.999419,17184, 3496,14401.7, 67901,266
290.000137, 5.000029,16824, 3496,14277.1, 72843,250
295.000261, 5.000124,16939, 2743,14397.1, 70264,233
300.00018, 4.999919,16901, 1776,14301.4, 72534,262
301.015777, 1.015597,3210, 1776,14281.3, 72534,52

