elapsed, window, total, successful, failed
5.000115, 5.000115,9929061,9929061,0
10.000222, 5.000107,8282396,8282396,0
15.000289, 5.000067,8305351,8305351,0
20.000153, 4.999864,8354481,8354481,0
25.000009, 4.999856,8326329,8326329,0
30.000141, 5.000132,8320029,8320029,0
35.000212, 5.000071,8321359,8321359,0
40.000074, 4.999862,8333997,8333997,0
45.000216, 5.000142,8292548,8292548,0
50.001542, 5.001326,8322824,8322824,0
55.000092, 4.99855,8289450,8289450,0
60.000028, 4.999936,8277851,8277851,0
65.000144, 5.000116,8318618,8318618,0
70.000663, 5.000519,8306520,8306520,0
75.000034, 4.999371,8318506,8318506,0
80.000072, 5.000038,8274030,8274030,0
85.00115, 5.001078,8282137,8282137,0
90.000129, 4.998979,8263418,8263418,0
95.000135, 5.000006,8285392,8285392,0
100.000068, 4.999933,8319008,8319008,0
105.000476, 5.000408,8286903,8286903,0
110.000468, 4.999992,8256996,8256996,0
115.000151, 4.999683,8314817,8314817,0
120.000276, 5.000125,8204314,8204314,0
125.000071, 4.999795,8356081,8356081,0
130.000152, 5.000081,8350129,8350129,0
135.000136, 4.999984,8285877,8285877,0
140.000028, 4.999892,8324931,8324931,0
145.000089, 5.000061,8313989,8313989,0
150.000087, 4.999998,8285792,8285792,0
155.000084, 4.999997,8292513,8292513,0
160.001085, 5.001001,8346616,8346616,0
165.000091, 4.999006,8297941,8297941,0
170.000616, 5.000525,8316934,8316934,0
175.000273, 4.999657,8325985,8325985,0
180.000045, 4.999772,8317881,8317881,0
185.000406, 5.000361,8322464,8322464,0
190.000035, 4.999629,8352209,8352209,0
195.00061, 5.000575,8341530,8341530,0
200.000321, 4.999711,8317942,8317942,0
205.000054, 4.999733,8291155,8291155,0
210.00027, 5.000216,8323905,8323905,0
215.000673, 5.000403,8351245,8351245,0
220.000078, 4.999405,8363232,8363232,0
225.00064, 5.000562,8312788,8312788,0
230.000333, 4.999693,8337331,8337331,0
235.000556, 5.000223,8323197,8323197,0
240.000062, 4.999506,8329492,8329492,0
245.000043, 4.999981,8321854,8321854,0
250.000359, 5.000316,8339539,8339539,0
255.000261, 4.999902,8346542,8346542,0
260.00009, 4.999829,8346026,8346026,0
265.000112, 5.000022,8304746,8304746,0
270.000371, 5.000259,8349502,8349502,0
275.000368, 4.999997,8353505,8353505,0
280.000646, 5.000278,8367273,8367273,0
285.000008, 4.999362,8361095,8361095,0
290.00042, 5.000412,8355441,8355441,0
295.000628, 5.000208,8294434,8294434,0
300.000108, 4.99948,8264018,8264018,0
301.392316, 1.392208,173800,173800,0

