elapsed, window, n, min, mean, max, errors
5.000619, 5.000619,2382451, 5610,58948.1, 132228,0
10.000335, 4.999716,2307057, 5460,58906.1, 136560,0
15.000021, 4.999686,2284679, 4152,59100.1, 133191,0
20.000369, 5.000348,2290195, 4152,58884.3, 133013,0
25.000194, 4.999825,2289213, 5396,59053, 132237,0
30.000651, 5.000457,2291358, 4939,59045.1, 130397,0
35.000137, 4.999486,2289435, 5645,58979.2, 126716,0
40.000128, 4.999991,2300744, 4979,58794.1, 123788,0
45.000463, 5.000335,2282917, 3261,59001, 128418,0
50.000032, 4.999569,2285082, 5206,59039, 122983,0
55.000096, 5.000064,2285968, 5558,59093.3, 126715,0
60.000206, 5.00011,2289967, 3264,59065.7, 132218,0
65.00003, 4.999824,2298952, 4294,58841, 126171,0
70.000036, 5.000006,2288687, 5488,59036.8, 124609,0
75.000043, 5.000007,2300826, 5655,58789, 127795,0
80.000171, 5.000128,2293164, 4737,58789.6, 124447,0
85.00009, 4.999919,2292449, 3650,58965.6, 133420,0
90.00001, 4.99992,2280011, 3650,59026.6, 128960,0
95.000014, 5.000004,2289483, 5597,59036.3, 129051,0
100.000458, 5.000444,2291632, 5408,58805, 131298,0
105.000015, 4.999557,2281978, 5510,59136.3, 127047,0
110.00044, 5.000425,2290405, 5727,58885.9, 127488,0
115.000116, 4.999676,2294500, 5550,58953.2, 129737,0
120.00051, 5.000394,2285311, 5342,59053.3, 125244,0
125.000482, 4.999972,2293791, 4781,58982.3, 128359,0
130.000071, 4.999589,2286375, 5711,58976.4, 128475,0
135.000016, 4.999945,2296668, 5410,58849.7, 124329,0
140.000025, 5.000009,2283479, 4868,58930.3, 124443,0
145.000071, 5.000046,2285970, 5461,59107.2, 128450,0
150.000096, 5.000025,2296976, 5875,58897.5, 125407,0
155.000069, 4.999973,2290151, 5569,58914.6, 130291,0
160.000155, 5.000086,2284147, 5710,59195.6, 131145,0
165.00056, 5.000405,2286840, 5903,59155.7, 129443,0
170.000112, 4.999552,2286716, 5528,58968, 132218,0
175.000009, 4.999897,2286993, 5444,59104.9, 134356,0
180.000086, 5.000077,2295321, 5297,58899.1, 128929,0
185.000088, 5.000002,2289001, 5150,58983.8, 137910,0
190.000082, 4.999994,2272848, 5206,59332.2, 132860,0
195.00006, 4.999978,2276237, 4569,59290.3, 132860,0
200.001393, 5.001333,2283617, 5357,59179.7, 128415,0
205.00008, 4.998687,2282769, 3482,59158.1, 137185,0
210.00011, 5.00003,2286034, 3482,58995.2, 129621,0
215.000011, 4.999901,2290495, 5647,58943.8, 126206,0
220.00002, 5.000009,2286651, 5707,58971.1, 141727,0
225.00001, 4.99999,2290036, 5371,58953.2, 127872,0
230.000476, 5.000466,2280418, 5247,59182.4, 132357,0
235.000064, 4.999588,2280129, 4974,59180.4, 124925,0
240.000081, 5.000017,2291528, 5804,58879.4, 132743,0
245.00039, 5.000309,2278456, 5722,59125.7, 128756,0
250.000011, 4.999621,2287954, 5679,59001.2, 131182,0
255.000235, 5.000224,2293178, 5294,58925.2, 131182,0
260.000087, 4.999852,2293925, 3787,58888.5, 134144,0
265.001022, 5.000935,2286764, 4120,59074.2, 134394,0
270.000058, 4.999036,2291053, 5798,58921.8, 123809,0
275.001463, 5.001405,2293864, 4820,58935.1, 142219,0
280.000403, 4.99894,2289737, 4887,58872.2, 129270,0
285.000021, 4.999618,2297248, 5119,58793.6, 125204,0
290.000141, 5.00012,2288954, 5504,58908.6, 128024,0
295.000104, 4.999963,2289031, 5076,58964, 126692,0
300.000136, 5.000032,2283809, 5447,59130.8, 132472,0
301.043142, 1.043006,319966, 5440,59085.6, 132472,0

