elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.00002, 5.00002, 27076, 5216, 39906.5, 39477, 58210, 72954, 119266, 154458, 0
10.000023, 5.000003, 26880, 5851, 39802.0, 39359, 58404, 71050, 106954, 164764, 0
15.00036, 5.000337, 26734, 3387, 39742.3, 39423, 58347, 69282, 94364, 118341, 0
20.000035, 4.999675, 26551, 5466, 40012.3, 39529, 58603, 71581, 100724, 139887, 0
25.000029, 4.999994, 26707, 2824, 39693.3, 39452, 57847, 67973, 93927, 130185, 0
30.000106, 5.000077, 26618, 5485, 40147.7, 39553, 59459, 74700, 101166, 146851, 0
35.000015, 4.999909, 26124, 2623, 40373.2, 39882, 59830, 74140, 104413, 144168, 0
40.000763, 5.000748, 26066, 5541, 40545.7, 39719, 60689, 81498, 121048, 169596, 0
45.00002, 4.999257, 26153, 5416, 40676.1, 39833, 61349, 81632, 114192, 158042, 0
50.000155, 5.000135, 25617, 4439, 41096.2, 39972, 62784, 89295, 127297, 175394, 0
55.000013, 4.999858, 26585, 5075, 40107.4, 39862, 58915, 68951, 92326, 153435, 0
60.000021, 5.000008, 26199, 4534, 40634.6, 40184, 60057, 72846, 95162, 134055, 0
65.000512, 5.000491, 25825, 4381, 41129.2, 40184, 62016, 86897, 122172, 179411, 0
70.000049, 4.999537, 25177, 2853, 42145.2, 40389, 68251, 99914, 140559, 179411, 0
75.000022, 4.999973, 25031, 3189, 42306.2, 40510, 68351, 99873, 136125, 234914, 0
80.000065, 5.000043, 25399, 4662, 41980.0, 40585, 66180, 95331, 127656, 166366, 0
85.00003, 4.999965, 24988, 3971, 42191.1, 40595, 67282, 98489, 135143, 175140, 0
90.000012, 4.999982, 25051, 5897, 42263.1, 40802, 66979, 100142, 141713, 193963, 0
95.000013, 5.000001, 24937, 5011, 42667.8, 40890, 69257, 105107, 144620, 192947, 0
100.000015, 5.000002, 24818, 3463, 42998.4, 40940, 72129, 107751, 152193, 213085, 0
105.000233, 5.000218, 24576, 4610, 43154.1, 40973, 72090, 110696, 155999, 268351, 0
110.000462, 5.000229, 24910, 4487, 42874.8, 41343, 67925, 102308, 149583, 268351, 0
115.000013, 4.999551, 24672, 2860, 42720.6, 41450, 66853, 94440, 135998, 169742, 0
120.000008, 4.999995, 24140, 4292, 44082.3, 41019, 79340, 125802, 168819, 234687, 0
125.000018, 5.00001, 24142, 2857, 43705.4, 41441, 74884, 114785, 162463, 242538, 0
130.000104, 5.000086, 24228, 3624, 43840.7, 41333, 76563, 115006, 166748, 259471, 0
135.000558, 5.000454, 24461, 3624, 43822.6, 41321, 75574, 115395, 162387, 241146, 0
140.000559, 5.000001, 23907, 3793, 43899.6, 41392, 76374, 116100, 165532, 202983, 0
145.000016, 4.999457, 23816, 3766, 44767.5, 41469, 82748, 130606, 191785, 271302, 0
150.000028, 5.000012, 23736, 5745, 44279.0, 41597, 78741, 116521, 156382, 204819, 0
155.001252, 5.001224, 24171, 5220, 44310.3, 41605, 76972, 120326, 160162, 221946, 0
160.000031, 4.998779, 23576, 4746, 44694.0, 41859, 79151, 124581, 166100, 253073, 0
165.000028, 4.999997, 23813, 4746, 44934.5, 41842, 81601, 126298, 185755, 273228, 0
170.000146, 5.000118, 23492, 4754, 45343.8, 41626, 85574, 136779, 198013, 254809, 0
175.001275, 5.001129, 22729, 3060, 46989.9, 41429, 100276, 164153, 232314, 309008, 0
180.0001, 4.998825, 22913, 4849, 46936.7, 41582, 102033, 157988, 212671, 256083, 0
185.000054, 4.999954, 22865, 5371, 46590.2, 41831, 96387, 149785, 206846, 300700, 0
190.000215, 5.000161, 22569, 3913, 46774.8, 41768, 99922, 151528, 223468, 280694, 0
195.000011, 4.999796, 22842, 2778, 46718.9, 41957, 97174, 148493, 221504, 321024, 0
200.000067, 5.000056, 23407, 4514, 46055.5, 42179, 88991, 139327, 186964, 233253, 0
205.00027, 5.000203, 23162, 4371, 46040.1, 41975, 86996, 151046, 232192, 297081, 0
210.00005, 4.99978, 22971, 5885, 46473.1, 42209, 90460, 144944, 229363, 357644, 0
215.00003, 4.99998, 23373, 5885, 45549.5, 42850, 79528, 116261, 160325, 236910, 0
220.000131, 5.000101, 23098, 5766, 45964.6, 43091, 81203, 121824, 180940, 366368, 0
225.000109, 4.999978, 22495, 6012, 47161.9, 41870, 99214, 159475, 232663, 320028, 0
230.00002, 4.999911, 22040, 6467, 48131.6, 41922, 106124, 177321, 272401, 384582, 0
235.000314, 5.000294, 22729, 5699, 47370.7, 41828, 102442, 162158, 227855, 285246, 0
240.000021, 4.999707, 21670, 5790, 48626.5, 42265, 108315, 176396, 263865, 398982, 0
245.000062, 5.000041, 21759, 5790, 48136.3, 42105, 106030, 172888, 255576, 405202, 0
250.000019, 4.999957, 21998, 4827, 48300.0, 42047, 107839, 178841, 255632, 332283, 0
255.000024, 5.000005, 21986, 5655, 48676.7, 42254, 109016, 177057, 269425, 335248, 0
260.000369, 5.000345, 22021, 3594, 48977.8, 42560, 109845, 175978, 262460, 349207, 0
265.000073, 4.999704, 21960, 5881, 47900.1, 42812, 99678, 156021, 228137, 349207, 0
270.000043, 4.99997, 22063, 4880, 48509.1, 42556, 105645, 165945, 231325, 294024, 0
275.00009, 5.000047, 21714, 5677, 49279.7, 42274, 114213, 185938, 263012, 354869, 0
280.000019, 4.999929, 21940, 4549, 49355.0, 42245, 114673, 189129, 273691, 408751, 0
285.000048, 5.000029, 21110, 4549, 50421.9, 42041, 125960, 200368, 307522, 440439, 0
290.000042, 4.999994, 22072, 5647, 48825.7, 42445, 111331, 172294, 242844, 318389, 0
295.000515, 5.000473, 21578, 5590, 49448.5, 42352, 115658, 182378, 256651, 413363, 0
300.000169, 4.999654, 21784, 5287, 49124.9, 42305, 112912, 178856, 277281, 413363, 0
301.021405, 1.021236, 4418, 5287, 49032.9, 42227, 113524, 180096, 273646, 399729, 0
