elapsed, window, total, successful, failed
5.000258, 5.000258, 12793, 11606, 1187
10.000032, 4.999774, 14024, 13058, 966
15.000257, 5.000225, 14138, 13252, 886
20.000112, 4.999855, 13693, 12805, 888
25.000409, 5.000297, 14148, 13327, 821
30.000031, 4.999622, 14396, 13566, 830
35.000242, 5.000211, 14584, 13767, 817
40.000126, 4.999884, 14435, 13631, 804
45.000024, 4.999898, 13986, 13146, 840
50.000094, 5.00007, 14401, 13602, 799
55.000026, 4.999932, 14694, 13894, 800
60.000051, 5.000025, 14094, 13269, 825
65.000188, 5.000137, 14490, 13706, 784
70.000214, 5.000026, 14094, 13302, 792
75.00016, 4.999946, 14537, 13741, 796
80.000065, 4.999905, 14177, 13360, 817
85.000119, 5.000054, 14374, 13596, 778
90.00001, 4.999891, 14398, 13625, 773
95.000103, 5.000093, 15079, 14315, 764
100.000127, 5.000024, 14163, 13363, 800
105.000497, 5.00037, 14132, 13336, 796
110.000452, 4.999955, 14091, 13289, 802
115.000014, 4.999562, 14760, 13985, 775
120.00003, 5.000016, 14391, 13590, 801
125.00019, 5.00016, 14106, 13316, 790
130.000162, 4.999972, 14375, 13596, 779
135.000297, 5.000135, 14602, 13841, 761
140.000018, 4.999721, 14164, 13361, 803
145.000009, 4.999991, 14773, 14004, 769
150.000287, 5.000278, 14521, 13741, 780
155.000022, 4.999735, 14321, 13540, 781
160.000088, 5.000066, 14412, 13630, 782
165.000037, 4.999949, 14123, 13316, 807
170.000016, 4.999979, 14415, 13609, 806
175.000111, 5.000095, 14612, 13830, 782
180.00004, 4.999929, 14373, 13586, 787
185.00016, 5.00012, 14372, 13601, 771
190.000129, 4.999969, 13895, 13075, 820
195.000925, 5.000796, 14256, 13476, 780
200.001215, 5.00029, 14667, 13892, 775
205.000009, 4.998794, 14427, 13667, 760
210.000057, 5.000048, 14675, 13907, 768
215.000398, 5.000341, 14519, 13734, 785
220.000356, 4.999958, 14089, 13292, 797
225.000224, 4.999868, 14517, 13762, 755
230.000234, 5.00001, 14291, 13517, 774
235.000026, 4.999792, 14185, 13391, 794
240.000284, 5.000258, 14266, 13470, 796
245.000308, 5.000024, 14371, 13594, 777
250.000298, 4.99999, 14824, 14070, 754
255.000038, 4.99974, 14165, 13395, 770
260.000041, 5.000003, 14279, 13484, 795
265.000069, 5.000028, 14289, 13509, 780
270.000087, 5.000018, 14476, 13717, 759
275.000095, 5.000008, 14292, 13494, 798
280.000044, 4.999949, 14367, 13612, 755
285.000229, 5.000185, 14836, 14048, 788
290.000299, 5.00007, 14244, 13476, 768
295.0001, 4.999801, 14663, 13908, 755
300.000025, 4.999925, 14713, 13947, 766
301.015288, 1.015263, 2783, 2635, 148
