elapsed, window, n, min, mean, max, errors
5.00001, 5.00001,519600, 7052,52679.5, 101280,0
10.000031, 5.000021,496394, 7520,54228.7, 205421,0
15.000015, 4.999984,497331, 6343,54140.4, 123212,0
20.000019, 5.000004,497728, 8256,54240.9, 156514,0
25.000022, 5.000003,498417, 7746,54110.1, 113640,0
30.000032, 5.00001,491056, 6140,54850, 310104,0
35.000023, 4.999991,496414, 6775,54548.3, 291779,0
40.00004, 5.000017,488754, 7282,55095.7, 251376,0
45.000082, 5.000042,499892, 7228,54230, 231954,0
50.000054, 4.999972,496171, 8139,54436.8, 178476,0
55.000012, 4.999958,494854, 6137,54584.8, 227171,0
60.000065, 5.000053,497928, 5051,54574.3, 216529,0
65.000027, 4.999962,497421, 7401,54409.9, 182049,0
70.000031, 5.000004,491054, 4797,54993.5, 208852,0
75.000101, 5.00007,491647, 7648,54964.8, 200367,0
80.000021, 4.99992,486511, 7663,55382.1, 249407,0
85.000011, 4.99999,491459, 6576,54992, 249407,0
90.000053, 5.000042,492143, 7113,54874.7, 267410,0
95.000019, 4.999966,488841, 7473,55110, 184927,0
100.000017, 4.999998,494388, 7957,54634.3, 197868,0
105.000023, 5.000006,493986, 8067,54688.5, 155305,0
110.000057, 5.000034,495858, 7700,54600.8, 205091,0
115.000043, 4.999986,492792, 7292,54783.9, 227552,0
120.00003, 4.999987,487853, 7292,55291.7, 263406,0
125.000015, 4.999985,491138, 8239,55077.4, 232719,0
130.000023, 5.000008,494977, 7864,54624.3, 184222,0
135.000089, 5.000066,494240, 7579,54577.5, 213649,0
140.000093, 5.000004,489108, 6850,55115.4, 234238,0
145.00003, 4.999937,489529, 5757,55175.6, 177248,0
150.00002, 4.99999,496094, 5159,54659, 181426,0
155.000053, 5.000033,492344, 6048,54786.4, 183839,0
160.000024, 4.999971,490212, 6467,55021.2, 251382,0
165.000018, 4.999994,491456, 7180,55023.4, 228841,0
170.000083, 5.000065,494722, 7802,54742.2, 215697,0
175.000014, 4.999931,493563, 6202,54726.5, 188881,0
180.000028, 5.000014,491664, 7800,54919.9, 157041,0
185.000079, 5.000051,487344, 6440,55483.9, 261681,0
190.000025, 4.999946,492875, 6440,54730.4, 169299,0
195.000063, 5.000038,492623, 7088,54810, 299439,0
200.000018, 4.999955,491642, 8804,54864.9, 183728,0
205.000018, 5.0,493844, 7465,54710.9, 166044,0
210.000021, 5.000003,491007, 7423,54959, 194297,0
215.000009, 4.999988,489727, 7638,55173.2, 216683,0
220.000097, 5.000088,492999, 7739,54815.4, 195719,0
225.000021, 4.999924,486363, 6195,55548.3, 324295,0
230.000019, 4.999998,484978, 7093,55718.8, 275588,0
235.000011, 4.999992,491044, 7366,55086.4, 201220,0
240.000014, 5.000003,493637, 6861,54887.2, 165613,0
245.000019, 5.000005,492381, 6566,54875.5, 165732,0
250.000012, 4.999993,494790, 6774,54592.2, 181486,0
255.000031, 5.000019,495007, 7905,54674.2, 196386,0
260.000048, 5.000017,494977, 5196,54600.1, 171311,0
265.000012, 4.999964,493902, 5196,54676.4, 210072,0
270.00002, 5.000008,494068, 6691,54595.4, 152536,0
275.000021, 5.000001,483666, 6827,55636.4, 275464,0
280.000056, 5.000035,489761, 6921,55153.3, 169739,0
285.000023, 4.999967,492166, 6400,54942.9, 207881,0
290.000043, 5.00002,492560, 7860,54914.8, 218445,0
295.000077, 5.000034,491249, 7437,55055.2, 183139,0
300.000008, 4.999931,487458, 7315,55300.6, 243017,0
301.028365, 1.028357,90374, 7315,55359.2, 243017,0

