elapsed, window, n, min, mean, max, errors
5.000033, 5.000033,426875, 5944,47004.2, 180343,61120
10.00026, 5.000227,427225, 5900,46323, 144313,59195
15.000075, 4.999815,435021, 6174,46582.5, 133805,59888
20.000065, 4.99999,437669, 6281,46881.9, 152792,59621
25.000015, 4.99995,446577, 6191,47039.9, 130497,59837
30.000106, 5.000091,441485, 6191,46865, 128702,60129
35.000009, 4.999903,441865, 5892,47043, 136038,60130
40.000117, 5.000108,449224, 6146,47205.3, 135975,60529
45.003101, 5.002984,448575, 6166,47283.9, 147464,60627
50.001744, 4.998643,444438, 6144,47274.5, 141580,59612
55.000057, 4.998313,441238, 6023,47223.5, 135602,59574
60.000049, 4.999992,448727, 6355,47367.8, 147437,60126
65.000046, 4.999997,452182, 6204,47366.3, 138526,60280
70.000075, 5.000029,438537, 6171,47391, 135133,59619
75.000126, 5.000051,437252, 6064,47390.3, 139245,58840
80.000091, 4.999965,444882, 6085,47485.2, 142453,59753
85.000016, 4.999925,455355, 5936,47589.4, 137396,60804
90.001741, 5.001725,437073, 6268,47468.5, 148627,59320
95.00002, 4.998279,436522, 5959,47628.2, 147274,59089
100.000173, 5.000153,438969, 6271,47596.1, 136374,59492
105.000081, 4.999908,445009, 6297,47668.5, 151900,60071
110.000005, 4.999924,442128, 5904,47606.3, 136043,59800
115.000048, 5.000043,447764, 6102,47844, 144288,60145
120.000151, 5.000103,433955, 6415,47698.4, 142250,58764
125.000022, 4.999871,439558, 6544,47690.8, 142545,59270
130.000107, 5.000085,445711, 6262,47908.7, 135981,60233
135.000045, 4.999938,441985, 6115,47971.8, 135965,59627
140.000027, 4.999982,439005, 5989,47910.8, 141218,59210
145.000036, 5.000009,441921, 6565,47924.5, 141365,59390
150.000008, 4.999972,438917, 6304,47996.4, 137927,59682
155.000016, 5.000008,440559, 6177,47876.2, 140483,59610
160.000021, 5.000005,447267, 6024,48166.4, 142737,59950
165.000172, 5.000151,447831, 6024,48141.3, 141230,60280
170.000106, 4.999934,448715, 6447,48278.5, 149779,60573
175.000019, 4.999913,439731, 6348,48236.4, 159025,59866
180.000011, 4.999992,443962, 6020,48313.3, 135769,59734
185.000008, 4.999997,444986, 5995,48558.5, 135627,60045
190.000205, 5.000197,445639, 5965,48411.3, 159766,60097
195.00002, 4.999815,442158, 6492,48416.7, 139692,59265
200.000061, 5.000041,437948, 5871,48478.3, 140120,59294
205.000032, 4.999971,445575, 6111,48652.5, 131296,59820
210.000014, 4.999982,442700, 6075,48479.1, 140561,60006
215.00031, 5.000296,442872, 6075,48558, 148249,59667
220.000019, 4.999709,437508, 5959,48346.7, 148249,59383
225.000021, 5.000002,438400, 6287,48657, 144128,59482
230.000108, 5.000087,434678, 6380,48521, 148215,59190
235.000047, 4.999939,444788, 6309,48851.7, 146771,59876
240.000014, 4.999967,445823, 6385,48872.1, 136504,59915
245.000035, 5.000021,446260, 6385,48977.1, 144713,60508
250.000241, 5.000206,443067, 6424,48749.1, 143631,59770
255.000023, 4.999782,435611, 6382,48603.3, 143485,59045
260.00001, 4.999987,442891, 6382,49067.9, 144620,59844
265.000965, 5.000955,444408, 6534,49055.3, 144620,60067
270.000166, 4.999201,436673, 6105,48927.8, 139441,59235
275.000025, 4.999859,442353, 6047,49182.8, 147259,60082
280.000056, 5.000031,440187, 6372,49082.3, 139510,59529
285.000031, 4.999975,438854, 6309,48983, 139510,59442
290.000063, 5.000032,442930, 5981,49160.7, 146627,59655
295.000007, 4.999944,444247, 6150,49362.6, 141754,60266
300.000009, 5.000002,442511, 6434,49259.3, 151906,59502
301.025814, 1.025805,77952, 6434,49258.4, 1088774,11070

