elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.000496, 5.000496, 21551, 5776, 62631.2, 48844, 174357, 284175, 408566, 554351, 15738
10.00008, 4.999584, 25393, 7395, 69546.4, 49820, 209444, 315038, 477929, 755768, 7978
15.00006, 4.99998, 25053, 6517, 73520.1, 50362, 223901, 349161, 503092, 756954, 6331
20.000076, 5.000016, 24803, 6360, 76943.1, 50645, 244372, 375388, 535120, 812828, 5742
25.000112, 5.000036, 25597, 6410, 77457.3, 51144, 240769, 370975, 518472, 812828, 5456
30.000268, 5.000156, 26265, 6410, 77402.0, 51036, 242689, 366713, 509985, 829283, 5118
35.00003, 4.999762, 27183, 6782, 76420.7, 50791, 231579, 370023, 587960, 997146, 5025
40.000066, 5.000036, 25438, 6086, 80307.8, 51732, 255281, 394065, 581647, 785129, 4650
45.000106, 5.00004, 26829, 6811, 79285.6, 51473, 249142, 376218, 518170, 782694, 4226
50.000021, 4.999915, 27473, 7278, 79436.6, 52063, 244036, 378028, 563978, 777797, 3648
55.000011, 4.99999, 28632, 6243, 80721.1, 52051, 251237, 384686, 584569, 829687, 3322
60.000028, 5.000017, 27005, 6968, 84632.7, 52040, 268942, 399454, 576666, 829687, 3226
65.000105, 5.000077, 28076, 7207, 82491.1, 52272, 260473, 403334, 552385, 724738, 3132
70.000022, 4.999917, 27460, 7083, 84113.8, 52081, 269068, 428929, 671456, 953795, 3058
75.000061, 5.000039, 27748, 7534, 82689.7, 51910, 266432, 410040, 578439, 853298, 2994
80.000055, 4.999994, 28275, 6407, 82601.0, 52709, 260726, 376237, 537866, 772361, 3154
85.00035, 5.000295, 28481, 5899, 83221.8, 52468, 261034, 396835, 595222, 890069, 2820
90.000394, 5.000044, 28357, 5899, 82956.1, 52566, 256601, 394698, 649099, 890069, 2733
95.000023, 4.999629, 26057, 6127, 88397.9, 52791, 291566, 442123, 637949, 924849, 2695
100.000116, 5.000093, 27077, 8317, 88225.3, 53036, 283797, 424883, 588329, 833077, 2301
105.000017, 4.999901, 28838, 7282, 84094.6, 52894, 260920, 397894, 583399, 850111, 2378
110.000161, 5.000144, 27224, 6193, 89210.0, 53342, 290440, 436314, 615101, 795504, 2291
115.000106, 4.999945, 27134, 8064, 89983.1, 53314, 290330, 421355, 587340, 795504, 2127
120.000143, 5.000037, 28966, 8011, 86181.9, 53109, 271018, 396523, 580781, 816604, 2160
125.00015, 5.000007, 26961, 8179, 87874.0, 53195, 281617, 418042, 567838, 825562, 2159
130.000009, 4.999859, 26972, 6794, 89552.3, 53203, 293683, 451030, 626615, 860201, 2062
135.000078, 5.000069, 27157, 6794, 90281.0, 53059, 294492, 445457, 601539, 842987, 2016
140.000085, 5.000007, 26300, 6529, 91931.2, 53628, 302692, 474069, 732693, 1021314, 2001
145.000092, 5.000007, 25657, 6529, 95197.6, 53881, 317747, 486505, 694253, 1021314, 2096
150.000219, 5.000127, 25892, 7115, 94484.7, 53842, 310531, 475481, 676463, 1280904, 2117
155.000039, 4.99982, 26749, 6186, 89567.9, 53674, 287067, 428675, 601633, 792011, 2107
160.001004, 5.000965, 25987, 6834, 92511.2, 54063, 299472, 446479, 602477, 857956, 1958
165.000013, 4.999009, 25600, 6254, 95330.7, 54069, 314692, 475558, 721981, 962819, 2055
170.001156, 5.001143, 25827, 8046, 93043.3, 54580, 304279, 465257, 671059, 905228, 2053
175.00008, 4.998924, 26752, 9533, 93489.5, 54272, 306085, 449517, 638543, 824989, 1783
180.000085, 5.000005, 26985, 7281, 91701.6, 53934, 304397, 461892, 690964, 940734, 1672
181.025061, 1.024976, 4767, 7281, 92322.7, 54051, 305398, 472098, 697572, 940734, 310
