elapsed, window, total, successful, failed
5.000042, 5.000042, 45550, 28342, 17208
10.000718, 5.000676, 45126, 28243, 16883
15.000069, 4.999351, 41938, 25831, 16107
20.000015, 4.999946, 40130, 23691, 16439
25.000691, 5.000676, 42152, 24927, 17225
30.000045, 4.999354, 42891, 25544, 17347
35.00056, 5.000515, 42246, 25051, 17195
40.000022, 4.999462, 42529, 25257, 17272
45.000124, 5.000102, 42221, 25165, 17056
50.000484, 5.00036, 41353, 24502, 16851
55.000067, 4.999583, 42630, 25368, 17262
60.000053, 4.999986, 42063, 24997, 17066
65.000227, 5.000174, 42071, 24861, 17210
70.00006, 4.999833, 42594, 25307, 17287
75.000021, 4.999961, 42302, 25015, 17287
80.000116, 5.000095, 41931, 24736, 17195
85.000021, 4.999905, 41722, 24719, 17003
90.000153, 5.000132, 41972, 24962, 17010
95.001433, 5.00128, 42491, 25290, 17201
100.000022, 4.998589, 41438, 24640, 16798
105.00024, 5.000218, 42827, 25289, 17538
110.000011, 4.999771, 42752, 25302, 17450
115.000136, 5.000125, 41722, 24806, 16916
120.00001, 4.999874, 41903, 24907, 16996
125.00045, 5.00044, 42350, 25125, 17225
130.000149, 4.999699, 42162, 25121, 17041
135.000012, 4.999863, 42434, 25223, 17211
140.000116, 5.000104, 42178, 25197, 16981
145.000176, 5.00006, 42493, 25192, 17301
150.000152, 4.999976, 42566, 25298, 17268
155.000027, 4.999875, 42321, 25163, 17158
160.001403, 5.001376, 42275, 25085, 17190
165.001433, 5.00003, 41395, 24513, 16882
170.000046, 4.998613, 43746, 26041, 17705
175.000017, 4.999971, 42724, 25357, 17367
180.000174, 5.000157, 42393, 25187, 17206
181.0226, 1.022426, 6065, 3447, 2618
