elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.000014, 5.000014, 103467, 1093, 34190.1, 30235, 77026, 129357, 187424, 311471, 0
10.000086, 5.000072, 91688, 1093, 37430.5, 31045, 93397, 150151, 220085, 368706, 0
15.000081, 4.999995, 90895, 1251, 38506.3, 30235, 110000, 193541, 291266, 458516, 0
20.000043, 4.999962, 86590, 1373, 39813.9, 30851, 113114, 192795, 283679, 540876, 0
25.000027, 4.999984, 88193, 981, 39875.7, 30817, 111286, 191084, 293247, 574528, 0
30.000012, 4.999985, 86184, 1052, 39723.6, 32068, 100539, 154475, 218368, 318492, 0
35.000079, 5.000067, 86742, 1160, 40115.0, 32542, 100485, 154253, 217500, 371976, 0
40.000015, 4.999936, 83133, 1272, 41393.7, 31078, 120177, 206929, 317906, 553243, 0
45.000025, 5.00001, 84366, 964, 42104.7, 31604, 120628, 204255, 331248, 553243, 0
50.000122, 5.000097, 83294, 1090, 41928.2, 32833, 108452, 160686, 231033, 371895, 0
55.000078, 4.999956, 83133, 1189, 42233.9, 33194, 107639, 158841, 247871, 480762, 0
60.000019, 4.999941, 82482, 1235, 41932.1, 31882, 115374, 177486, 250573, 456131, 0
65.000051, 5.000032, 80806, 1074, 43130.8, 32775, 115014, 177875, 253442, 397966, 0
70.000125, 5.000074, 81184, 1072, 43149.9, 32638, 116439, 173029, 238146, 411569, 0
75.000668, 5.000543, 81136, 996, 43085.7, 33151, 113612, 163533, 223455, 302692, 0
80.000079, 4.999411, 77815, 1174, 44865.4, 33529, 121139, 182216, 257703, 426491, 0
85.000149, 5.00007, 76898, 1258, 45197.1, 34352, 117899, 175908, 247002, 371623, 0
90.000011, 4.999862, 77750, 1059, 44855.4, 34097, 117378, 175665, 248312, 344115, 0
95.000063, 5.000052, 79145, 1059, 44458.3, 32695, 122244, 188063, 282271, 447356, 0
100.000602, 5.000539, 76993, 971, 44844.7, 33694, 120106, 176125, 247583, 362017, 0
105.000041, 4.999439, 76575, 1260, 45685.1, 34047, 124013, 193830, 282443, 463268, 0
110.000089, 5.000048, 75300, 1346, 46238.2, 34800, 122881, 183106, 270365, 358450, 0
115.000027, 4.999938, 74806, 1129, 46530.8, 35016, 121837, 177775, 248641, 396115, 0
120.000056, 5.000029, 73853, 1036, 46993.9, 34231, 128427, 201564, 321773, 574069, 0
125.000036, 4.99998, 74836, 1225, 46958.6, 33822, 131540, 195761, 308380, 574069, 0
130.000056, 5.00002, 74135, 1267, 47341.3, 33821, 132916, 195621, 275803, 366861, 0
135.000021, 4.999965, 74628, 1041, 46892.2, 34570, 126651, 185953, 272484, 432903, 0
140.00003, 5.000009, 70234, 1079, 49357.8, 33990, 143585, 220120, 315016, 467707, 0
145.000481, 5.000451, 72129, 1360, 49051.4, 35345, 134259, 198275, 282846, 467707, 0
150.000015, 4.999534, 72765, 1273, 48236.0, 34701, 134118, 200377, 276317, 422494, 0
155.000018, 5.000003, 71000, 1433, 49364.0, 33767, 148087, 233240, 351547, 543308, 0
160.000017, 4.999999, 69298, 1210, 50647.7, 32906, 160384, 252071, 381327, 639838, 0
165.000018, 5.000001, 71169, 1257, 49423.5, 34153, 143030, 212584, 328640, 639838, 0
170.000022, 5.000004, 70070, 1111, 49916.2, 34600, 142819, 210504, 303411, 461621, 0
175.000118, 5.000096, 69214, 1111, 51247.2, 33894, 152594, 234085, 331117, 506517, 0
180.000016, 4.999898, 70177, 1180, 50688.2, 33798, 152534, 235216, 333796, 544366, 0
185.000023, 5.000007, 70359, 1213, 49682.6, 33704, 150230, 226877, 320634, 536133, 0
190.000033, 5.00001, 67866, 1275, 51575.3, 33643, 155502, 249317, 417381, 886715, 0
195.000108, 5.000075, 67726, 1205, 51304.4, 34019, 156513, 239927, 334905, 551982, 0
200.000295, 5.000187, 67587, 1069, 51692.7, 35407, 150178, 221740, 305918, 458520, 0
205.000047, 4.999752, 66833, 1092, 52686.3, 34186, 161944, 252158, 361253, 573844, 0
210.000116, 5.000069, 68567, 1313, 51398.4, 34099, 154804, 244189, 371795, 707469, 0
215.000123, 5.000007, 67821, 1262, 51850.3, 33733, 158617, 244837, 347269, 652607, 0
220.000032, 4.999909, 66987, 1115, 52167.4, 31889, 173871, 265847, 385100, 732655, 0
225.000097, 5.000065, 66262, 1338, 53548.9, 33756, 168570, 261846, 406842, 732655, 0
230.000102, 5.000005, 66992, 1261, 52940.7, 33419, 169758, 253948, 362758, 496069, 0
235.000009, 4.999907, 66485, 1084, 52808.8, 31915, 177562, 263741, 362840, 522951, 0
240.000199, 5.00019, 63567, 1243, 54632.1, 32367, 186968, 283095, 422667, 682986, 0
245.000017, 4.999818, 64188, 1309, 55030.3, 32204, 189248, 300226, 423595, 534697, 0
250.000172, 5.000155, 65150, 1417, 54691.9, 32156, 192126, 305876, 426037, 570150, 0
255.000125, 4.999953, 63260, 1132, 55016.5, 33868, 179525, 286499, 463540, 842110, 0
260.000054, 4.999929, 65244, 1212, 54417.6, 34668, 164237, 246296, 340874, 695760, 0
265.000066, 5.000012, 65037, 1212, 54492.5, 34783, 164852, 257580, 380872, 594413, 0
270.000053, 4.999987, 66007, 1151, 53145.4, 33048, 172501, 253101, 366703, 515064, 0
275.000456, 5.000403, 66553, 995, 53439.5, 32756, 175497, 260637, 358225, 536745, 0
280.000012, 4.999556, 66019, 995, 53885.9, 32603, 182661, 275855, 408316, 530658, 0
285.00001, 4.999998, 65388, 1073, 54231.2, 32926, 181664, 281312, 407955, 649699, 0
290.000012, 5.000002, 64820, 1073, 54438.9, 32924, 179126, 278319, 389139, 641938, 0
295.000149, 5.000137, 64175, 1164, 54281.6, 34362, 172304, 253672, 343174, 506729, 0
300.000078, 4.999929, 64928, 1164, 53957.8, 34863, 161722, 245014, 341927, 528294, 0
301.023109, 1.023031, 12415, 1442, 53681.4, 34558, 162819, 250864, 343817, 528294, 0
