elapsed, window, total, successful, failed
5.001098, 5.001098,4751398,4751398,0
10.000022, 4.998924,4419895,4419895,0
15.000211, 5.000189,4416109,4416109,0
20.000156, 4.999945,4400422,4400422,0
25.001168, 5.001012,4420479,4420479,0
30.000047, 4.998879,4404229,4404229,0
35.000296, 5.000249,4417895,4417895,0
40.000276, 4.99998,4409584,4409584,0
45.000026, 4.99975,4397438,4397438,0
50.000309, 5.000283,4397692,4397692,0
55.000227, 4.999918,4413977,4413977,0
60.00007, 4.999843,4394271,4394271,0
65.000089, 5.000019,4410007,4410007,0
70.000058, 4.999969,4389180,4389180,0
75.000521, 5.000463,4428414,4428414,0
80.001412, 5.000891,4397200,4397200,0
85.000321, 4.998909,4402069,4402069,0
90.00006, 4.999739,4411778,4411778,0
95.001356, 5.001296,4405682,4405682,0
100.000028, 4.998672,4399540,4399540,0
105.000163, 5.000135,4404725,4404725,0
110.000223, 5.00006,4408055,4408055,0
115.001335, 5.001112,4404098,4404098,0
120.000138, 4.998803,4412065,4412065,0
125.000253, 5.000115,4398013,4398013,0
130.000116, 4.999863,4400306,4400306,0
135.001135, 5.001019,4417558,4417558,0
140.00137, 5.000235,4403431,4403431,0
145.000021, 4.998651,4417695,4417695,0
150.000417, 5.000396,4402663,4402663,0
155.000272, 4.999855,4414480,4414480,0
160.001344, 5.001072,4403434,4403434,0
165.000585, 4.999241,4422359,4422359,0
170.000401, 4.999816,4402046,4402046,0
175.000656, 5.000255,4427126,4427126,0
180.000338, 4.999682,4393546,4393546,0
185.002027, 5.001689,4401654,4401654,0
190.000271, 4.998244,4390551,4390551,0
195.000025, 4.999754,4418030,4418030,0
200.000191, 5.000166,4411812,4411812,0
205.001126, 5.000935,4413891,4413891,0
210.00009, 4.998964,4417719,4417719,0
215.000225, 5.000135,4401425,4401425,0
220.00025, 5.000025,4419898,4419898,0
225.000372, 5.000122,4402547,4402547,0
230.001178, 5.000806,4409188,4409188,0
235.000851, 4.999673,4425739,4425739,0
240.000088, 4.999237,4428826,4428826,0
245.00006, 4.999972,4409157,4409157,0
250.000225, 5.000165,4407058,4407058,0
255.000073, 4.999848,4394170,4394170,0
260.00012, 5.000047,4397061,4397061,0
265.001088, 5.000968,4427819,4427819,0
270.000055, 4.998967,4388713,4388713,0
275.000141, 5.000086,4401922,4401922,0
280.001368, 5.001227,4404280,4404280,0
285.001361, 4.999993,4398359,4398359,0
290.0012, 4.999839,4400567,4400567,0
295.001224, 5.000024,4410387,4410387,0
300.000306, 4.999082,4412033,4412033,0
301.067758, 1.067452,401377,401377,0

