elapsed, window, n, min, mean, max, errors
5.000137, 5.000137,52686, 1367,15469.7, 64216,37483
10.000129, 4.999992,55595, 809,15255.9, 62828,33762
15.000119, 4.99999,57135, 1190,15316, 62630,32851
20.000104, 4.999985,56972, 1431,15329.9, 60140,31758
25.000582, 5.000478,56948, 711,15341.6, 67624,31961
30.000184, 4.999602,57519, 1029,15341.5, 54228,31207
35.000484, 5.0003,57452, 1222,15354.8, 64712,31492
40.000067, 4.999583,58514, 925,15290, 64115,31855
45.000137, 5.00007,57736, 1261,15270, 64115,31158
50.000052, 4.999915,58433, 623,15228.8, 53619,31720
55.000654, 5.000602,57572, 1123,15271.2, 61274,30805
60.000045, 4.999391,58321, 616,15278.1, 60984,31428
65.000331, 5.000286,58013, 909,15308.6, 63166,30823
70.00006, 4.999729,58130, 785,15282.9, 61656,31179
75.00018, 5.00012,58492, 995,15312.3, 52965,31336
80.000031, 4.999851,58063, 1415,15384.4, 66409,30931
85.000017, 4.999986,58484, 1267,15312.4, 61826,31058
90.0006, 5.000583,57387, 994,15338.6, 65189,30112
95.000681, 5.000081,58825, 1337,15291, 65189,31560
100.000031, 4.99935,58741, 1127,15350.4, 58433,31361
105.000492, 5.000461,58640, 670,15321.4, 55790,31680
110.000119, 4.999627,58837, 445,15351.2, 67422,31083
115.000029, 4.99991,59256, 1236,15351.3, 61940,31473
120.000074, 5.000045,58603, 828,15386.3, 59901,31089
125.000084, 5.00001,58122, 1067,15394.5, 49207,31123
130.000045, 4.999961,58108, 868,15369.3, 59911,30893
135.000052, 5.000007,59040, 820,15341.4, 53782,31247
140.000021, 4.999969,58886, 1168,15404.6, 57168,31047
145.000163, 5.000142,59605, 1168,15368.2, 62277,31852
150.000125, 4.999962,59211, 1198,15330.3, 59078,31208
155.000061, 4.999936,58649, 422,15398.6, 57716,30514
160.000431, 5.00037,59123, 966,15368.1, 67564,31220
165.000013, 4.999582,58890, 683,15351.5, 60325,31212
170.000015, 5.000002,58587, 656,15366.5, 68322,31098
175.000112, 5.000097,59619, 626,15360, 54107,31493
180.000172, 5.00006,58304, 1327,15374.3, 66822,30995
181.025054, 1.024882,9591, 636,15415.2, 66822,5459

