elapsed, window, total, successful, failed
5.001372, 5.001372, 58247, 50148, 8099
10.000123, 4.998751, 51183, 45704, 5479
15.000012, 4.999889, 49149, 43868, 5281
20.00038, 5.000368, 49655, 44368, 5287
25.001289, 5.000909, 50553, 45342, 5211
30.001226, 4.999937, 49082, 43990, 5092
35.000022, 4.998796, 50255, 45196, 5059
40.000484, 5.000462, 48686, 43565, 5121
45.001419, 5.000935, 49142, 44117, 5025
50.000287, 4.998868, 49439, 44330, 5109
55.00027, 4.999983, 48853, 43924, 4929
60.00137, 5.0011, 48726, 43800, 4926
65.001218, 4.999848, 49226, 44282, 4944
70.000031, 4.998813, 47193, 42271, 4922
75.00149, 5.001459, 47879, 42849, 5030
80.000446, 4.998956, 47438, 42600, 4838
85.001206, 5.00076, 45804, 40866, 4938
90.000131, 4.998925, 47068, 42177, 4891
95.000295, 5.000164, 47103, 42253, 4850
100.001242, 5.000947, 46397, 41507, 4890
105.001285, 5.000043, 46307, 41420, 4887
110.000086, 4.998801, 45766, 40920, 4846
115.00028, 5.000194, 46360, 41515, 4845
120.000011, 4.999731, 47217, 42449, 4768
125.000772, 5.000761, 46169, 41317, 4852
130.000121, 4.999349, 46027, 41240, 4787
135.000412, 5.000291, 45977, 41142, 4835
140.000258, 4.999846, 45714, 41024, 4690
145.001472, 5.001214, 45750, 41005, 4745
150.000404, 4.998932, 44817, 39986, 4831
155.000293, 4.999889, 44753, 40045, 4708
160.000017, 4.999724, 45463, 40655, 4808
165.000254, 5.000237, 45615, 40995, 4620
170.000043, 4.999789, 44266, 39387, 4879
175.00029, 5.000247, 44622, 39908, 4714
180.000012, 4.999722, 44089, 39523, 4566
181.025609, 1.025597, 8467, 7562, 905
