elapsed, window, total, successful, failed
5.000054, 5.000054, 49012, 46490, 2522
10.000076, 5.000022, 48989, 47282, 1707
15.000022, 4.999946, 49229, 47828, 1401
20.000066, 5.000044, 49078, 48000, 1078
25.00001, 4.999944, 49039, 48079, 960
30.000119, 5.000109, 49160, 48270, 890
35.000054, 4.999935, 48927, 48056, 871
40.000396, 5.000342, 49065, 48231, 834
45.000131, 4.999735, 49018, 48220, 798
50.000034, 4.999903, 48861, 48064, 797
55.000694, 5.00066, 48673, 47928, 745
60.000065, 4.999371, 48922, 48200, 722
65.000043, 4.999978, 49213, 48570, 643
70.000118, 5.000075, 48812, 48115, 697
75.000777, 5.000659, 48889, 48299, 590
80.000402, 4.999625, 48967, 48404, 563
85.000029, 4.999627, 48973, 48557, 416
90.000131, 5.000102, 48793, 48293, 500
95.000032, 4.999901, 48543, 48024, 519
100.000006, 4.999974, 48321, 47760, 561
105.00001, 5.000004, 48526, 47974, 552
110.000375, 5.000365, 48547, 47900, 647
115.000032, 4.999657, 48314, 47744, 570
120.000066, 5.000034, 48805, 48285, 520
125.000047, 4.999981, 48460, 47936, 524
130.000156, 5.000109, 48365, 47827, 538
135.000199, 5.000043, 48543, 48077, 466
140.000134, 4.999935, 48371, 47878, 493
145.000019, 4.999885, 48532, 48134, 398
150.00053, 5.000511, 48565, 48145, 420
155.000013, 4.999483, 48615, 48123, 492
160.000128, 5.000115, 48629, 48158, 471
165.000029, 4.999901, 48545, 48185, 360
170.000057, 5.000028, 48614, 48240, 374
175.00009, 5.000033, 48450, 48037, 413
180.000095, 5.000005, 48090, 47637, 453
185.000019, 4.999924, 48376, 47910, 466
190.000022, 5.000003, 48264, 47844, 420
195.000516, 5.000494, 48113, 47704, 409
200.000466, 4.99995, 48167, 47788, 379
205.00005, 4.999584, 48094, 47701, 393
210.000167, 5.000117, 48130, 47772, 358
215.000053, 4.999886, 48336, 47968, 368
220.000225, 5.000172, 48501, 48134, 367
225.000025, 4.9998, 48439, 48108, 331
230.000069, 5.000044, 48487, 48164, 323
235.000103, 5.000034, 48393, 48093, 300
240.000077, 4.999974, 48600, 48243, 357
245.000098, 5.000021, 48424, 48066, 358
250.00001, 4.999912, 48393, 48079, 314
255.000112, 5.000102, 48261, 47901, 360
260.000013, 4.999901, 48417, 48079, 338
265.000089, 5.000076, 48249, 47850, 399
270.000142, 5.000053, 48207, 47864, 343
275.000071, 4.999929, 48574, 48227, 347
280.000084, 5.000013, 48321, 48012, 309
285.00039, 5.000306, 48041, 47768, 273
290.000006, 4.999616, 48233, 47855, 378
295.000329, 5.000323, 48322, 48018, 304
300.000058, 4.999729, 48315, 48015, 300
301.017076, 1.017018, 9245, 9185, 60
