elapsed, window, n, min, mean, max, errors
5.000027, 5.000027,290298, 5304,25482.4, 225629,220200
10.000039, 5.000012,341937, 5336,27233.1, 234179,134704
15.000018, 4.999979,361821, 5288,27836.7, 281826,103767
20.000014, 4.999996,369501, 5315,28271.3, 247547,88239
25.000022, 5.000008,380178, 5322,28709, 291567,79046
30.000261, 5.000239,380646, 5364,29046.9, 313467,69601
35.000081, 4.99982,383378, 5300,29574.1, 270705,64053
40.000009, 4.999928,382086, 5266,30353.9, 214623,58553
45.00006, 5.000051,380382, 5364,30072.4, 366369,53203
50.000042, 4.999982,382092, 5317,30433.7, 363113,53067
55.00055, 5.000508,381094, 5321,30862.6, 278774,48078
60.000209, 4.999659,378767, 5324,31351.7, 282871,47196
65.000034, 4.999825,377564, 5336,31690.6, 299290,42601
70.000093, 5.000059,372891, 5304,31816.8, 354667,41194
75.000079, 4.999986,372365, 5314,31973.3, 348222,40119
80.000617, 5.000538,372195, 5294,32392.8, 327351,36804
85.000016, 4.999399,369443, 5315,32803.9, 447563,35577
90.000021, 5.000005,365658, 5300,33198, 356037,34513
95.000013, 4.999992,364209, 5336,33381.4, 336831,32938
100.000037, 5.000024,363573, 5280,33824.8, 316372,31569
105.000036, 4.999999,360772, 5339,33440.6, 353576,30550
110.000034, 4.999998,357015, 5281,34351.4, 352918,30148
115.000013, 4.999979,354113, 5343,34087.5, 371083,29098
120.000037, 5.000024,356042, 5324,33467.8, 456167,27811
125.000109, 5.000072,352016, 5293,33895.6, 445091,26953
130.000018, 4.999909,347206, 5298,34776.1, 477821,26571
135.000076, 5.000058,348300, 5328,35035.5, 369574,26209
140.000011, 4.999935,346682, 5323,34723.8, 550110,25882
145.00014, 5.000129,346476, 5305,35320.2, 396669,26218
150.000006, 4.999866,342656, 5317,35798.7, 320703,25236
155.000031, 5.000025,340443, 5322,36188.5, 397482,24947
160.000198, 5.000167,342536, 5282,35827.8, 395225,23726
165.000048, 4.99985,340760, 5291,35562, 482310,23902
170.000083, 5.000035,339942, 5287,36000.3, 503023,22802
175.000064, 4.999981,333760, 5322,36605.4, 463663,22546
180.000036, 4.999972,330981, 5354,36372.7, 574476,22417
185.000013, 4.999977,333661, 5299,36245.1, 568556,21351
190.000009, 4.999996,330734, 5282,36733, 520999,21427
195.000135, 5.000126,332783, 5238,36489.2, 551851,21272
200.000018, 4.999883,330896, 5368,35932.7, 647990,20331
205.000029, 5.000011,330890, 5331,36450.5, 614071,20668
210.000215, 5.000186,332157, 5309,36663, 547893,20036
215.000292, 5.000077,327933, 5279,37912, 444146,20075
220.000223, 4.999931,324278, 5317,37833.1, 449866,19274
225.000011, 4.999788,324637, 5366,37807.5, 498197,18844
230.000524, 5.000513,325197, 5316,37515.6, 622672,18539
235.00004, 4.999516,323077, 5326,36762.5, 620372,17338
240.000163, 5.000123,323663, 5317,37482.8, 595703,17603
245.000327, 5.000164,322178, 5319,38153.7, 590410,18192
250.000083, 4.999756,320622, 5286,38293.8, 493909,18391
255.001468, 5.001385,318929, 5262,38408.3, 469518,17765
260.000033, 4.998565,320333, 5291,39116.1, 476728,17808
265.000012, 4.999979,318303, 5294,39039, 494887,17089
270.000064, 5.000052,316375, 5336,38846.4, 526018,17027
275.000063, 4.999999,313850, 5315,38626.5, 587262,15843
280.000031, 4.999968,317489, 5367,38234.3, 684128,16072
285.000104, 5.000073,313850, 5345,38965.1, 570234,16537
290.00001, 4.999906,313290, 5355,39056, 481028,16900
295.000008, 4.999998,313930, 5292,39381.2, 635334,16747
300.000122, 5.000114,313806, 5326,39269.7, 529856,16747
301.022171, 1.022049,59342, 5326,38786.1, 529856,3727

