elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.000091, 5.000091, 5476, 8501, 48666.5, 49611, 71954, 78797, 90748, 116159, 7426
10.000063, 4.999972, 7349, 6272, 50395.5, 51679, 72908, 79964, 94133, 110777, 5659
15.00026, 5.000197, 8060, 8360, 51170.8, 52264, 74610, 85937, 127350, 146256, 4864
20.000686, 5.000426, 8663, 6762, 51428.4, 52678, 74767, 87079, 118058, 151402, 4073
25.000021, 4.999335, 9152, 5597, 51283.5, 52306, 73994, 83026, 105191, 158607, 3674
30.000034, 5.000013, 9307, 7169, 51666.6, 52740, 74537, 84520, 117373, 163069, 3386
35.000036, 5.000002, 9464, 7633, 51369.8, 52584, 73868, 81448, 90761, 103667, 3458
40.000128, 5.000092, 9714, 6392, 51660.0, 52818, 74693, 82406, 98567, 116506, 3110
45.000175, 5.000047, 10070, 8317, 51864.8, 53199, 74703, 83612, 103832, 119230, 2864
50.00018, 5.000005, 10118, 7448, 51999.6, 53453, 74580, 82500, 99854, 115323, 2758
55.000078, 4.999898, 10175, 10527, 52121.7, 53132, 74887, 84703, 106602, 146743, 2730
60.000137, 5.000059, 10386, 6463, 51569.4, 52750, 74466, 81386, 92058, 120928, 2356
65.000077, 4.99994, 10574, 6894, 51676.5, 52736, 74332, 83458, 100441, 134650, 2220
70.000071, 4.999994, 10736, 8233, 51806.8, 52864, 75084, 85316, 108007, 122261, 2201
75.000682, 5.000611, 10862, 8296, 51729.3, 52951, 74514, 83000, 104023, 147214, 1984
80.000224, 4.999542, 11083, 6424, 52021.3, 53214, 74951, 83427, 96661, 124259, 1924
85.000086, 4.999862, 10960, 6105, 52091.8, 53373, 74755, 84009, 99353, 120439, 1850
90.000064, 4.999978, 10827, 6488, 52467.3, 53507, 76088, 89378, 123844, 170824, 1798
95.000092, 5.000028, 10947, 7049, 52297.5, 53215, 75552, 84583, 108657, 158012, 1781
100.000034, 4.999942, 10739, 7124, 52541.2, 53610, 75485, 85270, 105576, 122526, 1983
105.000006, 4.999972, 10732, 8289, 52431.4, 53491, 76091, 87322, 111891, 158742, 1864
110.000067, 5.000061, 10884, 8493, 52513.2, 53410, 75972, 86451, 104225, 139637, 1782
115.000028, 4.999961, 10947, 7163, 52896.6, 53736, 76884, 91441, 120182, 152894, 1639
120.000106, 5.000078, 10878, 6669, 52887.4, 53648, 77370, 95539, 138955, 157248, 1678
125.000032, 4.999926, 11127, 7650, 52823.5, 53685, 76967, 93019, 116726, 159525, 1476
130.000034, 5.000002, 11230, 6357, 52338.7, 53518, 75400, 83888, 100516, 124385, 1485
135.000077, 5.000043, 11150, 5951, 52567.2, 53777, 75807, 85367, 100897, 120487, 1591
140.000006, 4.999929, 11161, 9181, 52862.0, 53740, 76269, 86737, 112930, 147067, 1431
145.00005, 5.000044, 11161, 7127, 52891.8, 54053, 76284, 86713, 111539, 132391, 1502
150.000012, 4.999962, 10996, 9317, 52632.8, 53731, 76466, 85893, 106802, 126883, 1559
155.000046, 5.000034, 11273, 9345, 53435.1, 54249, 78305, 95036, 121496, 142879, 1471
160.000005, 4.999959, 11225, 8215, 53535.2, 54459, 78072, 90977, 114993, 150013, 1247
165.000021, 5.000016, 11040, 7049, 53924.0, 54362, 79072, 100101, 139686, 186632, 1372
170.000197, 5.000176, 10924, 6797, 54193.6, 54061, 80924, 113349, 150386, 177525, 1308
175.000015, 4.999818, 11305, 9464, 53624.4, 54164, 78979, 97949, 134238, 167039, 1162
180.00006, 5.000045, 11237, 6994, 53788.0, 54623, 79744, 98064, 126270, 181629, 1325
185.00035, 5.00029, 11193, 8163, 54282.6, 54876, 80703, 106199, 150681, 199107, 1181
190.000023, 4.999673, 11469, 10687, 54040.6, 54728, 79398, 99767, 150490, 179211, 943
195.000068, 5.000045, 11548, 8241, 53711.1, 54999, 77534, 87882, 104653, 130163, 941
200.000012, 4.999944, 11664, 7624, 53461.3, 54621, 77633, 87769, 104195, 143435, 1042
205.000165, 5.000153, 11472, 6379, 53784.3, 54710, 78159, 94013, 121272, 183744, 1025
210.000049, 4.999884, 11321, 7144, 54366.9, 54953, 80002, 103133, 146459, 176051, 1049
215.00006, 5.000011, 11010, 7691, 55104.4, 54696, 83520, 122987, 186672, 299667, 1167
220.000327, 5.000267, 10984, 6452, 54874.5, 54669, 82987, 117958, 165925, 223992, 1167
225.000804, 5.000477, 11310, 8325, 54569.3, 55161, 80556, 105818, 155045, 190549, 947
230.000127, 4.999323, 11092, 8748, 54544.4, 55013, 80890, 106323, 153217, 237513, 1053
235.000009, 4.999882, 11122, 9974, 55771.5, 55803, 86012, 124697, 188026, 211279, 1071
240.000041, 5.000032, 11007, 9570, 55049.7, 55515, 82122, 106900, 149022, 204570, 1220
245.000096, 5.000055, 11338, 7486, 54649.6, 55298, 80814, 100580, 129772, 176979, 1053
250.000049, 4.999953, 10967, 7408, 55162.6, 55374, 83040, 109152, 151614, 185750, 1159
255.000073, 5.000024, 11281, 9190, 54873.6, 55412, 82189, 103215, 142207, 190253, 1027
260.000028, 4.999955, 11318, 8778, 55244.2, 55207, 83005, 117067, 164171, 245276, 982
265.000039, 5.000011, 11146, 6570, 55430.0, 54888, 84927, 127887, 202884, 246424, 924
270.000037, 4.999998, 11077, 9257, 55470.6, 55217, 84312, 118677, 180026, 218309, 1005
275.000013, 4.999976, 11108, 6640, 55948.1, 55554, 86857, 126209, 194136, 279770, 938
280.000019, 5.000006, 10984, 6769, 55489.9, 55591, 84876, 113133, 160927, 193488, 1008
285.000222, 5.000203, 11042, 10310, 55761.1, 55659, 86218, 118854, 161294, 244884, 908
290.000105, 4.999883, 11126, 7186, 55494.8, 55880, 83405, 108131, 165872, 230253, 978
295.000027, 4.999922, 11122, 6087, 56136.9, 55626, 88067, 129963, 198718, 356364, 892
300.000016, 4.999989, 11382, 6515, 55570.9, 55553, 85165, 112881, 151108, 249909, 880
301.020652, 1.020636, 2179, 6515, 55799.2, 55557, 85993, 117199, 155377, 249909, 144
