elapsed, window, total, successful, failed
5.000018, 5.000018, 497165, 497165, 0
10.000082, 5.000064, 467030, 467030, 0
15.000154, 5.000072, 463889, 463889, 0
20.000089, 4.999935, 462847, 462847, 0
25.000206, 5.000117, 460250, 460250, 0
30.000627, 5.000421, 458113, 458113, 0
35.000666, 5.000039, 462736, 462736, 0
40.000077, 4.999411, 457653, 457653, 0
45.00037, 5.000293, 463956, 463956, 0
50.000556, 5.000186, 457420, 457420, 0
55.00019, 4.999634, 461057, 461057, 0
60.000128, 4.999938, 458556, 458556, 0
65.000017, 4.999889, 460579, 460579, 0
70.000026, 5.000009, 460457, 460457, 0
75.000365, 5.000339, 463597, 463597, 0
80.000412, 5.000047, 457206, 457206, 0
85.000303, 4.999891, 458257, 458257, 0
90.000196, 4.999893, 461522, 461522, 0
95.000796, 5.0006, 461659, 461659, 0
100.000299, 4.999503, 454094, 454094, 0
105.000481, 5.000182, 458806, 458806, 0
110.00009, 4.999609, 460817, 460817, 0
115.000563, 5.000473, 462512, 462512, 0
120.000057, 4.999494, 459434, 459434, 0
125.000167, 5.00011, 461624, 461624, 0
130.000214, 5.000047, 461718, 461718, 0
135.000254, 5.00004, 459687, 459687, 0
140.000363, 5.000109, 462582, 462582, 0
145.000066, 4.999703, 463039, 463039, 0
150.000256, 5.00019, 465686, 465686, 0
155.000188, 4.999932, 459888, 459888, 0
160.0002, 5.000012, 461135, 461135, 0
165.000063, 4.999863, 459224, 459224, 0
170.000144, 5.000081, 461438, 461438, 0
175.000165, 5.000021, 462039, 462039, 0
180.00001, 4.999845, 461234, 461234, 0
185.000112, 5.000102, 466315, 466315, 0
190.000016, 4.999904, 459356, 459356, 0
195.000215, 5.000199, 463003, 463003, 0
200.000207, 4.999992, 462701, 462701, 0
205.000163, 4.999956, 462690, 462690, 0
210.000075, 4.999912, 460856, 460856, 0
215.000452, 5.000377, 461897, 461897, 0
220.000216, 4.999764, 462271, 462271, 0
225.000078, 4.999862, 465008, 465008, 0
230.000057, 4.999979, 465405, 465405, 0
235.000422, 5.000365, 459265, 459265, 0
240.000198, 4.999776, 462519, 462519, 0
245.00062, 5.000422, 465359, 465359, 0
250.000069, 4.999449, 464612, 464612, 0
255.000009, 4.99994, 463601, 463601, 0
260.000028, 5.000019, 460059, 460059, 0
265.00017, 5.000142, 462779, 462779, 0
270.000459, 5.000289, 462382, 462382, 0
275.000325, 4.999866, 466895, 466895, 0
280.00063, 5.000305, 461653, 461653, 0
285.00005, 4.99942, 464930, 464930, 0
290.00002, 4.99997, 463133, 463133, 0
295.000318, 5.000298, 465112, 465112, 0
300.000236, 4.999918, 463332, 463332, 0
301.166294, 1.166058, 42581, 42581, 0
