elapsed, window, n, min, mean, max, errors
5.000606, 5.000606,128378, 472,11960.5, 71262,19681
10.000032, 4.999426,122674, 586,11773.5, 59072,10861
15.000112, 5.00008,123461, 586,11994.4, 59072,10146
20.000658, 5.000546,121653, 725,11721.9, 68321,9726
25.000102, 4.999444,120526, 542,11861.2, 68321,9819
30.00082, 5.000718,120724, 626,11951.3, 81516,9585
35.00082, 5.0,119507, 717,12024.5, 60847,9657
40.000154, 4.999334,119754, 603,12287.1, 67614,9471
45.000062, 4.999908,119305, 651,12407.6, 70056,9348
50.000094, 5.000032,118117, 738,12347.7, 67239,9436
55.000142, 5.000048,117949, 541,12810, 66778,9300
60.000057, 4.999915,117883, 752,12808.3, 69120,9190
65.000082, 5.000025,116778, 411,12288.5, 66662,8978
70.000433, 5.000351,114400, 464,11599, 70802,8860
75.000024, 4.999591,113673, 604,12141.2, 87415,9052
80.000594, 5.00057,112765, 471,11979.1, 74404,9183
85.000055, 4.999461,112262, 471,12485.4, 80968,9059
90.000708, 5.000653,111779, 502,12711.5, 77168,8994
95.000629, 4.999921,111906, 614,12983.3, 74590,8866
100.00023, 4.999601,110107, 680,12210.7, 79489,8930
105.000761, 5.000531,110139, 671,13003.7, 79092,8895
110.000111, 4.99935,109970, 547,13524.1, 70435,8816
115.000096, 4.999985,109244, 622,13006.5, 70092,8918
120.000315, 5.000219,108757, 415,12558.1, 80032,8891
125.000659, 5.000344,108395, 415,12966.8, 83365,8639
130.000031, 4.999372,107835, 557,12836.1, 83365,8774
135.000401, 5.00037,106809, 562,12925.8, 75887,8851
140.000683, 5.000282,106609, 621,12840.8, 80497,8577
145.000158, 4.999475,106456, 385,12987.1, 78889,8538
150.000094, 4.999936,105355, 516,13043.5, 73609,8750
155.000536, 5.000442,105466, 516,13446.7, 78686,8668
160.000015, 4.999479,104369, 477,13282.8, 70035,8878
165.000335, 5.00032,104757, 477,13821.8, 76484,8621
170.00003, 4.999695,103151, 542,12996.5, 81363,8622
175.000074, 5.000044,103038, 524,13615.1, 85640,8810
180.000582, 5.000508,100750, 524,13301.8, 94483,8739
181.027584, 1.027002,15741, 561,13343.6, 94483,1365

