elapsed, window, total, successful, failed
5.000045, 5.000045,225766,203421,22345
10.000418, 5.000373,210940,195417,15523
15.000345, 4.999927,211133,196339,14794
20.000025, 4.99968,210234,196090,14144
25.001269, 5.001244,209408,195639,13769
30.000072, 4.998803,209914,196526,13388
35.000225, 5.000153,208371,196163,12208
40.000426, 5.000201,208331,196826,11505
45.000175, 4.999749,208252,196811,11441
50.000054, 4.999879,207127,196592,10535
55.000293, 5.000239,207183,197027,10156
60.000055, 4.999762,207384,196933,10451
65.000342, 5.000287,202656,192980,9676
70.00022, 4.999878,202477,193142,9335
75.000009, 4.999789,201288,192142,9146
80.000633, 5.000624,200861,192151,8710
85.000094, 4.999461,200884,192384,8500
90.000226, 5.000132,200569,192216,8353
95.000026, 4.9998,200164,192320,7844
100.000034, 5.000008,199360,191634,7726
105.000425, 5.000391,199620,192154,7466
110.000186, 4.999761,198620,191510,7110
115.000019, 4.999833,198645,191430,7215
120.000243, 5.000224,198781,191611,7170
125.000016, 4.999773,198344,191500,6844
130.000248, 5.000232,197744,190901,6843
135.000089, 4.999841,197613,191126,6487
140.00062, 5.000531,197720,190992,6728
145.001271, 5.000651,196838,190251,6587
150.00005, 4.998779,196934,190369,6565
155.000614, 5.000564,196636,190709,5927
160.000637, 5.000023,196879,191024,5855
165.000024, 4.999387,195779,189572,6207
170.000271, 5.000247,195491,189382,6109
175.00014, 4.999869,195662,189430,6232
180.000222, 5.000082,194631,188698,5933
181.061812, 1.06159,47157,45422,1735

