elapsed, window, n, min, mean, max, errors
5.000372, 5.000372,52349, 6238,49610.5, 336727,59658
10.000014, 4.999642,66931, 6088,52324.6, 258576,42134
15.000024, 5.00001,72256, 5991,52955.2, 391450,35164
20.000027, 5.000003,74433, 7066,54223.4, 365830,30384
25.000023, 4.999996,78098, 6018,53937.7, 442734,27672
30.00001, 4.999987,81679, 5678,53792, 371178,26644
35.000163, 5.000153,81003, 5907,54415.7, 381062,23625
40.000202, 5.000039,83760, 5634,54149.1, 285646,23224
45.000097, 4.999895,85429, 6964,54461, 298593,21331
50.000086, 4.999989,85612, 5884,54853.7, 379878,20861
55.000009, 4.999923,87229, 8220,55223.5, 406699,19209
60.000011, 5.000002,88468, 6267,54871.6, 365831,17696
65.000009, 4.999998,89434, 6573,54970.2, 320081,17744
70.000201, 5.000192,88761, 5889,55215.8, 447910,16808
75.000265, 5.000064,88728, 6604,55638, 381327,15795
80.000146, 4.999881,91346, 7091,55646.8, 405914,14815
85.000026, 4.99988,93657, 6946,55152.6, 356947,14937
90.00006, 5.000034,92211, 5944,55148.5, 440767,14359
95.000074, 5.000014,89244, 6785,56304.4, 484383,13411
100.000029, 4.999955,92769, 7374,56233, 379547,13663
105.000077, 5.000048,91366, 7038,55842.5, 403471,13124
110.000015, 4.999938,92435, 6021,55445, 309032,12582
115.000023, 5.000008,91928, 7543,56217.1, 414943,12519
120.000007, 4.999984,91885, 7305,56141.3, 443618,11844
125.000017, 5.00001,91873, 5917,56838.9, 364078,11221
130.000019, 5.000002,91649, 6416,56635.7, 380680,10743
135.000017, 4.999998,92411, 6940,56744.7, 409348,10620
140.000018, 5.000001,92857, 6774,57009.5, 486541,10560
145.000031, 5.000013,96011, 6474,55773.9, 347912,10331
150.000052, 5.000021,93955, 6578,56587.8, 385899,10054
155.000114, 5.000062,93658, 6751,56876, 398149,10229
160.00007, 4.999956,94335, 6674,56840.1, 456381,9905
165.000104, 5.000034,95251, 6451,56666.5, 366111,9907
170.000129, 5.000025,92404, 7965,57160.1, 565830,9608
175.000156, 5.000027,92925, 6060,57352.6, 413220,9306
180.000018, 4.999862,93374, 5729,57579.6, 492880,8926
185.000102, 5.000084,93069, 6414,57386, 573297,8697
190.00004, 4.999938,92543, 6333,57963.5, 573297,8799
195.00009, 5.00005,93980, 6233,57595.7, 425793,8559
200.000031, 4.999941,93459, 5874,58063.6, 421186,8453
205.000012, 4.999981,93097, 5874,58175, 460012,8836
210.000031, 5.000019,94415, 6004,57540.2, 434391,8391
215.000169, 5.000138,96525, 6639,57430.2, 440478,7990
220.000097, 4.999928,95809, 5731,57192.2, 512941,8068
225.000235, 5.000138,96727, 5816,57036.5, 371032,7916
230.00008, 4.999845,92916, 7243,57944.2, 454122,7565
235.000648, 5.000568,92994, 5788,58408.8, 447593,7528
240.00024, 4.999592,92661, 6671,58232.6, 701626,7386
245.000015, 4.999775,92736, 6143,58226.6, 459231,7429
250.000032, 5.000017,93539, 5957,58541.3, 473100,7068
255.000022, 4.99999,93370, 6970,58433.2, 521904,7136
260.000007, 4.999985,94003, 7068,58333.4, 505378,6971
265.000102, 5.000095,93008, 7033,58592.9, 522837,7039
270.000012, 4.99991,94509, 6315,58467.5, 430592,6891
275.000024, 5.000012,95968, 7088,58046.4, 406702,7161
280.000007, 4.999983,92246, 6992,59200.9, 611731,7019
285.000082, 5.000075,93867, 5917,59303, 611731,6549
290.00012, 5.000038,92424, 5820,59713.7, 658457,6684
295.000069, 4.999949,92564, 5852,59594.8, 521825,6296
300.000115, 5.000046,92359, 5792,59414.7, 517239,6581
301.020497, 1.020382,18175, 5681,59232.8, 517239,1275

