elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.002873, 5.002873, 182272, 10352, 25635.9, 25144, 32268, 37713, 43316, 48523, 0
10.000012, 4.997139, 172914, 10233, 26121.8, 25530, 33901, 39062, 44283, 52923, 0
15.000929, 5.000917, 171929, 8166, 26050.2, 25369, 33829, 38623, 43550, 52749, 0
20.000196, 4.999267, 172963, 9647, 26030.1, 25397, 33216, 38747, 46008, 58256, 0
25.000021, 4.999825, 170479, 9647, 26111.5, 25353, 33769, 38664, 44873, 53595, 0
30.000209, 5.000188, 174626, 11186, 26079.3, 25374, 33434, 38382, 44944, 53595, 0
35.000036, 4.999827, 171809, 10525, 26142.0, 25496, 33790, 38947, 45039, 56795, 0
40.000067, 5.000031, 171958, 9036, 26088.4, 25439, 33594, 38979, 44140, 54533, 0
45.000587, 5.00052, 172972, 8354, 25998.6, 25466, 33204, 38147, 44116, 56806, 0
50.000187, 4.9996, 174495, 9275, 25980.1, 25404, 33326, 38501, 43753, 52244, 0
55.000138, 4.999951, 169548, 10500, 26087.8, 25442, 34171, 39393, 46154, 61015, 0
60.000031, 4.999893, 172151, 9229, 26100.9, 25392, 33933, 39584, 47435, 61508, 0
65.000049, 5.000018, 172693, 10889, 26121.1, 25418, 33623, 38793, 45073, 53200, 0
70.001931, 5.001882, 171680, 8607, 26065.0, 25424, 33540, 39617, 46480, 59681, 0
75.002037, 5.000106, 172784, 9651, 26291.4, 25559, 34286, 39688, 46218, 68322, 0
80.000439, 4.998402, 172730, 10809, 25971.2, 25330, 33767, 38566, 44055, 51122, 0
85.000934, 5.000495, 173637, 8372, 26151.7, 25576, 33311, 38213, 44023, 51077, 0
90.000981, 5.000047, 169110, 8825, 26179.8, 25512, 33982, 38820, 44717, 57666, 0
95.000942, 4.999961, 172354, 9803, 26002.5, 25436, 33428, 38847, 44758, 57419, 0
100.000933, 4.999991, 171524, 10742, 26317.0, 25499, 34621, 40112, 47530, 67498, 0
105.000205, 4.999272, 171673, 9752, 26198.0, 25472, 34087, 39408, 46212, 60843, 0
110.001245, 5.00104, 170758, 8460, 26344.1, 25482, 34839, 42975, 54535, 63891, 0
115.002073, 5.000828, 171374, 8460, 26180.9, 25392, 34220, 40786, 52726, 61058, 0
120.000159, 4.998086, 173308, 10612, 26126.9, 25435, 33832, 39262, 45389, 55620, 0
125.000043, 4.999884, 174843, 9716, 25741.2, 25264, 32652, 38292, 43027, 57153, 0
130.000061, 5.000018, 170767, 10613, 26123.1, 25468, 33627, 38244, 43347, 57153, 0
135.000987, 5.000926, 171154, 10236, 26360.6, 25517, 34813, 40096, 47689, 56102, 0
140.000062, 4.999075, 171218, 10073, 26240.6, 25523, 33864, 39200, 44966, 58835, 0
145.000055, 4.999993, 172129, 10552, 26252.7, 25556, 33945, 39665, 46691, 60221, 0
150.000934, 5.000879, 172018, 10036, 26123.0, 25528, 33066, 38459, 46537, 62269, 0
155.00003, 4.999096, 170748, 9391, 26188.0, 25480, 33641, 38836, 43789, 58389, 0
160.000023, 4.999993, 171779, 9765, 26173.5, 25460, 33749, 39313, 46309, 61386, 0
165.000931, 5.000908, 172488, 10143, 26085.1, 25490, 33360, 38447, 43760, 57040, 0
170.000941, 5.00001, 171963, 9636, 26258.8, 25516, 34018, 38860, 45170, 55445, 0
175.000897, 4.999956, 171139, 9007, 26188.0, 25429, 34210, 39790, 47029, 57854, 0
180.001034, 5.000137, 171959, 10297, 26093.0, 25461, 33577, 39243, 44864, 56729, 0
185.000292, 4.999258, 170576, 10645, 26226.0, 25545, 33919, 39309, 46293, 62417, 0
190.000933, 5.000641, 174303, 10492, 25997.8, 25355, 33768, 40084, 47104, 57786, 0
195.00193, 5.000997, 172107, 9185, 26280.5, 25517, 34329, 39469, 46187, 59028, 0
200.000935, 4.999005, 170583, 10549, 26102.0, 25364, 34008, 39488, 45923, 58169, 0
205.001147, 5.000212, 170644, 10562, 26197.9, 25431, 34203, 39572, 46641, 59723, 0
210.000135, 4.998988, 169717, 9904, 26505.2, 25607, 35237, 40100, 46414, 60280, 0
215.000964, 5.000829, 172741, 10026, 26127.4, 25433, 33982, 39414, 45581, 55914, 0
220.000932, 4.999968, 169478, 11243, 26427.3, 25488, 35062, 42165, 52230, 67075, 0
225.00131, 5.000378, 174901, 8752, 26156.2, 25475, 34053, 39610, 46187, 53675, 0
230.000081, 4.998771, 168258, 10262, 26265.4, 25491, 34446, 39856, 46650, 56805, 0
235.000584, 5.000503, 171655, 10334, 26183.8, 25464, 33766, 39167, 45771, 57228, 0
240.000125, 4.999541, 171143, 10206, 26225.1, 25585, 33531, 38800, 45396, 56068, 0
245.000037, 4.999912, 172990, 9872, 26169.5, 25556, 33389, 38837, 44810, 53893, 0
250.000947, 5.00091, 172695, 10098, 26094.7, 25361, 34359, 39708, 46781, 60189, 0
255.000428, 4.999481, 172535, 10323, 25927.1, 25323, 33002, 38721, 43747, 53927, 0
260.000797, 5.000369, 171198, 9739, 26274.2, 25471, 34065, 39532, 45589, 61243, 0
265.000939, 5.000142, 170778, 10068, 26132.6, 25406, 33852, 38935, 45575, 61677, 0
270.000929, 4.99999, 171659, 10363, 26178.0, 25499, 33885, 39008, 44436, 55892, 0
275.000056, 4.999127, 174433, 8674, 26068.2, 25412, 33685, 39133, 45577, 61485, 0
280.000495, 5.000439, 169961, 9145, 26215.1, 25470, 34056, 39814, 47257, 60633, 0
285.000274, 4.999779, 171066, 9593, 26185.3, 25507, 33771, 39849, 46003, 58489, 0
290.000937, 5.000663, 171628, 8765, 26158.6, 25400, 34274, 40626, 51656, 58743, 0
295.000179, 4.999242, 173421, 10248, 26186.5, 25360, 34003, 40033, 49261, 61707, 0
300.001064, 5.000885, 169441, 11103, 26271.5, 25498, 34452, 39609, 47120, 54940, 0
301.038741, 1.037677, 27213, 11103, 26211.6, 25477, 34058, 39138, 46871, 54940, 0
