elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.000775, 5.000775, 502273, 9079, 58497.9, 58197, 84584, 95532, 108870, 136386, 0
10.000374, 4.999599, 512654, 19630, 72436.8, 71773, 99739, 116309, 143510, 206668, 0
15.000645, 5.000271, 488202, 20483, 73263.7, 72555, 100649, 117655, 153901, 232058, 0
20.000099, 4.999454, 489117, 18360, 73379.5, 72661, 101201, 118169, 146275, 220426, 0
25.000583, 5.000484, 488845, 18360, 73350.6, 72787, 100141, 115334, 143004, 219522, 0
30.000101, 4.999518, 482461, 16644, 73777.3, 73197, 100646, 116216, 143305, 190535, 0
35.001492, 5.001391, 490870, 16644, 73676.6, 73045, 100973, 117452, 147063, 217320, 0
40.000411, 4.998919, 481552, 19911, 73784.4, 73049, 101697, 120032, 149604, 245912, 0
45.000138, 4.999727, 488174, 19911, 73766.6, 73254, 100675, 115276, 143423, 199221, 0
50.000519, 5.000381, 478902, 16272, 73899.3, 73383, 100328, 115010, 144733, 221183, 0
55.000052, 4.999533, 483422, 20346, 74012.8, 73373, 101084, 117399, 149026, 259509, 0
60.000319, 5.000267, 482246, 20437, 73839.0, 73354, 100615, 114804, 135987, 183286, 0
65.000721, 5.000402, 489039, 15363, 73531.2, 72956, 100443, 116062, 140909, 195210, 0
70.000057, 4.999336, 479073, 15298, 74080.2, 72891, 102330, 131759, 188337, 322957, 0
75.000501, 5.000444, 492970, 15465, 73546.6, 72920, 100280, 117134, 155884, 229143, 0
80.000053, 4.999552, 472705, 20099, 74330.0, 73639, 101852, 118586, 155352, 249478, 0
85.000408, 5.000355, 486030, 18895, 74332.5, 73686, 102174, 118511, 145291, 209803, 0
90.000471, 5.000063, 480742, 16766, 74290.0, 73530, 102630, 120085, 146155, 202905, 0
95.000596, 5.000125, 482109, 17290, 74344.0, 73616, 102812, 119066, 144478, 224460, 0
100.000236, 4.99964, 473930, 16193, 74442.4, 73682, 102601, 120760, 150028, 227328, 0
105.000863, 5.000627, 486475, 16193, 74321.7, 73706, 101526, 116858, 147754, 332878, 0
110.000017, 4.999154, 482625, 20901, 74077.5, 73478, 101421, 116892, 149284, 241601, 0
