elapsed, window, n, min, mean, max, errors
5.00019, 5.00019,22432, 2552,82545.9, 426601,12890
10.00076, 5.00057,19576, 2239,117602, 489551,6094
15.000115, 4.999355,20133, 2626,119890, 512815,5685
20.000299, 5.000184,20219, 3193,118399, 480886,5455
25.000211, 4.999912,20179, 3113,119722, 548336,5414
30.00019, 4.999979,19924, 1659,124458, 511872,5135
35.000077, 4.999887,20529, 1103,130651, 664961,4810
40.000407, 5.00033,20460, 1219,122012, 753286,4799
45.000279, 4.999872,20287, 2575,121112, 550491,4489
50.000757, 5.000478,20352, 2088,125906, 555492,4328
55.000011, 4.999254,20367, 2842,119328, 607814,4414
60.000029, 5.000018,20465, 2594,122798, 611980,4148
65.000292, 5.000263,20404, 2025,127148, 546722,4051
70.001017, 5.000725,20482, 2977,123883, 594512,3958
75.000032, 4.999015,20158, 1742,119057, 660872,4094
80.000024, 4.999992,20269, 1864,122764, 597247,4012
85.000026, 5.000002,20310, 2027,131514, 552589,3834
90.000137, 5.000111,19894, 1671,138368, 731239,3777
95.00009, 4.999953,20009, 1711,137385, 577731,3850
100.000543, 5.000453,19741, 1019,141813, 643254,3832
105.000018, 4.999475,19792, 1407,137994, 718413,3734
110.000313, 5.000295,19753, 1459,140819, 785761,3611
115.000442, 5.000129,19810, 890,140261, 654804,3635
120.000122, 4.99968,19722, 1615,139007, 683728,3609
125.000154, 5.000032,19569, 1195,142109, 782782,3764
130.000503, 5.000349,19420, 978,146466, 638917,3546
135.000065, 4.999562,19698, 978,146050, 784932,3371
140.000125, 5.00006,19600, 1459,140204, 784932,3506
145.000629, 5.000504,19507, 1607,142934, 854451,3422
150.000125, 4.999496,19560, 1908,137091, 820016,3372
155.001085, 5.00096,19615, 2056,143222, 837579,3417
160.000039, 4.998954,19683, 2074,137935, 592915,3317
165.000836, 5.000797,19278, 510,145012, 627628,3270
170.000118, 4.999282,19417, 1994,141432, 685988,3256
175.00005, 4.999932,19258, 2488,137344, 829563,3176
180.000332, 5.000282,20145, 2055,140159, 623336,3202
181.025662, 1.02533,4015, 753,132231, 623336,585

