elapsed, window, total, successful, failed
5.000018, 5.000018,489432,475438,13994
10.000018, 5.0,409467,403695,5772
15.000069, 5.000051,411458,406904,4554
20.000123, 5.000054,408850,405072,3778
25.000067, 4.999944,407924,404594,3330
30.000047, 4.99998,409889,406843,3046
35.00007, 5.000023,406135,403409,2726
40.00015, 5.00008,406332,403837,2495
45.000115, 4.999965,405466,403147,2319
50.000065, 4.99995,403271,401044,2227
55.000033, 4.999968,403253,401332,1921
60.000021, 4.999988,410622,408735,1887
65.00001, 4.999989,406747,404807,1940
70.000092, 5.000082,406158,404325,1833
75.000039, 4.999947,403791,402185,1606
80.000128, 5.000089,407408,405638,1770
85.000009, 4.999881,406447,404897,1550
90.000164, 5.000155,405302,403891,1411
95.000059, 4.999895,405669,404201,1468
100.000139, 5.00008,403097,401740,1357
105.000057, 4.999918,406365,404838,1527
110.00029, 5.000233,409872,408453,1419
115.000023, 4.999733,404459,403226,1233
120.000297, 5.000274,403853,402566,1287
125.000027, 4.99973,409636,408442,1194
130.000276, 5.000249,403583,402385,1198
135.000174, 4.999898,405051,403909,1142
140.000102, 4.999928,403636,402379,1257
145.000051, 4.999949,403683,402502,1181
150.000614, 5.000563,402355,401248,1107
155.000062, 4.999448,407427,406314,1113
160.000195, 5.000133,401706,400649,1057
165.000013, 4.999818,403254,402177,1077
170.000014, 5.000001,404955,404028,927
175.000057, 5.000043,398577,397574,1003
180.000018, 4.999961,403078,402097,981
185.000136, 5.000118,400427,399484,943
190.000027, 4.999891,401701,400795,906
195.000046, 5.000019,401013,400061,952
200.000271, 5.000225,401627,400751,876
205.000082, 4.999811,399486,398706,780
210.001093, 5.001011,399088,398267,821
215.000296, 4.999203,402011,401112,899
220.00029, 4.999994,404426,403576,850
225.000232, 4.999942,400926,400088,838
230.000062, 4.99983,402772,401944,828
235.000046, 4.999984,400223,399429,794
240.000264, 5.000218,402608,401795,813
245.000024, 4.99976,403310,402529,781
250.000087, 5.000063,402519,401732,787
255.000038, 4.999951,402427,401591,836
260.000197, 5.000159,399736,398980,756
265.000055, 4.999858,399691,398931,760
270.000967, 5.000912,400706,400000,706
275.000025, 4.999058,402535,401789,746
280.000122, 5.000097,401423,400676,747
285.000011, 4.999889,402122,401410,712
290.000016, 5.000005,401133,400386,747
295.000157, 5.000141,399519,398800,719
300.000378, 5.000221,398459,397804,655
301.025705, 1.025327,89260,89125,135

