elapsed, window, n, min, mean, max, errors
5.000505, 5.000505,218029, 2549,19415.1, 96830,4452
10.000038, 4.999533,190113, 1592,19521.8, 1023991,5625
15.000544, 5.000506,187120, 2477,19151.5, 137930,5970
20.000478, 4.999934,186266, 2358,20417.9, 105462,5575
25.000064, 4.999586,183928, 1783,20135.8, 81912,5758
30.000636, 5.000572,182740, 2961,20214.1, 100004,5764
35.000498, 4.999862,181220, 2644,20593.4, 103366,5693
40.000215, 4.999717,178840, 2372,20481.1, 121695,5787
45.000057, 4.999842,178263, 2809,20939.6, 91277,5790
50.000048, 4.999991,177265, 2718,21707.5, 99860,5718
55.001463, 5.001415,173916, 2461,21189.5, 109453,5676
60.000102, 4.998639,173530, 2900,21507.1, 107712,5739
65.000043, 4.999941,171246, 2498,21958.7, 102339,5681
70.000154, 5.000111,170811, 2921,21416.6, 112704,5775
75.000007, 4.999853,167777, 2844,21203.4, 115872,5981
80.000509, 5.000502,166498, 2305,22226.8, 114452,5686
85.000101, 4.999592,165409, 2305,22816.7, 122537,5666
90.000069, 4.999968,163147, 2331,22706.8, 1008602,5711
95.000187, 5.000118,162788, 3515,23544.2, 1014153,5802
100.000029, 4.999842,160538, 2376,23343, 1015744,5758
105.000223, 5.000194,158541, 2751,24328.1, 1024293,5739
110.000118, 4.999895,158380, 2343,24286.8, 1020518,5577
115.000503, 5.000385,156126, 2035,23864.3, 1020593,5734
120.000328, 4.999825,154873, 2788,24779.7, 1012617,5609
125.00156, 5.001232,153677, 1720,24689.4, 1008952,5616
130.000193, 4.998633,152687, 2638,24460.5, 1028653,5783
135.000514, 5.000321,150991, 2437,24840.9, 1026391,5767
140.000037, 4.999523,148994, 2662,24597.8, 1036286,5746
145.000055, 5.000018,148855, 2633,25739.1, 1036286,5641
150.00035, 5.000295,147832, 2983,25105.1, 160140,5852
155.000267, 4.999917,146012, 2367,25325.2, 1011932,5711
160.000158, 4.999891,145004, 2876,26085.6, 130483,5767
165.000199, 5.000041,144736, 2270,25864, 1023225,5708
170.000329, 5.00013,142764, 2358,26437.9, 1020004,5559
175.000213, 4.999884,141560, 2150,26053.8, 1010362,5756
180.000054, 4.999841,140812, 2349,25910.5, 1037265,5593
181.032264, 1.03221,22837, 2349,25848.9, 1051566,1012

