elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.000018, 5.000018, 1682, 13397, 63147.1, 61391, 97612, 127113, 193678, 259159, 3463
10.000081, 5.000063, 2168, 13397, 62018.4, 62159, 87845, 102679, 120615, 130495, 3309
15.000028, 4.999947, 2128, 12397, 62157.1, 62434, 88269, 101149, 120615, 130902, 3092
20.000062, 5.000034, 2180, 12268, 62518.2, 62801, 88449, 101844, 119332, 128169, 3134
25.000769, 5.000707, 2317, 12734, 62351.6, 63107, 89677, 103681, 120132, 142167, 3097
30.00017, 4.999401, 2320, 12734, 62886.5, 63195, 89343, 100120, 122782, 142167, 3281
35.00008, 4.99991, 2316, 12985, 62720.3, 63076, 89542, 101091, 121019, 127379, 3030
40.000259, 5.000179, 2216, 10489, 62835.0, 62765, 89848, 104208, 121005, 122994, 2914
45.00002, 4.999761, 2343, 15109, 63405.0, 63850, 89333, 101900, 113565, 128321, 3142
50.000584, 5.000564, 2286, 12660, 63233.1, 63470, 90119, 103551, 115299, 122132, 3080
55.000036, 4.999452, 2292, 12660, 62915.8, 63466, 88825, 102351, 121231, 138340, 3073
60.000022, 4.999986, 2379, 13518, 62696.8, 63052, 89932, 106025, 121697, 129585, 2976
65.000046, 5.000024, 2291, 12834, 63006.9, 63521, 89373, 102517, 123464, 143239, 3043
70.000022, 4.999976, 2387, 14130, 62211.0, 62920, 87837, 102968, 115821, 125118, 3092
75.000041, 5.000019, 2387, 14229, 63449.6, 63998, 89290, 104706, 119580, 128745, 3119
80.000017, 4.999976, 2347, 15713, 62779.8, 63286, 89308, 101904, 119575, 135058, 2977
85.000188, 5.000171, 2264, 14244, 63206.8, 63815, 87932, 102839, 115391, 138937, 3101
90.000024, 4.999836, 2368, 13152, 62856.6, 63251, 88872, 103625, 123870, 129177, 3034
95.000289, 5.000265, 2324, 13179, 63065.8, 63471, 90532, 103576, 122323, 127668, 3034
100.000014, 4.999725, 2320, 11625, 62599.2, 62672, 89158, 103549, 115386, 127685, 2958
105.000056, 5.000042, 2387, 14559, 63694.3, 64345, 91436, 107325, 126586, 134433, 3024
110.000728, 5.000672, 2384, 14005, 63078.1, 63274, 88925, 104064, 123176, 145065, 3025
115.000014, 4.999286, 2319, 13889, 62654.6, 63154, 89084, 100511, 122094, 134930, 2926
120.000042, 5.000028, 2368, 14576, 63185.3, 63480, 90158, 102455, 119725, 133072, 2967
125.000042, 5.0, 2342, 14576, 63123.4, 63812, 89990, 103171, 116657, 147402, 3125
130.00003, 4.999988, 2426, 13978, 63136.6, 63618, 89507, 107515, 124761, 129551, 3092
135.000087, 5.000057, 2234, 12290, 62836.1, 63242, 89981, 106266, 121434, 129356, 2875
140.000065, 4.999978, 2295, 13866, 62659.9, 63153, 89195, 102368, 115059, 137994, 3140
145.00019, 5.000125, 2408, 14229, 63098.3, 63594, 89298, 101313, 120555, 126867, 3050
150.000014, 4.999824, 2294, 14449, 62768.5, 63153, 88515, 99813, 113342, 140494, 2997
155.000011, 4.999997, 2267, 14512, 63143.6, 63608, 89095, 100103, 115877, 130484, 3070
160.00001, 4.999999, 2324, 13467, 63463.4, 64043, 90716, 106016, 125117, 137451, 2986
165.000016, 5.000006, 2396, 13467, 63088.4, 64015, 90208, 105761, 118870, 134170, 3056
170.000114, 5.000098, 2372, 13156, 63172.9, 63813, 90433, 105019, 118538, 132839, 3092
175.000017, 4.999903, 2376, 14952, 62542.0, 62960, 88852, 101286, 121102, 141143, 3034
180.000181, 5.000164, 2296, 13757, 63233.2, 63835, 89041, 106799, 124982, 134117, 3026
185.000062, 4.999881, 2344, 13504, 62930.8, 63669, 90489, 102431, 118864, 132228, 2994
190.000835, 5.000773, 2323, 14366, 63242.2, 63616, 89791, 106522, 123455, 133189, 3047
195.000013, 4.999178, 2266, 13195, 62909.2, 63462, 88786, 101577, 120799, 133189, 2988
200.000122, 5.000109, 2406, 13064, 62794.3, 63304, 89893, 102463, 119995, 145495, 3073
205.000105, 4.999983, 2394, 13269, 63828.8, 63500, 91220, 105879, 126109, 149170, 2994
210.000065, 4.99996, 2322, 12718, 63043.0, 63331, 89694, 103565, 120521, 138840, 2874
215.000094, 5.000029, 2319, 13703, 63476.6, 63973, 89809, 102722, 116213, 146859, 3057
220.000014, 4.99992, 2345, 13181, 63207.4, 63789, 90697, 104353, 131731, 150000, 3077
225.000011, 4.999997, 2351, 13161, 62837.5, 63498, 88558, 103184, 118678, 131002, 3041
230.00001, 4.999999, 2291, 13746, 62757.7, 63505, 88335, 104173, 126135, 144352, 2872
235.000131, 5.000121, 2309, 11753, 64090.5, 64081, 90350, 106133, 119083, 142822, 3048
240.000022, 4.999891, 2325, 12518, 63670.2, 63776, 90263, 105970, 115746, 128190, 2968
245.000097, 5.000075, 2331, 13000, 62902.3, 63432, 88827, 103415, 118154, 142462, 2992
250.000039, 4.999942, 2308, 12809, 62521.5, 63207, 88127, 100562, 117822, 143233, 2878
255.000029, 4.99999, 2269, 14400, 62060.1, 62743, 87968, 101732, 115567, 143233, 3043
260.000206, 5.000177, 2361, 14400, 63102.4, 63573, 90513, 104115, 125011, 138675, 2960
