elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.000248, 5.000248, 35840, 8333, 44021.0, 42460, 65018, 76473, 114237, 1073766, 4442
10.000131, 4.999883, 30257, 7110, 42304.8, 41768, 63884, 74236, 100220, 141829, 5183
15.000009, 4.999878, 30922, 6481, 42538.9, 41818, 64379, 75978, 101278, 141829, 5634
20.00076, 5.000751, 30190, 7271, 42415.4, 41896, 63581, 72485, 91106, 121271, 5380
25.000456, 4.999696, 29013, 8170, 42685.1, 41975, 64539, 74878, 103110, 145496, 5761
30.000039, 4.999583, 29032, 6749, 42425.5, 41663, 64524, 76655, 110927, 153684, 5291
35.000004, 4.999965, 29359, 9024, 42875.3, 42311, 64590, 75297, 102312, 162625, 5821
40.000183, 5.000179, 29183, 7038, 42619.1, 42008, 64474, 74689, 109367, 157704, 5376
45.000049, 4.999866, 28137, 7975, 43033.2, 42281, 65103, 76383, 109367, 157704, 5694
50.00031, 5.000261, 30352, 7138, 42694.8, 42002, 64655, 75476, 100589, 144541, 5494
55.000166, 4.999856, 29168, 7138, 42839.6, 42118, 65313, 78259, 107507, 167455, 5688
60.000078, 4.999912, 27440, 7988, 42949.4, 42186, 65225, 76149, 104366, 158478, 5347
65.000093, 5.000015, 29203, 8651, 42936.2, 42289, 64989, 75170, 99185, 128103, 5643
70.000012, 4.999919, 28655, 7090, 43176.2, 42379, 65342, 77274, 115175, 143749, 5596
75.000078, 5.000066, 27215, 7751, 43507.8, 42658, 65954, 78509, 113178, 143029, 5249
80.000012, 4.999934, 27151, 9488, 43950.1, 43063, 66625, 79554, 105841, 164712, 5722
85.000034, 5.000022, 28731, 7244, 43458.6, 42443, 66321, 81762, 112983, 151845, 5268
90.000021, 4.999987, 28161, 8163, 43749.1, 42785, 66970, 82551, 116747, 151845, 5571
95.000013, 4.999992, 28024, 7969, 43485.1, 42570, 66054, 80702, 121516, 176874, 5442
100.000037, 5.000024, 28123, 8144, 43341.2, 42582, 65578, 77671, 110376, 156670, 5476
105.000104, 5.000067, 27957, 9101, 43960.0, 42939, 66578, 82200, 121328, 174539, 5632
110.000038, 4.999934, 27681, 8118, 43808.1, 42891, 66721, 81445, 112116, 172811, 5194
115.000117, 5.000079, 28444, 7510, 43876.7, 43071, 66408, 78639, 106701, 152274, 5732
120.00009, 4.999973, 27949, 8607, 43810.4, 42969, 66438, 78884, 107616, 145337, 5247
125.000024, 4.999934, 27434, 8457, 44582.5, 43475, 68101, 84077, 122899, 166863, 5653
130.000304, 5.00028, 26909, 8980, 43977.4, 43327, 66164, 77192, 98981, 132154, 5386
135.000025, 4.999721, 26195, 6575, 44190.3, 43410, 67275, 79073, 110613, 137220, 5304
140.000111, 5.000086, 26513, 6575, 44403.4, 43385, 67591, 81835, 116683, 191001, 5573
145.000502, 5.000391, 27488, 7969, 43963.4, 43222, 66393, 77188, 102723, 158506, 5215
150.000052, 4.99955, 27193, 8819, 44678.6, 43629, 68274, 83722, 116677, 170957, 5512
155.000013, 4.999961, 26474, 8217, 44462.0, 43664, 67479, 81445, 114602, 169222, 5373
160.000463, 5.00045, 26746, 8188, 44941.2, 44044, 68093, 83462, 115123, 142787, 5243
165.000011, 4.999548, 26492, 7959, 44585.8, 43704, 67569, 80229, 105831, 143208, 5587
170.000128, 5.000117, 26479, 8207, 44636.7, 43621, 67924, 84754, 114612, 159935, 5079
175.000026, 4.999898, 26632, 7283, 45189.9, 43987, 69770, 89309, 126888, 166023, 5511
180.000069, 5.000043, 25684, 7283, 44870.2, 43779, 69018, 86058, 120997, 152650, 5247
181.022998, 1.022929, 5207, 7536, 45008.0, 43829, 69415, 87943, 119127, 152650, 1163
