elapsed, window, n, min, mean, max, errors
5.0001, 5.0001,36621, 8288,45761.6, 115973,26423
10.000056, 4.999956,38312, 7600,45890, 95137,22731
15.000149, 5.000093,38743, 8481,46002.9, 100999,22243
20.000009, 4.99986,39026, 8253,46016.7, 93138,21953
25.00016, 5.000151,39021, 7953,45864.1, 100541,21941
30.000083, 4.999923,38877, 8749,45960, 103866,21618
35.000101, 5.000018,38151, 8826,45989.6, 97783,21302
40.000017, 4.999916,38771, 8197,45881.3, 92408,21263
45.000098, 5.000081,38263, 9642,46056.5, 100102,21104
50.000036, 4.999938,38712, 9976,45993.7, 93687,21065
55.00039, 5.000354,39094, 9172,46190.4, 96355,21596
60.000086, 4.999696,39500, 9171,46109.5, 105553,21384
65.000033, 4.999947,38983, 9400,46101.9, 110649,21318
70.000456, 5.000423,39517, 8928,46142.3, 104871,21479
75.000229, 4.999773,39197, 8263,46069.4, 108708,21350
80.000555, 5.000326,38947, 9363,46136.1, 107056,21202
85.000007, 4.999452,38963, 9345,46200.8, 124431,21155
90.000022, 5.000015,38938, 10614,46364.7, 106233,21285
95.000011, 4.999989,39368, 8654,45945.7, 95966,21544
100.000017, 5.000006,38864, 9075,46304.1, 106549,21173
105.000089, 5.000072,39285, 7873,46191.7, 95459,21304
110.000021, 4.999932,38944, 10515,46258.3, 97850,21227
115.00003, 5.000009,38492, 9411,46316.4, 112621,20725
120.000036, 5.000006,39444, 9012,46119.7, 109217,21456
125.00005, 5.000014,39002, 9123,46275, 119120,21034
130.000474, 5.000424,38604, 9246,46196.8, 97732,20729
135.000082, 4.999608,39120, 8922,46397.2, 104781,21280
140.000013, 4.999931,39550, 9678,46220.9, 106402,21422
145.000028, 5.000015,39173, 9401,46329.1, 112735,21085
150.000033, 5.000005,39255, 9805,46300.7, 92557,21463
155.00027, 5.000237,39528, 9625,46198.4, 113642,21180
160.000326, 5.000056,39510, 9386,46260.9, 94477,21096
165.000096, 4.99977,39283, 10122,46189, 98598,21110
170.000029, 4.999933,39645, 9924,46381.1, 107334,21353
175.000056, 5.000027,39443, 8440,46351.1, 97063,21437
180.000034, 4.999978,38943, 8962,46601.3, 1064146,20851
181.023377, 1.023343,6047, 8962,46462.7, 1064146,3314

