elapsed, window, n, min, mean, max, errors
5.000072, 5.000072,130441, 890,14988.6, 59599,55439
10.00003, 4.999958,138587, 478,15020, 70377,37419
15.000033, 5.000003,132057, 1065,15104.3, 40043,35407
20.000012, 4.999979,132762, 901,15111.7, 48301,34444
25.000122, 5.00011,131914, 1527,15139.2, 48667,33376
30.000068, 4.999946,131572, 872,15172, 55041,32836
35.000095, 5.000027,132302, 577,15209.4, 61289,32447
40.000408, 5.000313,133146, 563,15175.7, 61289,32367
45.000164, 4.999756,133343, 799,15203.4, 51088,32284
50.000082, 4.999918,133925, 1038,15214.7, 58509,32135
55.001345, 5.001263,120137, 782,15074.5, 49101,28693
60.000015, 4.99867,117786, 0,15065.9, 58720,27968
65.000021, 5.000006,118017, 0,15048, 51006,27747
70.000018, 4.999997,117310, 0,15074.1, 48443,27778
75.000487, 5.000469,119072, 0,15080.2, 42229,27999
80.000264, 4.999777,118289, 0,15106.6, 40455,27552
85.000208, 4.999944,116772, 0,15108, 46972,27632
90.000011, 4.999803,118126, 0,15128.9, 44418,27671
95.000054, 5.000043,117988, 0,15117.7, 41901,27115
100.000014, 4.99996,119550, 0,15200.5, 57261,27931
105.000074, 5.00006,118088, 0,15216.5, 40484,27766
110.000121, 5.000047,117405, 0,15251.6, 57369,27506
115.000217, 5.000096,118598, 0,15262.3, 41148,27882
120.000039, 4.999822,118056, 0,15282.5, 45228,27697
125.000039, 5.0,117273, 0,15394.3, 47493,27783
130.000259, 5.00022,118151, 0,15448.4, 49765,27584
135.000176, 4.999917,102982, 0,16048.9, 53954,26911
140.000242, 5.000066,103109, 0,16174.4, 46294,27248
145.000127, 4.999885,102742, 0,16243, 51315,27065
150.00005, 4.999923,101726, 0,16302.9, 46823,27150
155.000083, 5.000033,100655, 0,16375.9, 50027,26774
160.000076, 4.999993,100649, 0,16472.5, 56730,26611
165.000106, 5.00003,100012, 0,16476.1, 54572,26450
170.000119, 5.000013,98812, 0,16552.9, 60912,26248
175.001405, 5.001286,87928, 0,16495.3, 64097,23240
180.001411, 5.000006,86322, 0,16601.9, 49815,23344
181.020178, 1.018767,16551, 0,16578.4, 49815,4645

