elapsed, window, total, successful, failed
5.000072, 5.000072,474860,379289,95571
10.00003, 4.999958,449423,368852,80571
15.000033, 5.000003,429034,347989,81045
20.000012, 4.999979,429748,349594,80154
25.000122, 5.00011,424201,344808,79393
30.000068, 4.999946,424474,345660,78814
35.000095, 5.000027,423916,345534,78382
40.000408, 5.000313,425838,347727,78111
45.000164, 4.999756,425237,346678,78559
50.000082, 4.999918,427634,349088,78546
55.001345, 5.001263,384764,314482,70282
60.000015, 4.99867,376103,307610,68493
65.000021, 5.000006,373987,305986,68001
70.000018, 4.999997,373469,305186,68283
75.000487, 5.000469,378777,310252,68525
80.000264, 4.999777,376609,308303,68306
85.000208, 4.999944,373394,305536,67858
90.000011, 4.999803,375225,306843,68382
95.000054, 5.000043,376303,308573,67730
100.000014, 4.99996,379608,310682,68926
105.000074, 5.00006,377074,308288,68786
110.000121, 5.000047,374898,306375,68523
115.000217, 5.000096,378620,309512,69108
120.000039, 4.999822,375368,306691,68677
125.000039, 5.0,376525,307353,69172
130.000259, 5.00022,377430,308335,69095
135.000176, 4.999917,337072,269028,68044
140.000242, 5.000066,339605,270815,68790
145.000127, 4.999885,338232,269903,68329
150.00005, 4.999923,335825,267985,67840
155.000083, 5.000033,329716,262608,67108
160.000076, 4.999993,330749,263843,66906
165.000106, 5.00003,327767,261848,65919
170.000119, 5.000013,324946,259203,65743
175.001405, 5.001286,280830,223814,57016
180.001411, 5.000006,274040,217922,56118
181.020178, 1.018767,53138,42040,11098

