elapsed, window, n, min, mean, max, errors
5.000773, 5.000773,73309, 16400,43412.2, 160760,33352
10.000251, 4.999478,69435, 16359,42613.4, 131037,27178
15.000341, 5.00009,70276, 16728,42617.9, 112518,27587
20.000262, 4.999921,68809, 15339,42575.2, 107477,26934
25.000033, 4.999771,69118, 17042,42390.2, 107477,26142
30.000023, 4.99999,68886, 17952,41973.4, 114078,25726
35.000388, 5.000365,67954, 17952,42582, 121396,26097
40.000728, 5.00034,67875, 17434,43522.2, 118018,26113
45.001105, 5.000377,68349, 15217,43559.1, 114075,26168
50.000014, 4.998909,66570, 14745,42936, 121255,25723
55.000273, 5.000259,67040, 17354,43292.6, 119739,25737
60.000124, 4.999851,66372, 16801,43349.3, 110762,25683
65.000249, 5.000125,65871, 16455,43600.4, 112445,25177
70.000732, 5.000483,65146, 18402,42959.1, 120128,24377
75.000512, 4.99978,64474, 14824,44210.5, 110588,24885
80.000177, 4.999665,63688, 16270,44235, 112561,24463
85.000851, 5.000674,63752, 17230,44443.2, 115769,24694
90.000009, 4.999158,63340, 18273,44658.2, 126713,24381
95.00077, 5.000761,63293, 17261,44511.2, 121281,24140
100.000835, 5.000065,63401, 18240,44654.2, 130225,24115
105.000172, 4.999337,62355, 17163,45221, 130072,24531
110.000156, 4.999984,61963, 17072,44793.5, 132065,23886
115.000057, 4.999901,62163, 16150,45186.6, 122294,23864
120.001323, 5.001266,61925, 16973,44416.4, 116752,23621
125.000496, 4.999173,61114, 17050,45121.2, 117515,23553
130.000188, 4.999692,60610, 17992,45849, 113463,23683
135.001425, 5.001237,60590, 17756,45906.3, 120188,23474
140.000231, 4.998806,60859, 16801,45958.4, 122074,23573
145.000121, 4.99989,60078, 17455,45020, 122359,22928
150.001467, 5.001346,59436, 16828,45770.8, 118320,23209
155.000434, 4.998967,59213, 18514,46183.7, 124372,22976
160.000443, 5.000009,58848, 17922,46441, 126728,22626
165.000447, 5.000004,58487, 17993,46640, 128500,22646
170.001403, 5.000956,58277, 17640,47025.6, 127094,22910
175.000021, 4.998618,57970, 17241,46461.6, 156393,22459
180.000111, 5.00009,56586, 17676,45925.2, 1025987,21482
181.020288, 1.020177,8871, 17450,46572.8, 1049827,3590

