elapsed, window, n, min, mean, max, errors
5.000773, 5.000773,80343, 8580,32603.2, 136623,26071
10.000251, 4.999478,70232, 10597,31625.7, 93612,25328
15.000341, 5.00009,71513, 8466,31516.3, 108186,25753
20.000262, 4.999921,70435, 10100,31461.3, 93495,25251
25.000033, 4.999771,70455, 10223,31327.7, 99774,24965
30.000023, 4.99999,70035, 10222,31027.6, 101308,24387
35.000388, 5.000365,68999, 10222,31482.7, 94631,25049
40.000728, 5.00034,68476, 8229,32028.7, 103646,25179
45.001105, 5.000377,68560, 10040,32046.8, 99472,25040
50.000014, 4.998909,67473, 10040,31643.8, 100328,24651
55.000273, 5.000259,68313, 10777,31881.1, 99128,24810
60.000124, 4.999851,67676, 9503,31902.2, 86225,24390
65.000249, 5.000125,67021, 11543,32097.7, 110254,24004
70.000732, 5.000483,66645, 11523,31711.5, 119019,23321
75.000512, 4.99978,65841, 8996,32526.4, 89965,24035
80.000177, 4.999665,65255, 10679,32527.4, 95034,23767
85.000851, 5.000674,65187, 8734,32682.9, 100196,23574
90.000009, 4.999158,63966, 10970,32738.1, 113261,23780
95.00077, 5.000761,63992, 9977,32602.4, 98972,23474
100.000835, 5.000065,64749, 10642,32739.9, 98972,23010
105.000172, 4.999337,62662, 11353,33204.9, 99305,23261
110.000156, 4.999984,62616, 10438,32946.8, 95199,23099
115.000057, 4.999901,63048, 9243,33057.2, 94926,23029
120.001323, 5.001266,62940, 11335,32604.8, 122973,22369
125.000496, 4.999173,62619, 10902,33087.8, 102668,22595
130.000188, 4.999692,61690, 9167,33517, 101204,22755
135.001425, 5.001237,61762, 10197,33648, 104481,22687
140.000231, 4.998806,61160, 10384,33676, 93803,22599
145.000121, 4.99989,60814, 11394,32967.5, 100513,22162
150.001467, 5.001346,60380, 10032,33533.4, 98422,22112
155.000434, 4.998967,60216, 9981,33770.1, 113845,22403
160.000443, 5.000009,61044, 9718,33969.1, 99586,22313
165.000447, 5.000004,59603, 9718,34075.6, 104319,22297
170.001403, 5.000956,59739, 10178,34344.7, 106122,21989
175.000021, 4.998618,58862, 8259,33929.3, 115720,21696
180.000111, 5.00009,57814, 9937,33463, 113974,21251
181.020288, 1.020177,9240, 9937,33917.9, 1047848,3584

