elapsed, window, total, successful, failed
5.000519, 5.000519,8066661,8066661,0
10.000719, 5.0002,7187249,7187249,0
15.000408, 4.999689,7052704,7052704,0
20.000091, 4.999683,7058568,7058568,0
25.000452, 5.000361,7059660,7059660,0
30.00001, 4.999558,7035228,7035228,0
35.000039, 5.000029,7079082,7079082,0
40.000396, 5.000357,7043733,7043733,0
45.000016, 4.99962,7009205,7009205,0
50.000479, 5.000463,7025145,7025145,0
55.000179, 4.9997,7021627,7021627,0
60.0001, 4.999921,7009379,7009379,0
65.000073, 4.999973,7067104,7067104,0
70.000052, 4.999979,6957588,6957588,0
75.000404, 5.000352,7005274,7005274,0
80.000132, 4.999728,6955359,6955359,0
85.000483, 5.000351,6981998,6981998,0
90.000407, 4.999924,6981934,6981934,0
95.000087, 4.99968,6990678,6990678,0
100.000024, 4.999937,6983014,6983014,0
105.000032, 5.000008,6975527,6975527,0
110.000056, 5.000024,6982183,6982183,0
115.000016, 4.99996,6945441,6945441,0
120.000613, 5.000597,7014227,7014227,0
125.000212, 4.999599,6987335,6987335,0
130.000042, 4.99983,7016877,7016877,0
135.000382, 5.00034,6988648,6988648,0
140.002546, 5.002164,7003919,7003919,0
145.000485, 4.997939,6998390,6998390,0
150.000149, 4.999664,7017202,7017202,0
155.001492, 5.001343,6995947,6995947,0
160.000277, 4.998785,6983078,6983078,0
165.000375, 5.000098,7001253,7001253,0
170.000047, 4.999672,7027525,7027525,0
175.000084, 5.000037,7016850,7016850,0
180.000345, 5.000261,7003960,7003960,0
185.000056, 4.999711,7015674,7015674,0
190.000087, 5.000031,7027542,7027542,0
195.000646, 5.000559,6991944,6991944,0
200.000667, 5.000021,7007440,7007440,0
205.000425, 4.999758,7040528,7040528,0
210.000056, 4.999631,6994630,6994630,0
215.000057, 5.000001,7014319,7014319,0
220.000276, 5.000219,7017577,7017577,0
225.000272, 4.999996,6984152,6984152,0
230.000536, 5.000264,7035285,7035285,0
235.000113, 4.999577,7000126,7000126,0
240.000135, 5.000022,7026054,7026054,0
245.000139, 5.000004,7007084,7007084,0
250.000195, 5.000056,7016313,7016313,0
255.000035, 4.99984,7003941,7003941,0
260.000276, 5.000241,7025120,7025120,0
265.000114, 4.999838,6984993,6984993,0
270.000273, 5.000159,7033491,7033491,0
275.000238, 4.999965,7021423,7021423,0
280.000579, 5.000341,7002828,7002828,0
285.00044, 4.999861,7022575,7022575,0
290.000092, 4.999652,7023706,7023706,0
295.000436, 5.000344,7013588,7013588,0
300.000642, 5.000206,6987557,6987557,0
301.198689, 1.198047,70289,70289,0

