elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.000135, 5.000135, 4577, 8981, 59904.0, 51781, 129246, 198169, 312777, 379390, 2070
10.000095, 4.99996, 4472, 11666, 70177.6, 59917, 144400, 282294, 420198, 607988, 1495
15.000085, 4.99999, 4747, 7260, 73891.2, 66032, 149699, 214113, 284333, 393845, 1166
20.00004, 4.999955, 4727, 11443, 73412.9, 66384, 145043, 192094, 237393, 317487, 1232
25.000073, 5.000033, 4902, 7668, 74280.3, 65363, 151888, 215566, 290109, 359474, 1076
30.00005, 4.999977, 4918, 8237, 72845.9, 59811, 168886, 317176, 434559, 577373, 950
35.000011, 4.999961, 4945, 11112, 73334.8, 63547, 149830, 270287, 481235, 642698, 947
40.000751, 5.00074, 5060, 11955, 73438.0, 65061, 145412, 218192, 313325, 410428, 925
45.003043, 5.002292, 5118, 12558, 74792.8, 65501, 154917, 234254, 314850, 383821, 801
50.000186, 4.997143, 5085, 13103, 73141.8, 61432, 171660, 271953, 448306, 661444, 751
55.000014, 4.999828, 5165, 10297, 73825.2, 67182, 136356, 216346, 456499, 529883, 773
60.000035, 5.000021, 5184, 8749, 74867.7, 65448, 151694, 223689, 321609, 449735, 795
65.0001, 5.000065, 5271, 8749, 74267.0, 60177, 186697, 286806, 409006, 532541, 600
70.000031, 4.999931, 5279, 8560, 75205.9, 62161, 183317, 276823, 398700, 498578, 609
75.000166, 5.000135, 5272, 11375, 75327.3, 67799, 144889, 203410, 298376, 406731, 626
80.000141, 4.999975, 5136, 12152, 75493.7, 65709, 160160, 246291, 338766, 398351, 606
85.000125, 4.999984, 5263, 11395, 73729.5, 63391, 150483, 271870, 399465, 659699, 641
90.000028, 4.999903, 5379, 7110, 74784.4, 61829, 167657, 361981, 570661, 737046, 517
95.000114, 5.000086, 5212, 7805, 76329.3, 62156, 176006, 305204, 549064, 737046, 537
100.000013, 4.999899, 5199, 7017, 74755.0, 59093, 193580, 290780, 384107, 545985, 485
105.00077, 5.000757, 5302, 8284, 74584.9, 58148, 201839, 320813, 455788, 554520, 514
110.00089, 5.00012, 5309, 7539, 77505.4, 60172, 204487, 305933, 433887, 542095, 547
115.000198, 4.999308, 5403, 9889, 75768.5, 63774, 172844, 273548, 372146, 528118, 462
120.000008, 4.99981, 5255, 10436, 76539.9, 67729, 150148, 255054, 349858, 403827, 552
125.000726, 5.000718, 5457, 8934, 74285.6, 61965, 174140, 277215, 395133, 497946, 515
130.000037, 4.999311, 5456, 8934, 74161.9, 60507, 181614, 318358, 466001, 653628, 479
135.000068, 5.000031, 5459, 11914, 74383.5, 62553, 170907, 337075, 429485, 709238, 475
140.000038, 4.99997, 5484, 12200, 76462.1, 62534, 198115, 320859, 452958, 493909, 449
145.000023, 4.999985, 5282, 8947, 79610.8, 63713, 194034, 315401, 522409, 663675, 522
150.000044, 5.000021, 5681, 11799, 76040.8, 66066, 163081, 234237, 343425, 425018, 475
155.000052, 5.000008, 5334, 11397, 77225.8, 70318, 145516, 199568, 321927, 397491, 444
160.000123, 5.000071, 5523, 11250, 77603.5, 66743, 168724, 239279, 361446, 470211, 431
165.000076, 4.999953, 5330, 11433, 76614.6, 68956, 148305, 237636, 334163, 353708, 485
170.000016, 4.99994, 5453, 11630, 77124.3, 71802, 137802, 185227, 300829, 334781, 462
175.001535, 5.001519, 5488, 11706, 76969.1, 69674, 144115, 216345, 315685, 490357, 468
180.000081, 4.998546, 5355, 7941, 75550.4, 64348, 167068, 309490, 446023, 479574, 452
185.000062, 4.999981, 5362, 11003, 73882.6, 59664, 178126, 419963, 558169, 724402, 432
190.000048, 4.999986, 5446, 11837, 76740.1, 63845, 159686, 406062, 591430, 651530, 468
195.000034, 4.999986, 5261, 6553, 74830.7, 59397, 189764, 370827, 571657, 698089, 364
200.00009, 5.000056, 5432, 6553, 75172.6, 61000, 202921, 327493, 431765, 605063, 400
205.000083, 4.999993, 5587, 10529, 73713.4, 58952, 199977, 375870, 499245, 714920, 400
210.000049, 4.999966, 5554, 10118, 76033.6, 58931, 196890, 449517, 553856, 632927, 375
215.000154, 5.000105, 5417, 11903, 75318.3, 61792, 151697, 421682, 583341, 632927, 399
220.00003, 4.999876, 5447, 8842, 76278.2, 60875, 182241, 449417, 571206, 766954, 327
225.000043, 5.000013, 5554, 9351, 77454.0, 63869, 179370, 324728, 488807, 780213, 357
230.000008, 4.999965, 5430, 10173, 77183.3, 62590, 187698, 287086, 529928, 709617, 357
235.000177, 5.000169, 5560, 13946, 76800.4, 68391, 143627, 253904, 419145, 583485, 350
240.000105, 4.999928, 5653, 12674, 78335.2, 71512, 145365, 206015, 347817, 376004, 408
245.000129, 5.000024, 5563, 11673, 77499.9, 67703, 162369, 243308, 355266, 517677, 382
250.000208, 5.000079, 5540, 13185, 78152.5, 71299, 144706, 215849, 320719, 465561, 349
255.000348, 5.00014, 5378, 11585, 76492.8, 69056, 145643, 214812, 286403, 330238, 361
260.00004, 4.999692, 5499, 12015, 77067.2, 64301, 179691, 275200, 362135, 427121, 366
265.000088, 5.000048, 5570, 8693, 76114.3, 64222, 178404, 307187, 405235, 517618, 310
270.000038, 4.99995, 5588, 8693, 76217.6, 64375, 164905, 339234, 426845, 598967, 313
275.000017, 4.999979, 5431, 10711, 77074.9, 61162, 214493, 367970, 497865, 675616, 318
280.000079, 5.000062, 5496, 10810, 76488.0, 61481, 177015, 344292, 609030, 650509, 327
285.000073, 4.999994, 5469, 7601, 77283.8, 58488, 205715, 358318, 508405, 708838, 306
290.000227, 5.000154, 5432, 8167, 78202.4, 57245, 226160, 351558, 514836, 626778, 370
295.000011, 4.999784, 5386, 9909, 78142.5, 58062, 224449, 354268, 525258, 694440, 397
300.00013, 5.000119, 5358, 10979, 78356.7, 59890, 206265, 314687, 426918, 636217, 367
301.024139, 1.024009, 1051, 10979, 78938.4, 60944, 206556, 315426, 443006, 636217, 64
