elapsed, window, n, min, mean, max, errors
5.000018, 5.000018,119463, 5785,65040.4, 997994,64617
10.000505, 5.000487,132035, 6315,72820.7, 985043,30286
15.000043, 4.999538,135207, 5928,74495.6, 978035,25817
20.000616, 5.000573,134846, 6171,76981.8, 1003185,23920
25.000098, 4.999482,138333, 6185,76304.5, 1003185,21968
30.000129, 5.000031,139958, 6055,76645.1, 972296,20294
35.000105, 4.999976,138287, 5959,78131.1, 1153009,19270
40.000011, 4.999906,138181, 5959,79001.9, 1068891,17903
45.000015, 5.000004,140635, 6196,79103.7, 985184,17063
50.000057, 5.000042,142022, 6162,79595.9, 992734,16648
55.000014, 4.999957,140425, 6162,80679.9, 1274138,15819
60.000025, 5.000011,143516, 6074,80925.9, 1274138,14674
65.000101, 5.000076,145661, 6051,81335.7, 1068246,13800
70.001027, 5.000926,142541, 6607,82180.9, 1042468,13334
75.000045, 4.999018,144700, 5565,81899.2, 1040893,13116
80.000104, 5.000059,144561, 6714,83233.3, 1050032,12465
85.000021, 4.999917,145388, 5963,83457.2, 1048197,11953
90.000006, 4.999985,142699, 6558,84373.8, 909586,11161
95.00019, 5.000184,142163, 6135,84970.3, 1180559,11016
100.000141, 4.999951,144416, 5833,85028.7, 1002466,10881
105.000055, 4.999914,143953, 6079,85477.3, 1004094,10277
110.000123, 5.000068,142881, 6160,86037.1, 1048261,9853
115.000168, 5.000045,143611, 6079,86128.2, 1141868,9493
120.000096, 4.999928,142253, 6079,87371.6, 1445545,9252
125.00011, 5.000014,142706, 6364,88060.1, 1180935,8832
130.000367, 5.000257,143235, 5811,87513.9, 1194604,8789
135.00003, 4.999663,143558, 6038,87435.4, 1025728,8257
140.000032, 5.000002,144377, 6038,86780.4, 1152936,8760
145.000116, 5.000084,142679, 5793,87198.7, 986684,8771
150.001064, 5.000948,142526, 6171,88433.3, 1211144,8229
155.000007, 4.998943,141467, 6041,89010.2, 1201302,8397
160.000159, 5.000152,142340, 5673,88408, 1040077,8239
165.000048, 4.999889,140222, 6215,89239.1, 1260866,8439
170.00003, 4.999982,139951, 5911,89769, 1292625,8277
175.000047, 5.000017,140546, 6292,89779, 1292625,7957
180.000151, 5.000104,142544, 6452,89423.9, 1041939,7522
181.024969, 1.024818,30415, 6452,86033.6, 1038908,1572

