elapsed, window, n, min, mean, max, errors
5.000015, 5.000015,72735, 197,12786.7, 68097,41741
10.000228, 5.000213,82890, 287,13026.6, 67264,30938
15.000029, 4.999801,90265, 260,13234.5, 67730,25148
20.000017, 4.999988,92666, 619,13336.3, 66372,20897
25.000047, 5.00003,94759, 532,13357.7, 67373,17701
30.000309, 5.000262,97406, 278,13390.4, 72616,17332
35.000533, 5.000224,98681, 540,13473.9, 68088,15106
40.000016, 4.999483,100207, 423,13457.6, 71451,13891
45.000038, 5.000022,99989, 481,13529.7, 69986,12631
50.000176, 5.000138,101603, 416,13540.8, 72480,11874
55.000093, 4.999917,103029, 416,13556.5, 69326,11241
60.000009, 4.999916,103787, 414,13587.9, 69326,10639
65.000015, 5.000006,105095, 306,13586.7, 68982,10451
70.000008, 4.999993,104063, 658,13554.2, 70612,9634
75.000009, 5.000001,104644, 344,13615.6, 67633,8984
80.000025, 5.000016,105317, 546,13585.7, 68785,8483
85.000878, 5.000853,103999, 430,13624.3, 72084,8604
90.000014, 4.999136,104442, 327,13675.6, 69043,8457
95.00004, 5.000026,105222, 172,13601.9, 68276,8475
100.000068, 5.000028,104464, 172,13629.3, 70329,7977
105.000179, 5.000111,104657, 353,13689.2, 72159,7360
110.000015, 4.999836,106376, 366,13697, 73096,7067
115.00023, 5.000215,107976, 368,13686.8, 68509,7233
120.000359, 5.000129,108019, 527,13689.4, 76584,7153
125.000184, 4.999825,108751, 558,13619.9, 76584,6663
130.000032, 4.999848,107365, 530,13573.6, 70746,6959
135.000044, 5.000012,106767, 230,13570.4, 71729,6802
140.000092, 5.000048,106664, 483,13614.1, 76990,6566
145.000031, 4.999939,107837, 645,13620.6, 68133,6590
150.000017, 4.999986,108935, 897,13621, 68055,6690
155.000152, 5.000135,108151, 290,13624, 68369,6024
160.000085, 4.999933,109183, 432,13596.6, 70334,5934
165.00013, 5.000045,108533, 580,13685.8, 67548,5806
170.000144, 5.000014,109370, 408,13654.8, 74976,5546
175.000012, 4.999868,108889, 641,13659.3, 70900,5424
180.000057, 5.000045,108168, 437,13681.5, 70441,5392
185.000052, 4.999995,109142, 437,13658, 73563,5215
190.000035, 4.999983,107196, 239,13805.2, 69408,5298
195.000036, 5.000001,108263, 481,13718.7, 70269,5026
200.000041, 5.000005,106069, 498,13724.6, 67964,5812
205.000051, 5.00001,107643, 294,13742.4, 70420,5666
210.000152, 5.000101,107095, 395,13712, 73346,5453
215.000014, 4.999862,107925, 723,13739.2, 75416,5218
220.000042, 5.000028,108816, 403,13672.3, 71744,5349
225.000067, 5.000025,108289, 314,13747.3, 73660,4871
230.000432, 5.000365,107638, 385,13778, 69103,4978
235.000019, 4.999587,109372, 385,13738.4, 70015,4719
240.000089, 5.00007,108966, 243,13726.5, 69713,4825
245.000035, 4.999946,108796, 243,13813.9, 75887,4612
250.000018, 4.999983,108422, 629,13810.3, 70604,4946
255.000033, 5.000015,108204, 488,13881.5, 71747,5076
260.000014, 4.999981,107576, 302,13849.2, 70900,4701
265.000045, 5.000031,107879, 398,13794, 77089,4550
270.000117, 5.000072,108120, 228,13798.8, 78029,5138
275.000402, 5.000285,107267, 226,13774.6, 73194,5271
280.000125, 4.999723,108433, 225,13798.8, 76094,4752
285.000025, 4.9999,108443, 394,13772.3, 74627,4683
290.000081, 5.000056,107521, 590,13792.2, 68160,4718
295.00048, 5.000399,108572, 453,13802.2, 70206,4670
300.000018, 4.999538,108050, 396,13841, 71557,4926
301.017086, 1.017068,20737, 347,13821.9, 76610,1126

