elapsed, window, n, min, mean, max, errors
5.000052, 5.000052,10731290, 539,29819.3, 89002,0
10.000286, 5.000234,8785438, 1740,30887.8, 96478,0
15.00026, 4.999974,8719941, 1845,30987.3, 100425,0
20.000795, 5.000535,8810566, 1684,30975.7, 101002,0
25.000789, 4.999994,8645885, 1808,30975.9, 135915,0
30.000078, 4.999289,8798992, 1884,30911.2, 99394,0
35.00001, 4.999932,8626809, 1794,31122.2, 106963,0
40.000938, 5.000928,8715223, 1794,30987, 106641,0
45.000271, 4.999333,8696394, 1751,30988.1, 148796,0
50.000249, 4.999978,8751009, 1655,30964, 95431,0
55.000242, 4.999993,8711317, 1454,30945, 99111,0
60.000172, 4.99993,8756785, 1454,31012.6, 109268,0
65.000659, 5.000487,8651291, 1500,31065.7, 105094,0
70.000219, 4.99956,8686287, 1934,31081, 108514,0
75.000156, 4.999937,8674139, 1865,31065.5, 99675,0
80.000015, 4.999859,8753941, 1900,31031.5, 138595,0
85.000386, 5.000371,8639452, 1523,31098.7, 110870,0
90.000055, 4.999669,8710062, 1693,31118.1, 102103,0
95.000026, 4.999971,8534360, 1818,31147.6, 104675,0
100.000419, 5.000393,8771711, 1530,31221.4, 116486,0
105.000061, 4.999642,8676873, 1530,31057, 108923,0
110.000261, 5.0002,8715048, 1810,31052.6, 122742,0
115.000112, 4.999851,8650206, 1722,31041.4, 102270,0
120.000317, 5.000205,8779103, 1525,30980, 93979,0
125.000432, 5.000115,8703201, 1497,30961, 111576,0
130.000864, 5.000432,8714317, 1894,31005.6, 130518,0
135.0002, 4.999336,8675480, 1579,31025.9, 101623,0
140.000167, 4.999967,8724583, 1635,31003, 102861,0
145.000232, 5.000065,8719637, 2018,30934.1, 97167,0
150.000455, 5.000223,8746832, 1930,30971.6, 128719,0
155.00024, 4.999785,8679769, 1736,30952.3, 104053,0
160.000022, 4.999782,8778704, 1559,30941.4, 102508,0
165.000045, 5.000023,8656008, 1559,30974.7, 113899,0
170.001034, 5.000989,8774426, 1311,30950.6, 121581,0
175.000054, 4.99902,8685686, 1662,30956, 147641,0
180.000118, 5.000064,8753829, 1751,30959.9, 107400,0
185.000032, 4.999914,8688958, 1605,30943.5, 95057,0
190.000173, 5.000141,8787792, 1715,30883.4, 125970,0
195.000334, 5.000161,8695381, 1687,30908.5, 108111,0
200.000272, 4.999938,8762815, 1687,30927.4, 110607,0
205.000184, 4.999912,8678692, 1713,30945.5, 103386,0
210.000495, 5.000311,8765683, 1832,30922.6, 115265,0
215.000507, 5.000012,8724069, 1772,30892.4, 101707,0
220.000331, 4.999824,8751261, 1634,30942.9, 122186,0
225.000278, 4.999947,8698102, 1698,30903.8, 113746,0
230.000203, 4.999925,8790438, 1531,30877, 101766,0
235.000101, 4.999898,8647040, 1946,31012.9, 102754,0
240.000091, 4.99999,8832345, 1406,30846.6, 106338,0
245.000787, 5.000696,8697068, 1698,30847.3, 104455,0
250.000696, 4.999909,8810460, 1864,30822.8, 132073,0
255.000928, 5.000232,8713165, 1563,30809, 112721,0
260.000146, 4.999218,8799764, 1807,30800.9, 137416,0
265.000069, 4.999923,8716936, 1790,30818, 120788,0
270.000108, 5.000039,8817040, 1810,30812.2, 112140,0
275.000069, 4.999961,8725082, 1571,30805, 104550,0
280.000048, 4.999979,8814634, 1638,30786.5, 101227,0
285.000072, 5.000024,8720102, 1898,30799.7, 103944,0
290.000051, 4.999979,8797350, 1836,30790.8, 106853,0
295.000043, 4.999992,8737112, 1533,30798.4, 99224,0
300.000048, 5.000005,8255459, 1745,30770.7, 105998,0
301.394339, 1.394291,0, 1159,0, 114381,0

