elapsed, window, n, min, mean, max, errors
5.000014, 5.000014,178187, 8547,47650.8, 139328,88731
10.000013, 4.999999,179108, 7825,46075.8, 104114,90945
15.000004, 4.999991,177502, 7946,46150.2, 105377,91306
20.000404, 5.0004,176292, 8086,46313.7, 121111,90274
25.001936, 5.001532,178020, 8620,46230.4, 113955,91235
30.000136, 4.9982,177074, 7961,46439.2, 113955,90403
35.000011, 4.999875,180962, 7808,46089.9, 106415,92679
40.000055, 5.000044,177619, 7808,46256.4, 111030,90391
45.000105, 5.00005,177951, 8093,46287.1, 122960,91029
50.000125, 5.00002,180782, 8705,46117.5, 102029,93616
55.000016, 4.999891,179002, 8340,46206.3, 109124,92590
60.00088, 5.000864,175992, 8933,46291.5, 117024,89798
65.000206, 4.999326,180505, 8248,46146.2, 101913,92980
70.000239, 5.000033,178071, 8248,46181.1, 106252,91432
75.000236, 4.999997,178929, 8560,46200.1, 118128,92380
80.000117, 4.999881,178950, 8943,46078.7, 122239,91902
85.00096, 5.000843,176294, 7743,46357.2, 115975,89515
90.000091, 4.999131,177362, 7743,46153.3, 117895,90575
95.000039, 4.999948,177997, 8718,46146.8, 117895,91115
100.000044, 5.000005,179145, 8596,46271.7, 116911,91610
105.000065, 5.000021,176757, 9133,46273.5, 123112,90167
110.00099, 5.000925,180856, 8817,46077.5, 104722,93287
115.000031, 4.999041,173294, 8251,46357.5, 126759,88610
120.000034, 5.000003,177810, 8304,46253.6, 115963,91219
125.00006, 5.000026,178539, 8090,46179, 105967,92050
130.000012, 4.999952,177295, 7760,46175.4, 103060,91059
135.000044, 5.000032,177152, 7746,46283.4, 119888,90773
140.000039, 4.999995,175982, 8152,46242.1, 111313,89799
145.000344, 5.000305,178300, 8422,46244, 113319,91672
150.001094, 5.00075,178797, 8351,46239.3, 116484,91732
155.00001, 4.998916,179198, 8647,46152.6, 107692,92096
160.000045, 5.000035,177690, 7923,46221.3, 117495,90833
165.000187, 5.000142,177440, 8593,46210.3, 111475,89700
170.000024, 4.999837,179178, 8172,46264.5, 123285,92244
175.000012, 4.999988,177885, 8652,46223.3, 111871,91477
180.000385, 5.000373,177492, 8652,46292.7, 122080,91220
185.000023, 4.999638,175657, 8720,46285.3, 107729,90248
190.00001, 4.999987,180776, 7662,46248.3, 105597,93491
195.000813, 5.000803,178230, 8087,46298.2, 116002,91636
200.000019, 4.999206,177118, 8818,46309.6, 111243,90842
205.000373, 5.000354,176756, 8973,46234.5, 118323,90636
210.000864, 5.000491,177866, 7972,46219.4, 123331,91488
215.000876, 5.000012,176396, 9133,46190.5, 111110,90534
220.000172, 4.999296,176922, 7433,46276.2, 126509,90136
225.000098, 4.999926,176411, 7433,46250, 122131,90475
230.000363, 5.000265,178301, 8185,46235.2, 119348,92038
235.000005, 4.999642,175435, 8026,46278.3, 112971,90015
240.000035, 5.00003,177667, 8256,46299.5, 102485,91457
245.000005, 4.99997,180290, 8358,46256.4, 109714,92927
250.000049, 5.000044,176636, 8388,46202.6, 117399,90112
255.000008, 4.999959,177272, 7811,46262.4, 118250,90739
260.000014, 5.000006,178535, 7994,46242.4, 109800,92229
265.00005, 5.000036,175230, 8256,46315.3, 116618,89685
270.000078, 5.000028,175713, 7685,46413, 116618,90026
275.000022, 4.999944,174518, 8294,46361, 114151,88932
280.000052, 5.00003,175204, 7484,46195.6, 117340,89144
285.00004, 4.999988,177263, 7484,46166.9, 113567,90629
290.00019, 5.00015,178313, 8739,46167.8, 120444,90798
295.000048, 4.999858,177362, 7751,46087.6, 114043,90708
300.000013, 4.999965,177763, 7746,46236.9, 123575,91974
301.022457, 1.022444,31042, 7746,46378.4, 1075590,16480

