elapsed, window, total, successful, failed
5.000017, 5.000017,303155,184313,118842
10.000464, 5.000447,304520,193666,110854
15.000041, 4.999577,308679,198496,110183
20.000055, 5.000014,306406,198442,107964
25.000384, 5.000329,303214,197113,106101
30.000188, 4.999804,309512,200785,108727
35.000108, 4.99992,304977,198514,106463
40.000502, 5.000394,308919,200834,108085
45.000082, 4.99958,310342,201431,108911
50.000074, 4.999992,305826,198725,107101
55.000019, 4.999945,310806,201704,109102
60.000018, 4.999999,305988,199383,106605
65.000023, 5.000005,307528,199406,108122
70.000058, 5.000035,308863,200701,108162
75.000043, 4.999985,305619,198985,106634
80.000086, 5.000043,306002,198988,107014
85.001164, 5.001078,306528,199148,107380
90.000017, 4.998853,305876,198724,107152
95.000155, 5.000138,305281,198853,106428
100.00042, 5.000265,310593,201674,108919
105.000113, 4.999693,308006,200229,107777
110.000248, 5.000135,310760,201115,109645
115.000023, 4.999775,309164,201139,108025
120.000477, 5.000454,306855,199481,107374
125.000017, 4.99954,307966,200249,107717
130.00046, 5.000443,304340,198148,106192
135.000898, 5.000438,308415,199908,108507
140.00014, 4.999242,309031,200256,108775
145.001255, 5.001115,306871,199552,107319
150.000031, 4.998776,308970,200253,108717
155.000014, 4.999983,308175,199381,108794
160.00002, 5.000006,300465,195968,104497
165.000289, 5.000269,303741,197700,106041
170.000012, 4.999723,300099,195453,104646
175.000026, 5.000014,306266,198922,107344
180.000555, 5.000529,299808,194510,105298
181.024969, 1.024414,53971,34743,19228

