elapsed, window, n, min, mean, max, errors
5.000017, 5.000017,103228, 8512,47527.5, 151670,47530
10.000464, 5.000447,100376, 9211,45927, 106503,50950
15.000041, 4.999577,102154, 9282,45921.5, 110093,52802
20.000055, 5.000014,101367, 8732,45954.2, 120199,51492
25.000384, 5.000329,99852, 8819,46053.2, 108793,51450
30.000188, 4.999804,101288, 8603,46099.8, 103139,52699
35.000108, 4.99992,100769, 8716,46158.3, 117297,52006
40.000502, 5.000394,101920, 8382,46251.1, 114541,53094
45.000082, 4.99958,101266, 8725,46267.2, 104428,53101
50.000074, 4.999992,100353, 8219,46214.9, 126423,52267
55.000019, 4.999945,101977, 8484,46252.2, 104402,53210
60.000018, 4.999999,100087, 8383,46387.9, 112556,52173
65.000023, 5.000005,100244, 8333,46445.5, 110699,53141
70.000058, 5.000035,100696, 8205,46503.2, 112114,53145
75.000043, 4.999985,99630, 8773,46539.9, 117653,52345
80.000086, 5.000043,99661, 8830,46603.9, 103897,52589
85.001164, 5.001078,100211, 9012,46538.9, 114733,52844
90.000017, 4.998853,99915, 9214,46630.2, 102874,52945
95.000155, 5.000138,99787, 8063,46746.1, 105197,52419
100.00042, 5.000265,101339, 9336,46792.9, 111255,53338
105.000113, 4.999693,100595, 8783,46904, 107367,53023
110.000248, 5.000135,100976, 8783,46934.7, 94847,53737
115.000023, 4.999775,101561, 8177,46890, 105885,53064
120.000477, 5.000454,100088, 8524,47054.2, 105782,52969
125.000017, 4.99954,101128, 9196,47073.7, 109725,53046
130.00046, 5.000443,99723, 8701,47287.2, 110136,52305
135.000898, 5.000438,100783, 9536,47480.2, 116858,53622
140.00014, 4.999242,100733, 8851,47612.1, 115864,53368
145.001255, 5.001115,100237, 9459,47636.3, 115864,52613
150.000031, 4.998776,100694, 9327,47734.6, 103459,53625
155.000014, 4.999983,100306, 9327,47947.4, 112059,53671
160.00002, 5.000006,98571, 9076,47817.6, 112980,51810
165.000289, 5.000269,99372, 9076,47851.9, 119427,52376
170.000012, 4.999723,98124, 9744,48017.4, 122085,51332
175.000026, 5.000014,100224, 8059,48178.6, 122085,52986
180.000555, 5.000529,97755, 10031,48245.6, 105794,51970
181.024969, 1.024414,17709, 9321,48216.7, 1068846,9529

