elapsed, window, n, min, mean, max, errors
5.000121, 5.000121,17511, 1150,15520.8, 66872,11775
10.00001, 4.999889,17866, 1150,15250.5, 44081,11085
15.000124, 5.000114,19207, 1394,15296.2, 52474,11081
20.002073, 5.001949,19592, 2116,15310.1, 50014,10987
25.000034, 4.997961,19567, 1306,15326.2, 47897,11168
30.000076, 5.000042,18897, 1306,15296.2, 56337,10679
35.000032, 4.999956,19313, 1863,15324.9, 55398,10880
40.000092, 5.00006,19135, 1135,15209.8, 48257,10720
45.000177, 5.000085,19140, 2109,15305.3, 63065,10489
50.00003, 4.999853,19219, 1393,15281.5, 56738,10706
55.000094, 5.000064,19585, 705,15265.4, 44183,10603
60.00007, 4.999976,19309, 1095,15266.7, 41579,10520
65.000006, 4.999936,19427, 666,15298.9, 53276,10605
70.000029, 5.000023,19450, 973,15238.8, 49834,10750
75.000296, 5.000267,19239, 1200,15313.9, 63239,10268
80.000238, 4.999942,19329, 1208,15293.7, 50240,10403
85.000012, 4.999774,19622, 1278,15295.1, 46615,10489
90.000021, 5.000009,19276, 1095,15355, 46329,10592
95.000048, 5.000027,19733, 1712,15302.4, 46545,10657
100.000491, 5.000443,19560, 1851,15382.4, 49122,10714
105.00009, 4.999599,19693, 1743,15304.7, 45542,10701
110.000035, 4.999945,19560, 855,15361, 64311,10373
115.000179, 5.000144,19186, 2262,15458.6, 61554,10443
120.000109, 4.99993,19517, 1421,15360.7, 58866,10518
125.000031, 4.999922,19471, 845,15335.9, 52377,10631
130.001351, 5.00132,19604, 845,15314, 45677,10466
135.001335, 4.999984,19328, 790,15344.3, 58216,10434
140.000026, 4.998691,19513, 2426,15333.5, 53969,10452
145.000891, 5.000865,19743, 1176,15349.3, 55096,10675
150.000027, 4.999136,19438, 994,15290.4, 50740,10403
155.000028, 5.000001,19339, 759,15299.7, 59399,10193
160.000115, 5.000087,19422, 1718,15341.5, 57422,10245
165.000113, 4.999998,19299, 1429,15364.7, 44729,10516
170.000017, 4.999904,19300, 1057,15327.4, 43625,10215
175.000193, 5.000176,19100, 1170,15296, 54150,10165
180.00001, 4.999817,19437, 1173,15375, 54150,10247
181.020057, 1.020047,2853, 1173,15385.5, 65034,1639

