elapsed, window, n, min, mean, max, errors
5.001634, 5.001634,10672, 17771,103096, 1103836,2421
10.00077, 4.999136,7653, 17299,143444, 1120873,1830
15.001679, 5.000909,7659, 17938,151253, 1120873,1799
20.000634, 4.998955,7642, 15174,148708, 1109280,1710
25.000676, 5.000042,7453, 16305,155879, 1104613,1775
30.000056, 4.99938,7523, 16790,151100, 1107850,1805
35.000635, 5.000579,7780, 16790,148571, 1105173,1828
40.000678, 5.000043,7345, 17151,155408, 1120582,1738
45.000681, 5.000003,7659, 16678,146611, 1135176,1706
50.000642, 4.999961,7699, 15633,150559, 1104024,1776
55.000682, 5.00004,7561, 18079,154764, 1112976,1747
60.000707, 5.000025,7700, 17011,155061, 1109889,1722
65.001675, 5.000968,7586, 17984,150608, 1131954,1857
70.000687, 4.999012,7665, 16798,149093, 1111919,1789
75.001672, 5.000985,7648, 17351,150471, 1117813,1794
80.001642, 4.99997,7596, 16990,151108, 1117813,1732
85.000697, 4.999055,7686, 17094,148788, 1113340,1723
90.000706, 5.000009,7765, 17527,146248, 1113340,1782
95.000115, 4.999409,7597, 16418,152400, 1120249,1689
100.001676, 5.001561,7614, 15593,152266, 1103777,1814
105.000783, 4.999107,7480, 15838,151564, 1127757,1769
110.001626, 5.000843,7736, 17733,152995, 1124786,1758
115.000516, 4.99889,7753, 17641,144282, 1114050,1809
120.000707, 5.000191,7661, 17630,148269, 1102775,1685
125.000683, 4.999976,7675, 17325,150436, 1113954,1791
130.00069, 5.000007,7619, 16481,149508, 1113954,1758
135.001679, 5.000989,7678, 16225,148941, 1142858,1752
140.00068, 4.999001,7560, 16975,153585, 1109718,1727
145.001674, 5.000994,7630, 17968,149340, 1114026,1836
150.000475, 4.998801,7577, 17361,150952, 1119624,1760
155.000669, 5.000194,7697, 17560,154476, 1115793,1759
160.000715, 5.000046,7766, 16681,145210, 1136371,1774
165.000628, 4.999913,7548, 16508,155847, 1123580,1714
170.000692, 5.000064,7645, 16382,150332, 1097684,1745
175.000696, 5.000004,7767, 16776,146567, 1141580,1798
180.000698, 5.000002,7654, 17268,148028, 1109467,1808
185.000896, 5.000198,7632, 17268,147969, 1105926,1748
190.000021, 4.999125,7932, 16970,145083, 1113945,1866
195.000677, 5.000656,7738, 16345,144941, 1105044,1812
200.001672, 5.000995,7703, 16431,153051, 1105044,1831
205.00068, 4.999008,7947, 16431,146189, 1098678,1845
210.001681, 5.001001,7592, 17605,149577, 1109193,1766
215.000684, 4.999003,7573, 16873,155553, 1105599,1740
220.00068, 4.999996,7688, 17502,154301, 1116268,1689
225.001683, 5.001003,7561, 18019,151567, 1124026,1821
230.000677, 4.998994,7636, 17018,152962, 1101905,1757
235.001626, 5.000949,7527, 16496,151014, 1120812,1772
240.000693, 4.999067,7416, 18264,155799, 1121576,1670
245.000678, 4.999985,7689, 16210,152011, 1121614,1751
250.000675, 4.999997,7595, 17228,152015, 1121154,1744
255.000648, 4.999973,7722, 17397,150010, 1109162,1773
260.000701, 5.000053,7781, 15017,145421, 1108447,1812
265.000674, 4.999973,7663, 16980,149025, 1123731,1822
270.001676, 5.001002,7696, 17870,145866, 1118811,1779
275.001693, 5.000017,7537, 17998,155482, 1108089,1697
280.00068, 4.998987,7611, 17020,146268, 1115573,1749
285.000691, 5.000011,7668, 15421,151343, 1105408,1741
290.000386, 4.999695,7471, 16999,154800, 1107722,1688
295.000673, 5.000287,7382, 17618,153164, 1110794,1706
300.000675, 5.000002,7567, 13666,152218, 1109787,1798
301.01394, 1.013265,1095, 13666,155010, 1109787,285

