elapsed, window, n, min, mean, max, errors
5.002873, 5.002873,726663, 8792,25715, 53745,0
10.000012, 4.997139,700986, 8087,25851.8, 61926,0
15.000929, 5.000917,686346, 8166,26035, 60078,0
20.000196, 4.999267,693014, 8982,25890.9, 62081,0
25.000021, 4.999825,684492, 9092,26200.8, 69126,0
30.000209, 5.000188,695251, 9956,26000.8, 57202,0
35.000036, 4.999827,688916, 9777,26093.8, 60361,0
40.000067, 5.000031,687419, 9036,26028.4, 57204,0
45.000587, 5.00052,693920, 8354,25934.7, 56806,0
50.000187, 4.9996,692147, 8890,25993.5, 56569,0
55.000138, 4.999951,690773, 9666,26000.7, 63165,0
60.000031, 4.999893,691683, 9229,26020.9, 63403,0
65.000049, 5.000018,695356, 9310,25952, 57217,0
70.001931, 5.001882,690228, 8607,25977.5, 61538,0
75.002037, 5.000106,690177, 8518,26139.6, 68322,0
80.000439, 4.998402,688615, 10168,25942.7, 57301,0
85.000934, 5.000495,693993, 8372,26101.5, 59147,0
90.000981, 5.000047,687547, 8825,26063.5, 57666,0
95.000942, 4.999961,691901, 9803,25907.2, 71329,0
100.000933, 4.999991,690064, 9395,26113.5, 67498,0
105.000205, 4.999272,688273, 9752,26167, 60843,0
110.001245, 5.00104,688466, 8460,26107.8, 68200,0
115.002073, 5.000828,690944, 8460,26026.7, 65526,0
120.000159, 4.998086,694789, 9402,26018.6, 65007,0
125.000043, 4.999884,701793, 9716,25559.5, 57470,0
130.000061, 5.000018,686375, 9178,26081.8, 57713,0
135.000987, 5.000926,686572, 7531,26227.2, 60368,0
140.000062, 4.999075,692344, 10073,26021.7, 58835,0
145.000055, 4.999993,689242, 10255,26159.3, 67464,0
150.000934, 5.000879,693773, 9534,25865.1, 62269,0
155.00003, 4.999096,690908, 9391,25993.1, 61226,0
160.000023, 4.999993,694450, 9571,26002.6, 61386,0
165.000931, 5.000908,693565, 10143,25981.3, 58955,0
170.000941, 5.00001,688546, 9379,25998.9, 55995,0
175.000897, 4.999956,687326, 9007,26150.6, 64874,0
180.001034, 5.000137,692135, 8186,25974.5, 56729,0
185.000292, 4.999258,685902, 9772,26155, 68249,0
190.000933, 5.000641,693180, 9885,25975.8, 58310,0
195.00193, 5.000997,686202, 9107,26215.1, 59028,0
200.000935, 4.999005,688060, 9207,26121.3, 58169,0
205.001147, 5.000212,682146, 9405,26297.8, 63426,0
210.000135, 4.998988,684116, 9904,26310.7, 63889,0
215.000964, 5.000829,691725, 8404,26021.8, 58704,0
220.000932, 4.999968,683983, 11128,26260, 67075,0
225.00131, 5.000378,691065, 8752,26106.7, 57681,0
230.000081, 4.998771,683734, 9324,26272.1, 58440,0
235.000584, 5.000503,686849, 9232,26161.8, 59853,0
240.000125, 4.999541,691479, 10206,26066.7, 60144,0
245.000037, 4.999912,695876, 9018,25874.1, 62831,0
250.000947, 5.00091,687847, 9193,26071.9, 60205,0
255.000428, 4.999481,696645, 9114,25764.1, 54077,0
260.000797, 5.000369,692675, 9614,26018.6, 64805,0
265.000939, 5.000142,687205, 10068,25987.6, 61677,0
270.000929, 4.99999,689748, 9651,26108.5, 55892,0
275.000056, 4.999127,694266, 8674,25964.3, 61485,0
280.000495, 5.000439,690435, 8908,26042.9, 64487,0
285.000274, 4.999779,690411, 8908,25952.3, 58489,0
290.000937, 5.000663,689636, 8765,26029.4, 58743,0
295.000179, 4.999242,689896, 9702,26162.4, 63735,0
300.001064, 5.000885,685377, 10076,26172.2, 63988,0
301.038741, 1.037677,108893, 10076,26105.5, 63988,0

