elapsed, window, n, min, mean, max, errors
5.000828, 5.000828,62571, 15276,34318.1, 84636,106527
10.000039, 4.999211,59294, 16554,34206, 66813,105092
15.00027, 5.000231,59833, 16932,34274.5, 68002,109391
20.001928, 5.001658,59401, 14176,34445.7, 67307,105708
25.000732, 4.998804,59927, 15097,34514.8, 66971,112773
30.001765, 5.001033,59808, 16302,34363.7, 66152,112474
35.000033, 4.998268,59478, 14351,34358.6, 72804,112037
40.001712, 5.001679,59287, 13801,34367.8, 71671,105599
45.000768, 4.999056,58631, 14296,34208.1, 62794,107748
50.000031, 4.999263,59816, 14666,34383.4, 61999,109824
55.001768, 5.001737,59320, 15042,34531.2, 68408,109882
60.000716, 4.998948,59592, 16186,34172.7, 72972,108497
65.000779, 5.000063,59063, 14275,34364.8, 69800,105600
70.000765, 4.999986,59424, 16677,34353, 66484,106230
75.000084, 4.999319,58821, 14288,34367.8, 65838,106362
80.000763, 5.000679,59529, 15116,34380.7, 70193,108159
85.000023, 4.99926,59174, 15614,34265.6, 65222,108068
90.002003, 5.00198,58746, 15614,34285.2, 65222,106794
95.001762, 4.999759,58081, 16281,34323, 70690,102484
100.00002, 4.998258,57264, 13882,34456.4, 68805,104224
105.000733, 5.000713,58745, 15903,34454.8, 74887,109563
110.003635, 5.002902,57590, 14419,34206.7, 70446,106691
115.000111, 4.996476,58787, 16486,34386.2, 65221,108239
120.00083, 5.000719,58858, 15116,34397.6, 66275,109017
125.000713, 4.999883,58164, 15116,34387.4, 77936,109289
130.00073, 5.000017,58516, 15818,34470.1, 72583,105841
135.000761, 5.000031,57767, 15487,34387.1, 71151,102753
140.000767, 5.000006,57355, 13785,34215.7, 76827,98508
145.000067, 4.9993,58638, 13785,34356.9, 73325,106759
150.001776, 5.001709,57668, 15421,34472.2, 74928,99292
155.000015, 4.998239,57099, 13302,34487.6, 70674,97238
160.001785, 5.00177,57998, 16198,34622.5, 72947,103996
165.000763, 4.998978,57727, 16820,34180.7, 71541,100990
170.000766, 5.000003,58250, 14857,34442.4, 70290,101799
175.000178, 4.999412,57204, 15911,34365.3, 68547,103408
180.000102, 4.999924,55943, 15274,34619.2, 94810,99232
181.024066, 1.023964,8411, 15274,34623.1, 1067210,15893

