elapsed, window, total, successful, failed
5.001634, 5.001634, 3686, 2958, 728
10.00077, 4.999136, 2658, 2187, 471
15.001679, 5.000909, 2603, 2141, 462
20.000634, 4.998955, 2712, 2224, 488
25.000676, 5.000042, 2508, 2048, 460
30.000056, 4.99938, 2664, 2193, 471
35.000635, 5.000579, 2756, 2262, 494
40.000678, 5.000043, 2516, 2060, 456
45.000681, 5.000003, 2489, 2060, 429
50.000642, 4.999961, 2659, 2190, 469
55.000682, 5.00004, 2487, 2067, 420
60.000707, 5.000025, 2785, 2322, 463
65.001675, 5.000968, 2686, 2194, 492
70.000687, 4.999012, 2733, 2276, 457
75.001672, 5.000985, 2475, 2009, 466
80.001642, 4.99997, 2419, 1982, 437
85.000697, 4.999055, 2527, 2095, 432
90.000706, 5.000009, 2567, 2124, 443
95.000115, 4.999409, 2511, 2088, 423
100.001676, 5.001561, 2702, 2205, 497
105.000783, 4.999107, 2697, 2240, 457
110.001626, 5.000843, 2730, 2245, 485
115.000516, 4.99889, 2593, 2105, 488
120.000707, 5.000191, 2594, 2128, 466
125.000683, 4.999976, 2728, 2262, 466
130.00069, 5.000007, 2768, 2284, 484
135.001679, 5.000989, 2705, 2243, 462
140.00068, 4.999001, 2598, 2154, 444
145.001674, 5.000994, 2619, 2136, 483
150.000475, 4.998801, 2614, 2135, 479
155.000669, 5.000194, 2553, 2099, 454
160.000715, 5.000046, 2569, 2138, 431
165.000628, 4.999913, 2576, 2155, 421
170.000692, 5.000064, 2521, 2075, 446
175.000696, 5.000004, 2586, 2151, 435
180.000698, 5.000002, 2561, 2108, 453
185.000896, 5.000198, 2700, 2247, 453
190.000021, 4.999125, 2610, 2162, 448
195.000677, 5.000656, 2611, 2131, 480
200.001672, 5.000995, 2768, 2266, 502
205.00068, 4.999008, 2687, 2159, 528
210.001681, 5.001001, 2592, 2134, 458
215.000684, 4.999003, 2724, 2236, 488
220.00068, 4.999996, 2541, 2110, 431
225.001683, 5.001003, 2663, 2200, 463
230.000677, 4.998994, 2470, 2038, 432
235.001626, 5.000949, 2628, 2144, 484
240.000693, 4.999067, 2495, 2056, 439
245.000678, 4.999985, 2632, 2177, 455
250.000675, 4.999997, 2747, 2251, 496
255.000648, 4.999973, 2730, 2259, 471
260.000701, 5.000053, 2761, 2279, 482
265.000674, 4.999973, 2676, 2198, 478
270.001676, 5.001002, 2539, 2085, 454
275.001693, 5.000017, 2696, 2244, 452
280.00068, 4.998987, 2505, 2064, 441
285.000691, 5.000011, 2675, 2211, 464
290.000386, 4.999695, 2600, 2177, 423
295.000673, 5.000287, 2664, 2197, 467
300.000675, 5.000002, 2624, 2166, 458
301.01394, 1.013265, 461, 382, 79
