elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.000009, 5.000009, 5168, 2360, 12956.3, 15152, 20524, 24334, 60856, 67614, 4157
10.000123, 5.000114, 6175, 1783, 13216.0, 15172, 20474, 25054, 35536, 63467, 3108
15.000828, 5.000705, 6933, 3036, 13349.4, 15181, 20580, 25212, 47706, 61572, 2555
20.00002, 4.999192, 7441, 923, 13595.4, 15202, 20777, 25259, 48745, 62933, 1794
25.000059, 5.000039, 7665, 3251, 13569.1, 15194, 20739, 25267, 55665, 62596, 1494
30.000026, 4.999967, 7863, 475, 13606.6, 15201, 20768, 25506, 51369, 62890, 1515
35.000145, 5.000119, 8055, 2277, 13676.9, 15201, 20893, 27987, 51596, 62710, 1314
40.000017, 4.999872, 8341, 4916, 13741.4, 15203, 20943, 27675, 55981, 63629, 985
45.000152, 5.000135, 8384, 1792, 13894.2, 15214, 21228, 29013, 57162, 63779, 766
50.00003, 4.999878, 8496, 4455, 13834.3, 15213, 21289, 27392, 54867, 66586, 767
55.000135, 5.000105, 8738, 4863, 13788.6, 15208, 21138, 28415, 58084, 63133, 607
60.000117, 4.999982, 8820, 3553, 13916.2, 15222, 21199, 29507, 58084, 64951, 555
65.000882, 5.000765, 8868, 958, 13965.0, 15227, 21341, 28815, 54557, 64951, 595
70.000218, 4.999336, 8953, 4698, 13840.3, 15219, 20872, 26393, 61489, 70612, 449
75.000021, 4.999803, 8963, 4658, 13827.9, 15223, 21135, 25906, 57424, 66511, 352
80.000035, 5.000014, 8957, 2476, 13957.9, 15220, 21388, 29181, 60562, 67002, 335
85.000068, 5.000033, 8821, 568, 13945.1, 15230, 21312, 28445, 59192, 65977, 374
90.00012, 5.000052, 8833, 1150, 13954.5, 15227, 21573, 29041, 60286, 68783, 435
95.000019, 4.999899, 8785, 3633, 13833.2, 15212, 21375, 28163, 53736, 63983, 442
100.000051, 5.000032, 8810, 1840, 13878.4, 15212, 21837, 29526, 50624, 66237, 397
105.000031, 4.99998, 8684, 4899, 13975.9, 15222, 21987, 29374, 54627, 65494, 411
110.000099, 5.000068, 8957, 4854, 13954.8, 15225, 22055, 29597, 57357, 65926, 294
115.000792, 5.000693, 8948, 1891, 13977.6, 15229, 22144, 30239, 57497, 66259, 323
120.00015, 4.999358, 9138, 4672, 14005.9, 15222, 22102, 29787, 57711, 76584, 358
125.001574, 5.001424, 9186, 1827, 13940.0, 15230, 21449, 27013, 56452, 76584, 279
130.000075, 4.998501, 9063, 3135, 13755.2, 15208, 20945, 26273, 54930, 63788, 360
135.000062, 4.999987, 8865, 686, 13906.1, 15218, 21477, 28552, 60609, 67314, 392
140.000059, 4.999997, 9001, 1449, 14002.0, 15230, 22248, 28979, 51355, 76990, 275
145.000045, 4.999986, 8890, 4907, 13942.9, 15223, 21504, 28739, 59303, 65380, 326
150.000198, 5.000153, 9059, 3359, 13903.2, 15224, 21310, 26891, 53840, 66383, 372
155.000715, 5.000517, 9167, 4855, 13843.0, 15222, 21323, 27729, 59168, 67049, 302
160.000025, 4.99931, 9018, 3012, 13945.1, 15219, 21368, 29315, 59535, 67760, 240
165.00005, 5.000025, 8969, 992, 14073.1, 15231, 21649, 29857, 55638, 63466, 298
170.000051, 5.000001, 9172, 4512, 14075.8, 15238, 21976, 30177, 59049, 70900, 227
175.00001, 4.999959, 9104, 1017, 14075.4, 15232, 21828, 30701, 58868, 70900, 263
180.000024, 5.000014, 9036, 1017, 14068.0, 15230, 21511, 29265, 61085, 70441, 232
185.000054, 5.00003, 8925, 532, 14031.1, 15232, 21669, 28632, 60043, 70441, 301
190.000078, 5.000024, 9116, 239, 14128.3, 15238, 21997, 29479, 55388, 63766, 194
195.000024, 4.999946, 9032, 1673, 14063.9, 15244, 22041, 29290, 59548, 65834, 176
